codigo_municipio,municipio,grupo,variable,mes,cantidad,mujeres total
20201,ACHACACHI,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,12,12
20104,ACHOCALLA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,3,3
41201,ANDAMARCA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
20701,APOLO,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,3,3
30601,ARQUE,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,13,13
50802,ATOCHA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,16,16
30301,AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,20,20
21203,BATALLAS,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,7,7
60202,BERMEJO,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,22,22
50301,BETANZOS,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,11,11
31501,BOLIVAR,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
70707,BOYUIBE,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
70703,CABEZAS,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
51102,"CAIZA ""D""",salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
21003,CAJUATA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,5,5
10701,CAMARGO,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,10,10
70706,CAMIRI,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,34,34
30701,CAPINOTA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,34,34
40102,CARACOLLO,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
22001,CARANAVI,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,8,8
40201,CHALLAPATA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
70702,CHARAGUA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
31204,CHIMORE,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
40903,CHIPAYA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
40302,CHOQUE COTA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
30801,CLIZA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
90101,COBIJA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,51,51
30101,COCHABAMBA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,135,135
30905,COLCAPIRHUA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
50901,"COLCHA ""K""",salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
31002,COLOMI,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
21004,COLQUIRI,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
71301,COMARAPA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
71101,CONCEPCION,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
21701,COPACABANA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,12,12
21402,CORIPATA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,3,3
40301,CORQUE,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
50601,COTAGAITA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
70102,COTOCA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,16,16
10902,CULPINA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,7,7
20105,EL ALTO,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,165,165
70105,EL TORNO,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,10,10
10405,EL VILLAR,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
71002,GENERAL SAAVEDRA,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,1,1
20602,GUANAY,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,3,3
80202,GUAYARAMERIN,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,34,34
70705,GUTIERREZ,salud sexual y reproductiva,51embarazo en adolecente (menor de 20 anos),2004-01-01,2,2
