codigo_municipio,municipio,grupo,variable,mes,total,TOTAL-M
20201,ACHACACHI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,24,24
20202,ANCORAIMES,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,17,17
41201,ANDAMARCA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,2,2
30402,ANZALDO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,2,2
20701,APOLO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,5,5
30403,ARBIETO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,2,2
71501,ASCENCION DE GUARAYOS,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,23,23
50802,ATOCHA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,7,7
60202,BERMEJO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,26,26
50301,BETANZOS,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,17,17
31501,BOLIVAR,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,2,2
70707,BOYUIBE,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,6,6
70401,BUENA VISTA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,4,4
70703,CABEZAS,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,14,14
20905,CAIROMA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,1,1
21304,CALAMARCA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,3,3
10701,CAMARGO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,12,12
70706,CAMIRI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,5,5
30701,CAPINOTA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,8,8
20302,CAQUIAVIRI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,1,1
40201,CHALLAPATA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,6,6
50302,CHAQUI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,5,5
70702,CHARAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,8,8
50202,CHAYANTA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,1,1
31204,CHIMORE,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,15,15
40903,CHIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,2,2
20501,CHUMA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,2,2
30801,CLIZA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,13,13
30101,COCHABAMBA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,9,9
30905,COLCAPIRHUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,11,11
50901,"COLCHA ""K""",alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,1,1
31002,COLOMI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,23,23
50401,COLQUECHACA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,25,25
21004,COLQUIRI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,2,2
71301,COMARAPA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,3,3
21701,COPACABANA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,3,3
70102,COTOCA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,5,5
70704,CUEVO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,5,5
10902,CULPINA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2002-01-01,10,10
