codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos total,fuera de establecimientos total,total
20201,ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
10201,AZURDUY,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
21203,BATALLAS,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
90101,COBIJA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,15,0,15
30905,COLCAPIRHUA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,0,1,1
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
21701,COPACABANA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2021-01-01,5,0,5
20204,HUARINA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,0,1,1
21105,LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2021-01-01,15,0,15
21202,LAJA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2021-01-01,18,0,18
31202,POJO (CBBA),salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
90301,PUERTO GONZALO MORENO,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
31205,PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2021-01-01,2,0,2
31304,RAQAYPAMPA(ETA),salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
70503,ROBORE,salud sexual y reproductiva,preeclampsia severa,2021-01-01,3,0,3
70901,SAMAIPATA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
21502,SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2021-01-01,2,0,2
71005,SAN PEDRO,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,53,6,59
41401,SANTIAGO DE HUARI,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
21901,SANTIAGO DE MACHACA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,0,1,1
31602,SHINAOTA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
30902,SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
10403,SOPACHUY,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2021-01-01,5,0,5
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,2,1,3
21703,TITO YUPANQUI (PARQUIPUJIO),salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2021-01-01,6,0,6
60303,VILLA MONTES,salud sexual y reproductiva,preeclampsia severa,2021-01-01,1,0,1
60301,YACUIBA,salud sexual y reproductiva,preeclampsia severa,2021-01-01,2,0,2
20104,ACHOCALLA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,2,0,2
30402,ANZALDO,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
20701,APOLO,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
20905,CAIROMA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,2,0,2
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,2,0,2
30303,COCAPATA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,10,0,10
21307,COLLANA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,0,1,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2021-02-01,6,0,6
71004,FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
20602,GUANAY,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
21501,IXIAMAS,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
21105,LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
70104,LA GUARDIA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,2,0,2
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2021-02-01,10,0,10
71001,MONTERO,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2021-02-01,6,0,6
30901,QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,6,0,6
70503,ROBORE,salud sexual y reproductiva,preeclampsia severa,2021-02-01,2,0,2
31001,SACABA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,2,0,2
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2021-02-01,2,0,2
21702,SAN PEDRO DE TIQUINA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,3,0,3
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,45,15,60
40202,SANTUARIO DE QUILLACAS,salud sexual y reproductiva,preeclampsia severa,2021-02-01,0,1,1
30902,SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
30602,TACOPAYA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,2,0,2
31601,TIRAQUE (CBBA),salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
31201,TOTORA(CBBA),salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2021-02-01,16,0,16
30502,VACAS,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
20801,VIACHA,salud sexual y reproductiva,preeclampsia severa,2021-02-01,3,0,3
60303,VILLA MONTES,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
31003,VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,preeclampsia severa,2021-02-01,1,0,1
20104,ACHOCALLA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,0,1,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
60202,BERMEJO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
22001,CARANAVI,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,18,1,19
30905,COLCAPIRHUA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
20304,COMANCHE,salud sexual y reproductiva,preeclampsia severa,2021-03-01,0,1,1
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
70704,CUEVO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,0,2,2
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,8,0,8
60601,ENTRE RIOS TRJ,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,1,2
31206,ENTRE RIOS CBBA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
71004,FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
80202,GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2021-03-01,30,0,30
71001,MONTERO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
31205,PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
31401,PUNATA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
30901,QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,3,0,3
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,6,0,6
70503,ROBORE,salud sexual y reproductiva,preeclampsia severa,2021-03-01,5,0,5
31001,SACABA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
40801,SALINAS DE GARCI MENDOZA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
71105,SAN ANTONIO DE LOMERIO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
60501,SAN LORENZO(TJA),salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,1,2
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,69,14,83
41401,SANTIAGO DE HUARI,salud sexual y reproductiva,preeclampsia severa,2021-03-01,0,1,1
30902,SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
10601,TARABUCO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
50502,TORO TORO,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2021-03-01,19,2,21
30502,VACAS,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
70801,VALLEGRANDE,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
20801,VIACHA,salud sexual y reproductiva,preeclampsia severa,2021-03-01,2,0,2
60303,VILLA MONTES,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
31003,VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
51501,VILLAZON,salud sexual y reproductiva,preeclampsia severa,2021-03-01,1,0,1
22002,ALTO BENI,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2021-04-01,2,0,2
70707,BOYUIBE,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
21304,CALAMARCA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
51103,CKOCHAS,salud sexual y reproductiva,preeclampsia severa,2021-04-01,2,0,2
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,6,2,8
50601,COTAGAITA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
70704,CUEVO,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2021-04-01,6,0,6
70105,EL TORNO,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
31206,ENTRE RIOS CBBA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
71004,FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2021-04-01,3,0,3
71002,GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
21102,IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2021-04-01,21,2,23
31301,MIZQUE,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
71001,MONTERO,salud sexual y reproductiva,preeclampsia severa,2021-04-01,5,0,5
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2021-04-01,12,0,12
20102,PALCA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,2,0,2
31202,POJO (CBBA),salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
21201,PUCARANI,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
31401,PUNATA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
30901,QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2021-04-01,3,0,3
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,7,0,7
70503,ROBORE,salud sexual y reproductiva,preeclampsia severa,2021-04-01,5,0,5
80302,SAN BORJA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,2,0,2
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2021-04-01,3,0,3
70501,SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,2,0,2
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,43,21,64
21901,SANTIAGO DE MACHACA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2021-04-01,7,0,7
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,3,0,3
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2021-04-01,17,0,17
20801,VIACHA,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
60303,VILLA MONTES,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
51501,VILLAZON,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
10602,YAMPARAEZ,salud sexual y reproductiva,preeclampsia severa,2021-04-01,1,0,1
20701,APOLO,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
20302,CAQUIAVIRI,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
20501,CHUMA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,0,1,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,9,0,9
30905,COLCAPIRHUA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,2,0,2
31002,COLOMI,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
21004,COLQUIRI,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
21402,CORIPATA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2021-05-01,10,2,12
31206,ENTRE RIOS CBBA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
71002,GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,0,1,1
80202,GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
11002,HUACAYA (VILLA DE HUACAYA),salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2021-05-01,18,1,19
20607,MAPIRI,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
71003,MINEROS,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
71001,MONTERO,salud sexual y reproductiva,preeclampsia severa,2021-05-01,11,0,11
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2021-05-01,6,0,6
21201,PUCARANI,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
31304,RAQAYPAMPA(ETA),salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,4,0,4
70503,ROBORE,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
71105,SAN ANTONIO DE LOMERIO,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
80302,SAN BORJA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,3,0,3
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2021-05-01,3,0,3
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,2,0,2
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,71,3,74
70602,SANTA ROSA DEL SARA,salud sexual y reproductiva,preeclampsia severa,2021-05-01,1,0,1
