codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 20 años,mujeres de 10 a 20 años,hombres de 21 a 59 años,mujeres de 21 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
51302,ACACIO,otras infecciones,enfermedad diarreica aguda,2013-01-01,9,5,10,19,2,1,0,0,2,2,0,0,23,27,50
20201,ACHACACHI,otras infecciones,enfermedad diarreica aguda,2013-01-01,8,3,12,5,1,0,0,1,4,10,6,5,31,24,55
20104,ACHOCALLA,otras infecciones,enfermedad diarreica aguda,2013-01-01,7,4,20,16,2,1,0,1,0,0,3,1,32,23,55
30201,AIQUILE,otras infecciones,enfermedad diarreica aguda,2013-01-01,46,30,65,85,2,4,2,0,1,7,1,2,117,128,245
31303,ALALAY,otras infecciones,enfermedad diarreica aguda,2013-01-01,1,2,3,1,0,0,0,1,1,1,0,0,5,5,10
10404,ALCALA,otras infecciones,enfermedad diarreica aguda,2013-01-01,9,6,18,13,0,2,5,4,6,9,2,9,40,43,83
22002,ALTO BENI,otras infecciones,enfermedad diarreica aguda,2013-01-01,19,13,53,33,1,2,2,2,5,2,7,1,87,53,140
20202,ANCORAIMES,otras infecciones,enfermedad diarreica aguda,2013-01-01,2,5,12,5,0,2,1,0,2,2,1,6,18,20,38
41201,ANDAMARCA,otras infecciones,enfermedad diarreica aguda,2013-01-01,5,8,11,15,2,0,1,4,10,6,3,6,32,39,71
40603,ANTEQUERA,otras infecciones,enfermedad diarreica aguda,2013-01-01,3,3,8,7,1,2,1,0,1,0,1,2,15,14,29
30402,ANZALDO,otras infecciones,enfermedad diarreica aguda,2013-01-01,6,2,19,20,1,2,0,0,1,0,2,4,29,28,57
20701,APOLO,otras infecciones,enfermedad diarreica aguda,2013-01-01,15,18,38,27,3,0,2,1,4,4,1,3,63,53,116
