codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos total,fuera de establecimientos total,total
30601,ARQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
20203,CHUA COCANI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
30905,COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
71101,CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
70104,LA GUARDIA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,8,0,8
71001,MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,2,0,2
31401,PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,2,0,2
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
31001,SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,1,0,1
31602,SHINAOTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,0,1,1
10101,SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,2,0,2
80101,TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,2,0,2
50801,TUPIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-01-01,4,0,4
30905,COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,3,0,3
40701,HUANUNI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,3,0,3
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,2,0,2
71001,MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
21104,PALOS BLANCOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
50101,POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
31205,PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
31001,SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,2,0,2
40801,SALINAS DE GARCI MENDOZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,0,1,1
80401,SANTA ANA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,1,0,1
41001,TOLEDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,0,1,1
60402,YUNCHARA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-02-01,0,1,1
30101,COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,12,0,12
71101,CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
40401,CURAHUARA DE CARANGAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,4,0,4
31301,MIZQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,0,1,1
31401,PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2018-03-01,1,0,1
