codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
51302,ACACIO,otras infecciones,ira sin neumonia,2015-01-01,3,2,2,1,17,18,0,1,2,1,1,0,3,12,2,6,1,1,5,12,36,54,90
20201,ACHACACHI,otras infecciones,ira sin neumonia,2015-01-01,16,13,17,10,35,28,1,6,2,0,5,3,6,17,4,2,5,7,45,37,136,123,259
20104,ACHOCALLA,otras infecciones,ira sin neumonia,2015-01-01,12,14,7,9,32,27,3,3,4,2,2,6,5,27,0,4,1,1,8,10,74,103,177
30201,AIQUILE,otras infecciones,ira sin neumonia,2015-01-01,17,10,13,22,66,74,9,6,7,0,7,2,5,14,2,4,3,5,13,18,142,155,297
31303,ALALAY,otras infecciones,ira sin neumonia,2015-01-01,0,0,0,1,7,2,0,0,0,1,1,1,1,4,0,0,0,0,4,4,13,13,26
10404,ALCALA,otras infecciones,ira sin neumonia,2015-01-01,11,2,7,4,34,29,9,8,4,7,3,6,5,10,3,2,2,1,6,14,84,83,167
22002,ALTO BENI,otras infecciones,ira sin neumonia,2015-01-01,7,7,16,9,50,31,4,7,3,2,1,4,20,19,6,2,5,5,41,11,153,97,250
20202,ANCORAIMES,otras infecciones,ira sin neumonia,2015-01-01,0,1,1,1,5,5,3,2,0,0,3,0,4,11,1,1,2,3,29,14,48,38,86
41201,ANDAMARCA,otras infecciones,ira sin neumonia,2015-01-01,2,5,6,4,19,15,4,2,2,2,3,3,6,14,7,2,4,1,19,15,72,63,135
40603,ANTEQUERA,otras infecciones,ira sin neumonia,2015-01-01,1,2,4,2,16,6,4,2,0,2,1,0,7,3,1,1,1,2,9,3,44,23,67
30402,ANZALDO,otras infecciones,ira sin neumonia,2015-01-01,6,6,5,4,10,8,0,0,0,0,4,1,6,6,1,2,2,0,13,11,47,38,85
20701,APOLO,otras infecciones,ira sin neumonia,2015-01-01,12,10,14,12,44,47,3,3,0,1,0,4,3,25,4,7,0,3,27,19,107,131,238
51301,ARAMPAMPA,otras infecciones,ira sin neumonia,2015-01-01,0,1,2,2,10,8,0,0,0,2,0,0,2,1,1,0,0,1,5,6,20,21,41
30501,ARANI,otras infecciones,ira sin neumonia,2015-01-01,11,6,7,5,19,13,5,3,1,2,1,1,4,9,0,2,1,0,7,13,56,54,110
30403,ARBIETO,otras infecciones,ira sin neumonia,2015-01-01,14,5,12,22,46,46,3,1,4,0,2,4,8,22,1,4,2,3,22,14,114,121,235
30601,ARQUE,otras infecciones,ira sin neumonia,2015-01-01,12,14,17,16,60,71,0,0,3,1,1,1,8,22,3,10,1,3,18,11,123,149,272
71501,ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2015-01-01,47,29,53,45,111,90,5,7,3,4,0,4,3,5,2,0,4,4,3,2,231,190,421
50802,ATOCHA,otras infecciones,ira sin neumonia,2015-01-01,21,29,16,25,75,67,30,21,27,14,19,21,80,93,44,29,31,15,19,22,362,336,698
20503,AUCAPATA,otras infecciones,ira sin neumonia,2015-01-01,1,0,3,2,7,6,0,1,1,0,1,0,4,5,1,3,0,1,14,8,32,26,58
20502,AYATA,otras infecciones,ira sin neumonia,2015-01-01,2,1,4,1,10,12,1,3,0,3,2,3,4,9,1,3,0,6,9,15,33,56,89
21303,AYO AYO,otras infecciones,ira sin neumonia,2015-01-01,6,5,4,7,18,15,0,2,1,4,2,5,9,9,2,1,3,2,21,12,66,62,128
30301,AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,ira sin neumonia,2015-01-01,27,24,36,39,106,118,8,8,9,7,6,10,19,43,20,19,8,31,4253,49,4492,348,4840
10201,AZURDUY,otras infecciones,ira sin neumonia,2015-01-01,22,12,16,10,119,113,1,3,2,5,1,5,10,46,5,13,5,5,15,28,196,240,436
21203,BATALLAS,otras infecciones,ira sin neumonia,2015-01-01,9,4,9,10,18,18,3,2,1,0,1,1,2,10,0,2,2,2,29,24,74,73,147
80802,BAURES,otras infecciones,ira sin neumonia,2015-01-01,8,6,7,5,32,25,11,7,10,5,3,3,5,12,3,3,6,3,3,4,88,73,161
41202,BELEN DE ANDAMARCA,otras infecciones,ira sin neumonia,2015-01-01,2,0,3,1,8,2,2,1,2,1,1,1,2,4,0,1,1,2,3,10,24,23,47
50104,BELEN DE URMIRI,otras infecciones,ira sin neumonia,2015-01-01,1,1,2,1,5,6,1,0,0,1,0,1,4,6,0,0,0,0,6,4,19,20,39
90104,BELLA FLOR,otras infecciones,ira sin neumonia,2015-01-01,8,7,5,6,30,22,2,2,1,1,4,5,3,7,3,2,0,0,3,6,59,58,117
60202,BERMEJO,otras infecciones,ira sin neumonia,2015-01-01,17,24,33,41,93,62,35,36,27,30,25,60,43,101,54,41,25,26,35,8,387,429,816
50301,BETANZOS,otras infecciones,ira sin neumonia,2015-01-01,41,34,30,44,135,90,15,7,12,15,13,12,45,63,14,18,21,22,81,96,407,401,808
31501,BOLIVAR,otras infecciones,ira sin neumonia,2015-01-01,9,9,14,14,57,35,3,2,2,0,0,0,5,4,2,1,2,0,13,12,107,77,184
90103,BOLPEBRA,otras infecciones,ira sin neumonia,2015-01-01,0,4,1,4,10,17,0,3,0,2,2,1,6,7,1,4,0,1,5,2,25,45,70
70707,BOYUIBE,otras infecciones,ira sin neumonia,2015-01-01,7,3,7,4,35,23,6,6,1,3,0,8,6,18,4,2,1,2,11,10,78,79,157
70401,BUENA VISTA,otras infecciones,ira sin neumonia,2015-01-01,0,0,42,48,74,53,8,7,8,0,0,0,2,8,9,0,0,20,16,20,159,156,315
70703,CABEZAS,otras infecciones,ira sin neumonia,2015-01-01,50,39,57,40,191,146,19,21,13,8,8,9,35,58,13,11,14,8,21,37,421,377,798
20905,CAIROMA,otras infecciones,ira sin neumonia,2015-01-01,6,6,4,4,21,24,4,6,1,2,6,4,17,21,9,3,6,4,37,20,111,94,205
51102,"CAIZA ""D""",otras infecciones,ira sin neumonia,2015-01-01,12,5,10,7,52,33,5,6,3,5,7,5,13,24,6,14,5,11,22,38,135,148,283
21003,CAJUATA,otras infecciones,ira sin neumonia,2015-01-01,10,6,9,23,29,35,6,2,4,1,1,1,6,8,0,4,3,1,16,4,84,85,169
20303,CALACOTO,otras infecciones,ira sin neumonia,2015-01-01,8,7,5,6,23,26,0,0,3,2,2,2,7,9,1,4,3,6,32,30,84,92,176
21304,CALAMARCA,otras infecciones,ira sin neumonia,2015-01-01,16,7,8,15,59,42,6,8,4,6,4,13,16,36,5,6,4,13,39,34,161,180,341
10701,CAMARGO,otras infecciones,ira sin neumonia,2015-01-01,13,20,28,22,78,64,8,4,2,5,4,7,4,34,9,15,9,8,16,37,171,216,387
10901,CAMATAQUI (C. VILLA ABECIA),otras infecciones,ira sin neumonia,2015-01-01,1,1,3,1,14,11,2,2,1,5,1,2,5,8,1,4,2,4,11,14,41,52,93
70706,CAMIRI,otras infecciones,ira sin neumonia,2015-01-01,76,53,62,54,167,159,49,38,26,11,15,29,46,63,27,33,23,43,61,89,552,572,1124
30701,CAPINOTA,otras infecciones,ira sin neumonia,2015-01-01,17,20,27,39,97,69,23,13,8,3,4,9,2,20,7,10,2,10,19,23,206,216,422
20302,CAQUIAVIRI,otras infecciones,ira sin neumonia,2015-01-01,6,1,16,7,11,14,3,5,0,3,2,3,16,9,0,2,4,3,31,20,89,67,156
40102,CARACOLLO,otras infecciones,ira sin neumonia,2015-01-01,16,19,15,17,72,43,15,14,5,11,5,12,29,34,6,16,7,6,39,42,209,214,423
22001,CARANAVI,otras infecciones,ira sin neumonia,2015-01-01,15,11,26,20,77,68,9,20,9,16,8,11,15,31,10,4,11,8,45,19,225,208,433
41503,CARANGAS,otras infecciones,ira sin neumonia,2015-01-01,1,0,1,3,5,4,1,1,1,1,5,1,6,14,1,0,0,1,0,0,21,25,46
60302,CARAPARI,otras infecciones,ira sin neumonia,2015-01-01,20,11,32,17,100,66,21,27,22,23,22,21,53,79,19,34,31,24,22,20,342,322,664
50702,CARIPUYO,otras infecciones,ira sin neumonia,2015-01-01,7,0,8,6,24,23,0,1,1,0,1,1,3,4,6,4,0,3,2,2,52,44,96
71403,CARMEN RIVERO TORREZ,otras infecciones,ira sin neumonia,2015-01-01,5,1,10,5,24,34,5,7,0,0,1,3,3,2,1,1,1,2,1,5,51,60,111
21902,CATACORA,otras infecciones,ira sin neumonia,2015-01-01,1,0,1,4,3,4,1,0,0,1,0,3,4,3,1,0,0,2,13,12,24,29,53
21803,CHACARILLA,otras infecciones,ira sin neumonia,2015-01-01,2,1,1,2,8,5,0,0,0,3,0,1,2,2,1,0,4,1,5,16,23,31,54
40201,CHALLAPATA,otras infecciones,ira sin neumonia,2015-01-01,38,29,37,29,96,93,2,13,5,8,6,10,19,28,12,12,14,14,33,32,262,268,530
50302,CHAQUI,otras infecciones,ira sin neumonia,2015-01-01,12,14,15,13,27,21,2,2,5,8,2,8,12,22,2,3,2,8,25,40,104,139,243
70702,CHARAGUA,otras infecciones,ira sin neumonia,2015-01-01,72,62,85,86,238,200,28,33,7,11,4,20,17,39,4,11,5,4,35,50,495,516,1011
