codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos hombres,dentro de establecimientos mujeres,fuera de establecimientos hombres,fuera de establecimientos mujeres,hombres total,mujeres total,total
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,0,2,0,2,2
10901,CAMATAQUI (C. VILLA ABECIA),mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,1,0,1,0,1
22001,CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,1,1,0,2,1,3,4
70702,CHARAGUA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,2,0,0,0,2,2
21701,COPACABANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,3,1,1,3,4,4,8
90203,FILADELFIA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,1,0,1,0,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,22,10,0,2,22,12,34
20402,MOCOMOCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,0,1,0,1,1
10501,MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,1,0,0,0,1,1
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,1,0,1,0,1
21104,PALOS BLANCOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,1,0,0,0,1,0,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,2,2,0,0,2,2,4
20403,PUERTO CARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,1,0,1,0,1
31205,PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,0,1,0,1,1
31001,SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,1,0,1,0,2,2
10702,SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,2,1,2,1,3
10101,SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,5,0,0,0,5,0,5
10601,TARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,0,1,0,1,1
60101,TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,2,1,2,1,3
31601,TIRAQUE (CBBA),mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,1,0,0,0,1,0,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,1,0,0,0,1,0,1
20306,WALDO BALLIVIAN,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,1,0,1,0,1
10602,YAMPARAEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,0,1,0,1,1
10102,YOTALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,0,0,0,1,0,1,1
10301,ZUDAÑEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-01-01,1,0,0,0,1,0,1
20201,ACHACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,1,0,1,0,2,0,2
10201,AZURDUY,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,0,1,0,1,1
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,4,0,4,0,4
70703,CABEZAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,1,0,0,0,1,0,1
22001,CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,1,0,2,0,3,0,3
70702,CHARAGUA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,1,0,0,0,1,0,1
70102,COTOCA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,1,0,1,0,1
10902,CULPINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,0,2,0,2,2
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,4,2,3,1,7,3,10
10304,ICLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,0,1,0,1,1
10703,INCAHUASI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,22,15,1,0,23,15,38
10303,MOJOCOYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,1,1,1,1,2
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,1,1,0,0,1,1,2
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,1,0,0,0,1,0,1
10401,PADILLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,1,0,0,0,1,1
21104,PALOS BLANCOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,1,0,0,0,1,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,4,0,0,0,4,0,4
10302,PRESTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,1,3,1,3,4
71402,PUERTO QUIJARRO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,0,1,0,1,1
90201,PUERTO RICO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,0,1,0,1,1
51101,PUNA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,1,1,1,1,2
50701,SACACA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,1,1,1,1,2
80302,SAN BORJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,1,0,0,0,1,1
70301,SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,1,1,1,0,2,1,3
10702,SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,1,1,1,1,2
21702,SAN PEDRO DE TIQUINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,1,1,1,1,2
90303,SENA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,1,0,1,0,1
10101,SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,2,7,0,1,2,8,10
60101,TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,2,0,0,0,2,0,2
60301,YACUIBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,1,0,1,0,2,0,2
10602,YAMPARAEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-02-01,0,0,0,1,0,1,1
20202,ANCORAIMES,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
51301,ARAMPAMPA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,0,1,0,1,1
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,1,1,2,2,3,5
70706,CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,0,0,0,1,0,1
22001,CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,1,0,0,1,1,2
50302,CHAQUI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
40302,CHOQUE COTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,0,1,0,1,1
90101,COBIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,1,0,0,0,1,1
30101,COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,1,0,0,1,1,2
21701,COPACABANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,0,0,0,1,0,1
70704,CUEVO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,0,1,0,1,1
10902,CULPINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,10,3,6,1,16,4,20
60601,ENTRE RIOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,0,0,0,1,0,1
10304,ICLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
10703,INCAHUASI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,0,1,0,2,0,2
70104,LA GUARDIA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,25,22,0,0,25,22,47
80801,MAGDALENA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,2,0,0,0,2,0,2
20402,MOCOMOCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
10501,MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,1,1,1,2
71001,MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,2,2,0,3,2,5
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
20702,PELECHUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
10103,POROMA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,3,4,0,0,3,4,7
90201,PUERTO RICO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
31401,PUNATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,1,0,0,0,1,1
50701,SACACA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,2,1,2,1,3
80602,SAN ANDRES,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
80302,SAN BORJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
80501,SAN IGNACIO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,2,0,0,1,2,3
10702,SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,5,2,5,2,7
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,2,0,0,0,2,2
10101,SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,8,4,0,0,8,4,12
30602,TACOPAYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
60101,TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,0,1,0,2,0,2
20608,TEOPONTE,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,0,1,0,1,1
20606,TIPUANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,0,1,0,1,1
80101,TRINIDAD,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,0,0,0,1,0,1
50801,TUPIZA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,1,0,1,1,2,1,3
60303,VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,1,0,0,0,1,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,0,1,0,1,1
60301,YACUIBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,2,0,2,0,2
10602,YAMPARAEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
70403,YAPACANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,0,1,0,1
10102,YOTALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-03-01,0,0,1,1,1,1,2
10404,ALCALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-04-01,0,0,0,1,0,1,1
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2006-04-01,0,1,1,1,1,2,3
