codigo_municipio,municipio,grupo,variable,mes,TOTAL-H,TOTAL-M,TOTAL
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,11,0,11
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,7,0,7
10501,MONTEAGUDO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,1,0,1
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,3,0,3
80501,SAN IGNACIO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,1,0,1
60501,SAN LORENZO(TJA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,1,0,1
80401,SANTA ANA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,1,0,1
20902,SAPAHAQUI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,1,0,1
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,5,0,5
20801,VIACHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-01-01,4,0,4
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-02-01,2,0,2
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-02-01,35,0,35
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-02-01,1,0,1
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-02-01,11,0,11
20802,GUAQUI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-02-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-02-01,13,0,13
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-02-01,2,0,2
80401,SANTA ANA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-02-01,1,0,1
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-02-01,1,0,1
20502,AYATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,2,0,2
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,5,0,5
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,1,0,1
20501,CHUMA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,2,0,2
21402,CORIPATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,1,0,1
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,1,0,1
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,17,0,17
80202,GUAYARAMERIN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,4,0,4
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,3,0,3
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,2,0,2
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-03-01,1,0,1
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,5,0,5
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,2,0,2
20501,CHUMA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,2,0,2
21402,CORIPATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,4,0,4
21401,COROICO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,1,0,1
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,2,0,2
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,18,0,18
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,5,0,5
20402,MOCOMOCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,1,0,1
20401,PUERTO ACOSTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,2,0,2
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-04-01,4,0,4
20503,AUCAPATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,1,0,1
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,2,0,2
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,1,0,1
21402,CORIPATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,1,0,1
20301,CORO CORO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,3,0,3
21401,COROICO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,1,0,1
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,5,0,5
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,11,0,11
90203,FILADELFIA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,11,0,11
20402,MOCOMOCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,1,0,1
80401,SANTA ANA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,1,0,1
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-05-01,5,0,5
70706,CAMIRI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,6,0,6
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,1,0,1
21401,COROICO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,2,0,2
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,2,0,2
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,13,0,13
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,5,0,5
71003,MINEROS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,1,0,1
20102,PALCA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,1,0,1
21104,PALOS BLANCOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,1,0,1
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-06-01,2,0,2
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-07-01,2,0,2
21401,COROICO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-07-01,3,0,3
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-07-01,4,0,4
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-07-01,29,0,29
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-07-01,5,0,5
70301,SAN IGNACIO DE VELASCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-07-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-07-01,3,0,3
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-07-01,4,0,4
60301,YACUIBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-07-01,26,0,26
20201,ACHACACHI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,1,0,1
20701,APOLO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,4,0,4
60202,BERMEJO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,3,0,3
20905,CAIROMA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,2,0,2
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,2,0,2
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,28,0,28
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,4,0,4
31301,MIZQUE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,1,0,1
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,2,0,2
20801,VIACHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,1,0,1
31302,VILA VILA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-08-01,1,0,1
20701,APOLO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,1,0,1
50802,ATOCHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,5,0,5
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,3,0,3
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,2,0,2
90101,COBIJA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,6,0,6
21401,COROICO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,1,0,1
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,4,0,4
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,28,0,28
80202,GUAYARAMERIN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,1,0,1
21102,IRUPANA (VILLA DE LANZA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,1,0,1
21105,LA ASUNTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,15,0,15
71104,SAN JULIAN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,3,0,3
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,5,0,5
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,2,0,2
60101,TARIJA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,6,0,6
20606,TIPUANI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,1,0,1
50801,TUPIZA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-09-01,1,0,1
50802,ATOCHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,9,0,9
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,3,0,3
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,3,0,3
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,3,0,3
60601,ENTRE RIOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,29,0,29
21601,GRAL. J.J. PEREZ (CHARAZANI),tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,1,0,1
20602,GUANAY,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,1,0,1
21001,INQUISIVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,2,0,2
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,8,0,8
71003,MINEROS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,1,0,1
71001,MONTERO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,1,0,1
21002,QUIME,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,3,0,3
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,2,0,2
80302,SAN BORJA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,1,0,1
80501,SAN IGNACIO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,3,0,3
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,2,0,2
60101,TARIJA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-10-01,47,0,47
20701,APOLO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-11-01,1,0,1
50802,ATOCHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-11-01,6,0,6
20503,AUCAPATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-11-01,1,0,1
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (-),2003-11-01,2,0,2
