codigo_municipio,municipio,grupo,variable,mes,Nro.,Nro. Afectados,Nro. Fallecidos,TOTAL
60601,ENTRE RIOS TRJ,registro de eventos de notificacion inmediata,otros de excepcion,2010-01-01,1.0,3.0,1.0,5.0
21001,INQUISIVI,registro de eventos de notificacion inmediata,otros de excepcion,2010-04-01,1.0,5.0,5.0,11.0
70707,BOYUIBE,registro de eventos de notificacion inmediata,otros de excepcion,2010-06-01,1.0,920.0,0.0,921.0
70702,CHARAGUA,registro de eventos de notificacion inmediata,otros de excepcion,2010-06-01,112.0,2518.0,0.0,2630.0
51102,"CAIZA ""D""",registro de eventos de notificacion inmediata,otros de excepcion,2010-07-01,2.0,2.0,0.0,4.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,otros de excepcion,2010-07-01,2.0,61.0,0.0,63.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,otros de excepcion,2010-08-01,2.0,1220.0,0.0,1222.0
90103,BOLPEBRA,registro de eventos de notificacion inmediata,otros de excepcion,2010-09-01,1.0,2.0,0.0,3.0
70704,CUEVO,registro de eventos de notificacion inmediata,otros de excepcion,2010-09-01,1.0,8.0,0.0,9.0
20607,MAPIRI,registro de eventos de notificacion inmediata,otros de excepcion,2010-09-01,16.0,0.0,0.0,16.0
70705,GUTIERREZ,registro de eventos de notificacion inmediata,otros de excepcion,2010-10-01,16.0,0.0,0.0,16.0
21104,PALOS BLANCOS,registro de eventos de notificacion inmediata,otros de excepcion,2010-10-01,1.0,3.0,0.0,4.0
70704,CUEVO,registro de eventos de notificacion inmediata,otros de excepcion,2010-11-01,1.0,80.0,0.0,81.0
70704,CUEVO,registro de eventos de notificacion inmediata,otros de excepcion,2010-12-01,1.0,19.0,0.0,20.0
