codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-meses-a-menor-de-1-ano_masculino,b-6-meses-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_dentro,totales-1_fuera,totales-2_total
70707,BOYUIBE,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70401,BUENA VISTA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,3,0,1,1,0,0,3,6,2,4,0,0,0,0,9,11,20
10701,CAMARGO,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70706,CAMIRI,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3
70702,CHARAGUA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
90101,COBIJA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,1,1,0,2,6,8
30101,COCHABAMBA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,3
70603,COLPA BELGICA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
70102,COTOCA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5
70105,EL TORNO,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,1,1,1,1,0,1,0,1,2,5,0,3,0,2,0,0,4,14,18
31206,ENTRE RIOS CBBA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,1,4,4,8
70104,LA GUARDIA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,2,0,0,0,1,4,1,0,0,1,0,0,4,5,9
70701,LAGUNILLAS,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3
50203,LLALLAGUA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70903,MAIRANA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
10501,MONTEAGUDO,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,1,0,1,1,1,1,3,0,2,7,7,1,4,2,1,5,4,17,24,41
71001,MONTERO,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70902,PAMPA GRANDE,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
70103,PORONGO,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
31205,PUERTO VILLARROEL,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
30901,QUILLACOLLO,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
80301,REYES,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
80201,RIBERALTA,sospecha diagnostica,chikungunya,2020-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
