codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-4-anos_masculino,1-a-4-anos-1_femenino,5-a-9-anos_masculino,5-a-9-anos-1_femenino,10-a-20-anos_masculino,10-a-20-anos-1_femenino,21-a-59-anos_masculino,21-a-59-anos-1_femenino,60-y-mas_masculino,60-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
41201,ANDAMARCA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
60202,BERMEJO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,0,1,1,2,4,0,0,0,5,3,8
70707,BOYUIBE,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,0,2,1,0,0,0,0,0,0,3,1,4
90101,COBIJA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,4,1,1,0,2,0,0,1,0,0,7,2,9
30101,COCHABAMBA,inmunoprevenibles,hepatitis viral,2009-01-01,2,0,4,4,11,4,4,1,3,4,1,0,25,13,38
30905,COLCAPIRHUA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
20105,EL ALTO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,2,2,8,1,2,3,0,4,0,0,12,10,22
70105,EL TORNO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
80202,GUAYARAMERIN,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,3,1,1,1,0,2,0,0,0,4,4,8
80803,HUARACAJE,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21102,IRUPANA (VILLA DE LANZA),inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
20101,LA PAZ,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,6,3,9,5,6,4,1,1,1,0,23,13,36
80801,MAGDALENA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
10501,MONTEAGUDO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
71001,MONTERO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,2,1,0,0,0,0,0,0,0,2,2,4
40101,ORURO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,3,3,1,1,2,2,0,1,1,0,7,7,14
71401,PUERTO SUAREZ,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,0,0,1,0,2,1,1,0,0,2,4,6
30901,QUILLACOLLO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
31001,SACABA,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3
80501,SAN IGNACIO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
70301,SAN IGNACIO DE VELASCO,inmunoprevenibles,hepatitis viral,2009-01-01,0,0,3,3,2,2,3,1,3,0,0,0,11,6,17
