codigo_municipio,municipio,grupo,variable,mes,totales_dentro,totales-1_fuera,totales-2_total
20701,APOLO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2020-01-01,5,0,5
10701,CAMARGO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,1,2
22001,CARANAVI,salud sexual y reproductiva,preeclampsia severa,2020-01-01,3,0,3
50702,CARIPUYO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
21101,CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
51103,CKOCHAS,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,48,0,48
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
21701,COPACABANA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
21402,CORIPATA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
21401,COROICO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,5,1,6
60502,EL PUENTE(TJA),salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
21105,LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2020-01-01,24,0,24
21202,LAJA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
71001,MONTERO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,10,6,16
31202,POJO (CBBA),salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
21201,PUCARANI,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
90301,PUERTO GONZALO MORENO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
30901,QUILLACOLLO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
31001,SACABA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
71105,SAN ANTONIO DE LOMERIO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
80302,SAN BORJA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,5,0,5
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
71005,SAN PEDRO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
70303,SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,3,0,3
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,81,21,102
90303,SENA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
31602,SHINAOTA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
30902,SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2020-01-01,13,0,13
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
31201,TOTORA(CBBA),salud sexual y reproductiva,preeclampsia severa,2020-01-01,2,0,2
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2020-01-01,42,0,42
50801,TUPIZA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
20801,VIACHA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
31003,VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2020-01-01,3,0,3
30904,VINTO,salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
20306,WALDO BALLIVIAN,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
60301,YACUIBA,salud sexual y reproductiva,preeclampsia severa,2020-01-01,0,1,1
10301,ZUDAÑEZ,salud sexual y reproductiva,preeclampsia severa,2020-01-01,1,0,1
31501,BOLIVAR,salud sexual y reproductiva,preeclampsia severa,2020-02-01,0,1,1
21003,CAJUATA,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
20302,CAQUIAVIRI,salud sexual y reproductiva,preeclampsia severa,2020-02-01,1,0,1
