codigo_municipio,municipio,grupo,variable,mes,Cantidad,TOTAL-M
40201,CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-01-01,1,1
30801,CLIZA,intoxicaciones,otras intoxicaciones,2007-01-01,2,2
31002,COLOMI,intoxicaciones,otras intoxicaciones,2007-01-01,1,1
20105,EL ALTO,intoxicaciones,otras intoxicaciones,2007-01-01,7,7
40701,HUANUNI,intoxicaciones,otras intoxicaciones,2007-01-01,5,5
20101,LA PAZ,intoxicaciones,otras intoxicaciones,2007-01-01,1,1
20901,LURIBAY,intoxicaciones,otras intoxicaciones,2007-01-01,1,1
20103,MECAPACA,intoxicaciones,otras intoxicaciones,2007-01-01,1,1
10303,MOJOCOYA,intoxicaciones,otras intoxicaciones,2007-01-01,1,1
40101,ORURO,intoxicaciones,otras intoxicaciones,2007-01-01,6,6
31001,SACABA,intoxicaciones,otras intoxicaciones,2007-01-01,2,2
60101,TARIJA,intoxicaciones,otras intoxicaciones,2007-01-01,7,7
60301,YACUIBA,intoxicaciones,otras intoxicaciones,2007-01-01,4,4
20105,EL ALTO,intoxicaciones,otras intoxicaciones,2007-02-01,5,5
10703,INCAHUASI,intoxicaciones,otras intoxicaciones,2007-02-01,3,3
20101,LA PAZ,intoxicaciones,otras intoxicaciones,2007-02-01,1,1
40101,ORURO,intoxicaciones,otras intoxicaciones,2007-02-01,11,11
21104,PALOS BLANCOS,intoxicaciones,otras intoxicaciones,2007-02-01,1,1
31401,PUNATA,intoxicaciones,otras intoxicaciones,2007-02-01,1,1
30901,QUILLACOLLO,intoxicaciones,otras intoxicaciones,2007-02-01,1,1
20601,SORATA,intoxicaciones,otras intoxicaciones,2007-02-01,1,1
60101,TARIJA,intoxicaciones,otras intoxicaciones,2007-02-01,4,4
50201,UNCIA,intoxicaciones,otras intoxicaciones,2007-02-01,2,2
20201,ACHACACHI,intoxicaciones,otras intoxicaciones,2007-03-01,10,10
30101,COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-03-01,1,1
20105,EL ALTO,intoxicaciones,otras intoxicaciones,2007-03-01,28,28
20101,LA PAZ,intoxicaciones,otras intoxicaciones,2007-03-01,19,19
70803,MORO MORO,intoxicaciones,otras intoxicaciones,2007-03-01,2,2
40101,ORURO,intoxicaciones,otras intoxicaciones,2007-03-01,10,10
31401,PUNATA,intoxicaciones,otras intoxicaciones,2007-03-01,2,2
30901,QUILLACOLLO,intoxicaciones,otras intoxicaciones,2007-03-01,4,4
31001,SACABA,intoxicaciones,otras intoxicaciones,2007-03-01,4,4
80501,SAN IGNACIO,intoxicaciones,otras intoxicaciones,2007-03-01,2,2
70301,SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-03-01,3,3
10101,SUCRE,intoxicaciones,otras intoxicaciones,2007-03-01,3,3
60101,TARIJA,intoxicaciones,otras intoxicaciones,2007-03-01,1,1
50201,UNCIA,intoxicaciones,otras intoxicaciones,2007-03-01,1,1
31003,VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-03-01,1,1
51501,VILLAZON,intoxicaciones,otras intoxicaciones,2007-03-01,1,1
60301,YACUIBA,intoxicaciones,otras intoxicaciones,2007-03-01,1,1
20201,ACHACACHI,intoxicaciones,otras intoxicaciones,2007-04-01,5,5
30201,AIQUILE,intoxicaciones,otras intoxicaciones,2007-04-01,2,2
60302,CARAPARI,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
40201,CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-04-01,4,4
30801,CLIZA,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
30101,COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-04-01,17,17
21701,COPACABANA,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
20105,EL ALTO,intoxicaciones,otras intoxicaciones,2007-04-01,20,20
71004,FERNANDEZ ALONSO,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
70104,LA GUARDIA,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
20101,LA PAZ,intoxicaciones,otras intoxicaciones,2007-04-01,15,15
71003,MINEROS,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
30203,OMEREQUE,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
40101,ORURO,intoxicaciones,otras intoxicaciones,2007-04-01,9,9
21201,PUCARANI,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
20403,PUERTO CARABUCO,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
51101,PUNA,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
31401,PUNATA,intoxicaciones,otras intoxicaciones,2007-04-01,6,6
31001,SACABA,intoxicaciones,otras intoxicaciones,2007-04-01,2,2
70301,SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-04-01,3,3
10702,SAN LUCAS,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-04-01,2,2
10101,SUCRE,intoxicaciones,otras intoxicaciones,2007-04-01,7,7
60101,TARIJA,intoxicaciones,otras intoxicaciones,2007-04-01,4,4
31201,TOTORA(CBBA),intoxicaciones,otras intoxicaciones,2007-04-01,1,1
31003,VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-04-01,5,5
51501,VILLAZON,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
70201,WARNES,intoxicaciones,otras intoxicaciones,2007-04-01,1,1
20201,ACHACACHI,intoxicaciones,otras intoxicaciones,2007-05-01,4,4
22001,CARANAVI,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
30801,CLIZA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
30101,COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-05-01,72,72
71301,COMARAPA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
20105,EL ALTO,intoxicaciones,otras intoxicaciones,2007-05-01,30,30
70104,LA GUARDIA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
20101,LA PAZ,intoxicaciones,otras intoxicaciones,2007-05-01,36,36
71003,MINEROS,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
40101,ORURO,intoxicaciones,otras intoxicaciones,2007-05-01,9,9
20401,PUERTO ACOSTA,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
31205,PUERTO VILLARROEL,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
51101,PUNA,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
31401,PUNATA,intoxicaciones,otras intoxicaciones,2007-05-01,6,6
31001,SACABA,intoxicaciones,otras intoxicaciones,2007-05-01,13,13
30404,SACABAMBA,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
70301,SAN IGNACIO DE VELASCO,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,otras intoxicaciones,2007-05-01,12,12
10101,SUCRE,intoxicaciones,otras intoxicaciones,2007-05-01,11,11
60101,TARIJA,intoxicaciones,otras intoxicaciones,2007-05-01,5,5
50801,TUPIZA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
31003,VILLA TUNARI,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
51501,VILLAZON,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
70201,WARNES,intoxicaciones,otras intoxicaciones,2007-05-01,1,1
60301,YACUIBA,intoxicaciones,otras intoxicaciones,2007-05-01,2,2
51302,ACACIO,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
20201,ACHACACHI,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
60202,BERMEJO,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
20905,CAIROMA,intoxicaciones,otras intoxicaciones,2007-06-01,2,2
22001,CARANAVI,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
40201,CHALLAPATA,intoxicaciones,otras intoxicaciones,2007-06-01,2,2
21101,CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,otras intoxicaciones,2007-06-01,2,2
30101,COCHABAMBA,intoxicaciones,otras intoxicaciones,2007-06-01,49,49
21701,COPACABANA,intoxicaciones,otras intoxicaciones,2007-06-01,3,3
21402,CORIPATA,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
70102,COTOCA,intoxicaciones,otras intoxicaciones,2007-06-01,3,3
21602,CURVA,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
20105,EL ALTO,intoxicaciones,otras intoxicaciones,2007-06-01,21,21
70105,EL TORNO,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
40701,HUANUNI,intoxicaciones,otras intoxicaciones,2007-06-01,2,2
10304,ICLA,intoxicaciones,otras intoxicaciones,2007-06-01,1,1
