codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-meses-a-menor-de-1-ano_masculino,b-6-meses-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
50802,ATOCHA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,3,5
60202,BERMEJO,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
31501,BOLIVAR,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
51102,"CAIZA ""D""",enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
22001,CARANAVI,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,1,0,0,0,1,0,1,0,1,2,1,1,2,0,0,0,0,0,0,3,7,10
31204,CHIMORE,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1,1,0,4,4,8
21101,CHULUMANI (V. DE LA LIBERTAD),enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
90101,COBIJA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,1,1,1,8,3,11
30101,COCHABAMBA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,1,4
21402,CORIPATA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
21401,COROICO,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20105,EL ALTO,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2
70105,EL TORNO,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,1,0,0,1,1,7,1,8,1,1,0,0,2,17,6,23
31206,ENTRE RIOS CBBA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
80202,GUAYARAMERIN,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,3
20206,HUATAJATA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21102,IRUPANA (VILLA DE LANZA),enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20101,LA PAZ,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,2,2,0,1,2,3,2,1,10,2,1,0,1,2,3,0,21,11,32
20607,MAPIRI,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
90501,NUEVO MANOA (NUEVA ESPERANZA),enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
60201,PADCAYA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
21104,PALOS BLANCOS,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,1,0,0,0,3,1,4,3,1,1,1,0,0,0,10,5,15
90102,PORVENIR,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,3,1,4
80301,REYES,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
80201,RIBERALTA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,1,1,3,1,7,0,1,2,1,0,3,0,16,4,20
80304,RURRENABAQUE,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,1,0,0,0,2,0,4,2,1,0,0,0,3,0,11,2,13
80302,SAN BORJA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,1,0,3,7,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,9,8,17
21502,SAN BUENA VENTURA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
80102,SAN JAVIER(BNI),enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
80401,SANTA ANA,enfermedades transmitidas por vectores (etv),leishmaniasis,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,3
