codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,imc_mujer-embarazada,imc-1_,totales_total-m,totales-1_total-f,totales-2_total
20201,ACHACACHI,estado nutricional,desnutricion moderada (m),2008-01-01,0,0,0,0,1,2,0,0,1,2,3
20104,ACHOCALLA,estado nutricional,desnutricion moderada (m),2008-01-01,0,0,0,0,0,1,0,0,0,1,1
30201,AIQUILE,estado nutricional,desnutricion moderada (m),2008-01-01,0,0,7,7,8,6,0,0,15,13,28
31303,ALALAY,estado nutricional,desnutricion moderada (m),2008-01-01,0,0,1,4,2,3,0,0,3,7,10
10404,ALCALA,estado nutricional,desnutricion moderada (m),2008-01-01,0,0,3,6,2,1,0,0,5,7,12
20202,ANCORAIMES,estado nutricional,desnutricion moderada (m),2008-01-01,0,1,2,2,1,1,0,0,3,4,7
41201,ANDAMARCA,estado nutricional,desnutricion moderada (m),2008-01-01,0,1,0,0,0,0,0,0,0,1,1
40603,ANTEQUERA,estado nutricional,desnutricion moderada (m),2008-01-01,1,2,0,0,0,0,0,0,1,2,3
30402,ANZALDO,estado nutricional,desnutricion moderada (m),2008-01-01,0,1,0,2,2,4,0,0,2,7,9
20701,APOLO,estado nutricional,desnutricion moderada (m),2008-01-01,3,0,5,2,3,4,0,0,11,6,17
51301,ARAMPAMPA,estado nutricional,desnutricion moderada (m),2008-01-01,2,2,2,3,4,4,0,0,8,9,17
30501,ARANI,estado nutricional,desnutricion moderada (m),2008-01-01,1,1,0,0,0,1,0,0,1,2,3
30403,ARBIETO,estado nutricional,desnutricion moderada (m),2008-01-01,0,1,1,2,0,0,0,0,1,3,4
30601,ARQUE,estado nutricional,desnutricion moderada (m),2008-01-01,0,0,0,0,11,12,0,0,11,12,23
71501,ASCENCION DE GUARAYOS,estado nutricional,desnutricion moderada (m),2008-01-01,0,0,0,1,0,0,0,0,0,1,1
50802,ATOCHA,estado nutricional,desnutricion moderada (m),2008-01-01,1,4,3,4,1,5,0,0,5,13,18
20503,AUCAPATA,estado nutricional,desnutricion moderada (m),2008-01-01,0,1,2,1,4,0,0,0,6,2,8
20502,AYATA,estado nutricional,desnutricion moderada (m),2008-01-01,2,0,4,1,3,5,0,0,9,6,15
