codigo_municipio,municipio,grupo,variable,mes,total,mujeres total
20201,ACHACACHI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,3,3
20104,ACHOCALLA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
30201,AIQUILE,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
31303,ALALAY,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
20202,ANCORAIMES,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
20701,APOLO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
30501,ARANI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,2,2
30601,ARQUE,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,2,2
90104,BELLA FLOR,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
60202,BERMEJO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,10,10
50301,BETANZOS,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,4,4
31501,BOLIVAR,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
70707,BOYUIBE,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,3,3
70703,CABEZAS,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,7,7
30701,CAPINOTA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
20302,CAQUIAVIRI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
40102,CARACOLLO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,2,2
22001,CARANAVI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,3,3
40201,CHALLAPATA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,2,2
50302,CHAQUI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
50202,CHAYANTA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,6,6
90101,COBIJA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,20,20
30101,COCHABAMBA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,5,5
40902,COIPASA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
30905,COLCAPIRHUA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,5,5
31002,COLOMI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,7,7
50401,COLQUECHACA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
21004,COLQUIRI,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,3,3
71101,CONCEPCION,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,7,7
21701,COPACABANA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,2,2
21401,COROICO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,2,2
10902,CULPINA,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,4,4
20804,DESAGUADERO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,3,3
20105,EL ALTO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,82,82
71503,EL PUENTE(STC),alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,1,1
60502,EL PUENTE(TJA),alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,3,3
70105,EL TORNO,alto riesgo obstetrico,parto de adolecente (menor de 20 anos),2001-01-01,11,11
