codigo_municipio,municipio,grupo,variable,mes,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
30402,ANZALDO,desnutricion cronica,talla normal (n),2006-01-01,0,1,0,1,0,2,2
41202,BELEN DE ANDAMARCA,desnutricion cronica,talla normal (n),2006-01-01,4,2,1,2,5,4,9
60202,BERMEJO,desnutricion cronica,talla normal (n),2006-01-01,1,4,3,0,4,4,8
40102,CARACOLLO,desnutricion cronica,talla normal (n),2006-01-01,3,2,2,1,5,3,8
71403,CARMEN RIVERO TORREZ,desnutricion cronica,talla normal (n),2006-01-01,31,18,20,17,51,35,86
40301,CORQUE,desnutricion cronica,talla normal (n),2006-01-01,2,0,1,1,3,1,4
40103,EL CHORO,desnutricion cronica,talla normal (n),2006-01-01,1,0,0,0,1,0,1
60502,EL PUENTE(TJA),desnutricion cronica,talla normal (n),2006-01-01,1,2,1,1,2,3,5
80402,EXALTACION,desnutricion cronica,talla normal (n),2006-01-01,0,1,0,0,0,1,1
71002,GENERAL SAAVEDRA,desnutricion cronica,talla normal (n),2006-01-01,31,30,43,37,74,67,141
40701,HUANUNI,desnutricion cronica,talla normal (n),2006-01-01,24,16,17,9,41,25,66
80601,LORETO,desnutricion cronica,talla normal (n),2006-01-01,10,6,5,9,15,15,30
60201,PADCAYA,desnutricion cronica,talla normal (n),2006-01-01,13,16,11,9,24,25,49
71402,PUERTO QUIJARRO,desnutricion cronica,talla normal (n),2006-01-01,81,60,29,24,110,84,194
70503,ROBORE,desnutricion cronica,talla normal (n),2006-01-01,10,10,6,5,16,15,31
80304,RURRENABAQUE,desnutricion cronica,talla normal (n),2006-01-01,2,1,3,2,5,3,8
30404,SACABAMBA,desnutricion cronica,talla normal (n),2006-01-01,32,18,15,12,47,30,77
80602,SAN ANDRES,desnutricion cronica,talla normal (n),2006-01-01,23,26,28,35,51,61,112
70501,SAN JOSE DE CHIQUITOS,desnutricion cronica,talla normal (n),2006-01-01,1,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,desnutricion cronica,talla normal (n),2006-01-01,602,626,242,287,844,913,1757
41001,TOLEDO,desnutricion cronica,talla normal (n),2006-01-01,2,2,1,0,3,2,5
41301,TOTORA(ORR),desnutricion cronica,talla normal (n),2006-01-01,3,3,2,1,5,4,9
80101,TRINIDAD,desnutricion cronica,talla normal (n),2006-01-01,151,135,68,69,219,204,423
60301,YACUIBA,desnutricion cronica,talla normal (n),2006-01-01,111,114,71,70,182,184,366
41202,BELEN DE ANDAMARCA,desnutricion cronica,talla normal (n),2006-02-01,1,0,1,1,2,1,3
60202,BERMEJO,desnutricion cronica,talla normal (n),2006-02-01,4,2,6,3,10,5,15
71403,CARMEN RIVERO TORREZ,desnutricion cronica,talla normal (n),2006-02-01,47,37,30,27,77,64,141
40902,COIPASA,desnutricion cronica,talla normal (n),2006-02-01,1,3,2,1,3,4,7
40301,CORQUE,desnutricion cronica,talla normal (n),2006-02-01,3,0,1,2,4,2,6
40103,EL CHORO,desnutricion cronica,talla normal (n),2006-02-01,0,0,0,3,0,3,3
60502,EL PUENTE(TJA),desnutricion cronica,talla normal (n),2006-02-01,0,1,1,0,1,1,2
71002,GENERAL SAAVEDRA,desnutricion cronica,talla normal (n),2006-02-01,18,25,37,31,55,56,111
40701,HUANUNI,desnutricion cronica,talla normal (n),2006-02-01,13,14,9,9,22,23,45
80601,LORETO,desnutricion cronica,talla normal (n),2006-02-01,26,34,24,27,50,61,111
60201,PADCAYA,desnutricion cronica,talla normal (n),2006-02-01,2,0,2,0,4,0,4
70502,PAILON,desnutricion cronica,talla normal (n),2006-02-01,8,10,7,16,15,26,41
71402,PUERTO QUIJARRO,desnutricion cronica,talla normal (n),2006-02-01,84,64,50,19,134,83,217
80301,REYES,desnutricion cronica,talla normal (n),2006-02-01,84,104,67,48,151,152,303
30404,SACABAMBA,desnutricion cronica,talla normal (n),2006-02-01,15,20,14,23,29,43,72
80602,SAN ANDRES,desnutricion cronica,talla normal (n),2006-02-01,38,44,28,30,66,74,140
70501,SAN JOSE DE CHIQUITOS,desnutricion cronica,talla normal (n),2006-02-01,5,0,3,1,8,1,9
70404,SAN JUAN DE YAPACANI,desnutricion cronica,talla normal (n),2006-02-01,1,2,1,0,2,2,4
70101,SANTA CRUZ DE LA SIERRA,desnutricion cronica,talla normal (n),2006-02-01,663,625,449,334,1112,959,2071
30401,TARATA,desnutricion cronica,talla normal (n),2006-02-01,0,1,0,0,0,1,1
