codigo_municipio,municipio,grupo,variable,mes,hombres cantidad,mujeres cantidad,hombres total,mujeres total,total
70707,BOYUIBE,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
70702,CHARAGUA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,0,1,0,1,1
70704,CUEVO,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
80202,GUAYARAMERIN,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
70701,LAGUNILLAS,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,0,1,0,1,1
11003,MACHARETI,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
40101,ORURO,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
70502,PAILON,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
50101,POTOSI,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,3,0,3,0,3
80201,RIBERALTA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
80501,SAN IGNACIO,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
20606,TIPUANI,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,0,1,0,1,1
80101,TRINIDAD,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,1,0,1,0,1
70403,YAPACANI,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-01-01,0,1,0,1,1
50301,BETANZOS,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,0,1,0,1,1
70702,CHARAGUA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,1,0,1,0,1
90101,COBIJA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,2,0,2,0,2
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,1,0,1,0,1
80202,GUAYARAMERIN,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,1,0,1,0,1
40701,HUANUNI,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,1,0,1,0,1
20101,LA PAZ,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,0,1,0,1,1
31001,SACABA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,1,1,1,1,2
50801,TUPIZA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,1,0,1,0,1
60303,VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,1,0,1,0,1
31003,VILLA TUNARI,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-02-01,1,0,1,0,1
71501,ASCENCION DE GUARAYOS,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,1,0,1,0,1
10201,AZURDUY,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,0,1,0,1,1
51102,"CAIZA ""D""",mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,0,1,0,1,1
70706,CAMIRI,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,1,0,1,0,1
30701,CAPINOTA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,1,0,1,0,1
30101,COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,3,0,3,0,3
50901,"COLCHA ""K""",mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,0,1,0,1,1
50601,COTAGAITA,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,0,1,0,1,1
20105,EL ALTO,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,1,1,1,1,2
70105,EL TORNO,mortalidad institucional,muerte menor de 5 anos por diarrea,2004-03-01,0,1,0,1,1
