codigo_municipio,municipio,grupo,variable,mes,total
31204,CHIMORE,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,81.0
20405,ESCOMA,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,121.0
10103,POROMA,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,94.0
31205,PUERTO VILLARROEL,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,1.0
10601,TARABUCO,eventos - notificacion inmediata parte ii,inundacion,2016-02-01,5.0
80501,SAN IGNACIO,eventos - notificacion inmediata parte ii,inundacion,2016-03-01,642.0
80401,SANTA ANA,eventos - notificacion inmediata parte ii,inundacion,2016-03-01,15.0
80401,SANTA ANA,eventos - notificacion inmediata parte ii,inundacion,2016-04-01,15.0
10303,MOJOCOYA,eventos - notificacion inmediata parte ii,inundacion,2016-11-01,50.0
70104,LA GUARDIA,eventos - notificacion inmediata parte ii,inundacion,2016-12-01,243.0
