codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
10701,CAMARGO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,0,1,0,1,0,1
22001,CARANAVI,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,0,0,3,0,3,3
40201,CHALLAPATA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,1,0,0,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,0,1,0,1,0,1
30101,COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,9,1,0,0,9,1,10
31002,COLOMI,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,0,1,1,1,1,2
71301,COMARAPA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,1,0,0,0,1,1
10902,CULPINA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,2,0,0,0,2,2
20105,EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,3,3,7,3,10,6,16
11002,HUACAYA (VILLA DE HUACAYA),"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,0,1,0,1,0,1
20101,LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,7,5,5,4,12,9,21
50203,LLALLAGUA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,1,0,0,0,1,0,1
20103,MECAPACA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,0,1,0,1,0,1
90401,NACEBE (SANTA ROSA DEL ABUNA),"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,0,1,0,1,0,1
40101,ORURO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,4,3,4,0,8,3,11
60201,PADCAYA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,1,0,0,0,1,1
10401,PADILLA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2016-01-01,0,0,1,0,1,0,1
