codigo_municipio,municipio,grupo,variable,mes,hombres menores a 1 año,mujeres menores a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 14 años,mujeres de 5 a 14 años,hombres de 15 a 59 años,mujeres de 15 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
20201,ACHACACHI,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,0,0,2,0,2,0,2
30201,AIQUILE,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
31303,ALALAY,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,2,0,0,0,0,0,2,0,2
20202,ANCORAIMES,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
40603,ANTEQUERA,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,0,0,2,0,2,0,2
20701,APOLO,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,3,0,0,0,3,0,3
71501,ASCENCION DE GUARAYOS,clasificacion general sistemica,enfermedades tumorales,2002-01-01,1,0,0,0,0,0,0,0,0,0,1,0,1
50802,ATOCHA,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
20503,AUCAPATA,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,0,0,2,0,2,0,2
21203,BATALLAS,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
80802,BAURES,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,2,0,3,0,0,0,5,0,5
60202,BERMEJO,clasificacion general sistemica,enfermedades tumorales,2002-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
