codigo_municipio,municipio,grupo,variable,mes,total,TOTAL-M
51302,ACACIO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,4,4
20201,ACHACACHI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,10,10
30201,AIQUILE,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,4,4
41201,ANDAMARCA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
30402,ANZALDO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,2,2
30601,ARQUE,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,2,2
71501,ASCENCION DE GUARAYOS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,3,3
50802,ATOCHA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,4,4
10201,AZURDUY,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,2,2
21203,BATALLAS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,2,2
60202,BERMEJO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,3,3
50301,BETANZOS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,7,7
70707,BOYUIBE,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,2,2
70401,BUENA VISTA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,2,2
70703,CABEZAS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,2,2
20905,CAIROMA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
51102,"CAIZA ""D""",alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
21003,CAJUATA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
10701,CAMARGO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,4,4
70706,CAMIRI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,19,19
30701,CAPINOTA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,4,4
22001,CARANAVI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
50702,CARIPUYO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
40201,CHALLAPATA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,6,6
50302,CHAQUI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
70702,CHARAGUA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,4,4
50202,CHAYANTA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,5,5
30801,CLIZA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
90101,COBIJA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
30101,COCHABAMBA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,80,80
30905,COLCAPIRHUA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
31002,COLOMI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,3,3
21004,COLQUIRI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,2,2
21402,CORIPATA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,1,1
50601,COTAGAITA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,2,2
70102,COTOCA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2003-01-01,3,3
