codigo_municipio,municipio,grupo,variable,mes,hombres de 6 meses,mujeres,hombres de 6 meses a 1 año,mujeres de 6 meses a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 14 años,mujeres de 10 a 14 años,hombres de 15 a 19 años,mujeres de 15 a 19 años,hombres de 20 a 39 años,mujeres de 20 a 39 años,hombres de 40 a 49 años,mujeres de 40 a 49 años,hombres de 50 a 59 años,mujeres de 50 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
51302,ACACIO,inmunoprevenibles,varicela,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20201,ACHACACHI,inmunoprevenibles,varicela,2015-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3
30201,AIQUILE,inmunoprevenibles,varicela,2015-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
22002,ALTO BENI,inmunoprevenibles,varicela,2015-01-01,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,6
30402,ANZALDO,inmunoprevenibles,varicela,2015-01-01,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,4
20701,APOLO,inmunoprevenibles,varicela,2015-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
30601,ARQUE,inmunoprevenibles,varicela,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50802,ATOCHA,inmunoprevenibles,varicela,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
20502,AYATA,inmunoprevenibles,varicela,2015-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,3
10201,AZURDUY,inmunoprevenibles,varicela,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
80802,BAURES,inmunoprevenibles,varicela,2015-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,4
90104,BELLA FLOR,inmunoprevenibles,varicela,2015-01-01,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,4
