codigo_municipio,municipio,grupo,variable,mes,total,TOTAL-M
70702,CHARAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,6,6
30101,COCHABAMBA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,16,16
10502,HUACARETA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,1,1
11002,HUACAYA (VILLA DE HUACAYA),alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,2,2
50203,LLALLAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,30,30
11003,MACHARETI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,3,3
10501,MONTEAGUDO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,31,31
50404,OCURI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,1,1
80501,SAN IGNACIO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,2,2
70101,SANTA CRUZ DE LA SIERRA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,2,2
10101,SUCRE,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,1,1
10801,VILLA SERRANO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,1,1
11001,VILLA VACA GUZMAN (MUYUPAMPA),alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-01-01,9,9
31002,COLOMI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-02-01,1,1
50203,LLALLAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-02-01,21,21
10501,MONTEAGUDO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-02-01,17,17
30302,MOROCHATA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-02-01,1,1
30901,QUILLACOLLO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-02-01,9,9
50201,UNCIA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-02-01,1,1
10801,VILLA SERRANO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-02-01,3,3
30101,COCHABAMBA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-03-01,26,26
31002,COLOMI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-03-01,2,2
50203,LLALLAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-03-01,49,49
30302,MOROCHATA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-03-01,4,4
50404,OCURI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-03-01,1,1
70301,SAN IGNACIO DE VELASCO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-03-01,1,1
50102,TINGUIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-03-01,3,3
10801,VILLA SERRANO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-03-01,2,2
50203,LLALLAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-04-01,23,23
80501,SAN IGNACIO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-04-01,2,2
70301,SAN IGNACIO DE VELASCO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-04-01,2,2
10801,VILLA SERRANO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-04-01,9,9
11001,VILLA VACA GUZMAN (MUYUPAMPA),alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-04-01,4,4
20201,ACHACACHI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-05-01,2,2
50203,LLALLAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-05-01,21,21
50102,TINGUIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-05-01,6,6
50201,UNCIA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-05-01,2,2
10801,VILLA SERRANO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-05-01,1,1
30101,COCHABAMBA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-06-01,2,2
50601,COTAGAITA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-06-01,1,1
50203,LLALLAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-06-01,30,30
80501,SAN IGNACIO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-06-01,3,3
60101,TARIJA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-06-01,4,4
50102,TINGUIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-06-01,6,6
10801,VILLA SERRANO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-06-01,2,2
20201,ACHACACHI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-07-01,1,1
50601,COTAGAITA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-07-01,2,2
50203,LLALLAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-07-01,37,37
80501,SAN IGNACIO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-07-01,1,1
50102,TINGUIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-07-01,7,7
10801,VILLA SERRANO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-07-01,3,3
50203,LLALLAGUA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-08-01,37,37
80501,SAN IGNACIO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-08-01,4,4
70301,SAN IGNACIO DE VELASCO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-08-01,1,1
50102,TINGUIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-08-01,10,10
50201,UNCIA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-08-01,1,1
30101,COCHABAMBA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-09-01,2,2
31001,SACABA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-09-01,3,3
70301,SAN IGNACIO DE VELASCO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-09-01,2,2
50102,TINGUIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-09-01,10,10
60301,YACUIBA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-09-01,1,1
10101,SUCRE,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-10-01,3,3
50102,TINGUIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-10-01,7,7
50102,TINGUIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-11-01,7,7
30901,QUILLACOLLO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-12-01,99,99
50102,TINGUIPAYA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2003-12-01,9,9
