codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,hombres total.1,mujeres total.1,total
51302,ACACIO,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,1,41,1,41,42
20201,ACHACACHI,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,9,0,9,9
20104,ACHOCALLA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,3,0,3,3
30201,AIQUILE,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,6,8,6,8,14
31303,ALALAY,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,5,0,5,0,5
10404,ALCALA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,10,0,10,10
20202,ANCORAIMES,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,22,0,22,22
20701,APOLO,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,3,1,3,1,4
51301,ARAMPAMPA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,3,0,3,3
30501,ARANI,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,31,0,31,31
71501,ASCENCION DE GUARAYOS,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,5,0,5,5
50802,ATOCHA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,2,0,2,2
20503,AUCAPATA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,1,0,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,27,0,27,27
10201,AZURDUY,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,39,0,39,39
21203,BATALLAS,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,2,0,2,2
80802,BAURES,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,4,0,4,4
41202,BELEN DE ANDAMARCA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,1,0,1,1
50104,BELEN DE URMIRI,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,2,0,2,0,2
90104,BELLA FLOR,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,4,0,4,4
60202,BERMEJO,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,19,0,19,19
50301,BETANZOS,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,13,173,13,173,186
31501,BOLIVAR,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,14,0,14,14
70707,BOYUIBE,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,1,0,1,1
70703,CABEZAS,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,14,14,14,14,28
20905,CAIROMA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,6,5,6,5,11
51102,"CAIZA ""D""",estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,12,0,12,12
21003,CAJUATA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,11,0,11,11
20303,CALACOTO,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,1,0,1,1
21304,CALAMARCA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,8,0,8,8
10701,CAMARGO,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,26,0,26,26
70706,CAMIRI,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,1,80,1,80,81
30701,CAPINOTA,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,5,15,5,15,20
20302,CAQUIAVIRI,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,2,0,2,2
40102,CARACOLLO,estado nutricional en menores de 5 anos,clasificacion e,2001-01-01,0,15,0,15,15
