codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
71501,ASCENCION DE GUARAYOS,mortalidad,muerte  menor de 5 anos por diarrea,2010-01-01,1,0,0,0,1,0,1
60202,BERMEJO,mortalidad,muerte  menor de 5 anos por diarrea,2010-01-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad,muerte  menor de 5 anos por diarrea,2010-01-01,0,1,0,1,0,2,2
20105,EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2010-01-01,1,0,0,0,1,0,1
40101,ORURO,mortalidad,muerte  menor de 5 anos por diarrea,2010-01-01,1,0,1,0,2,0,2
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte  menor de 5 anos por diarrea,2010-01-01,1,0,0,0,1,0,1
10101,SUCRE,mortalidad,muerte  menor de 5 anos por diarrea,2010-01-01,1,0,1,0,2,0,2
20608,TEOPONTE,mortalidad,muerte  menor de 5 anos por diarrea,2010-01-01,0,0,0,1,0,1,1
30101,COCHABAMBA,mortalidad,muerte  menor de 5 anos por diarrea,2010-02-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2010-02-01,0,0,1,1,1,1,2
20602,GUANAY,mortalidad,muerte  menor de 5 anos por diarrea,2010-02-01,0,0,0,1,0,1,1
21105,LA ASUNTA,mortalidad,muerte  menor de 5 anos por diarrea,2010-02-01,0,0,0,1,0,1,1
31205,PUERTO VILLARROEL,mortalidad,muerte  menor de 5 anos por diarrea,2010-02-01,0,0,1,0,1,0,1
80201,RIBERALTA,mortalidad,muerte  menor de 5 anos por diarrea,2010-02-01,0,1,0,0,0,1,1
70503,ROBORE,mortalidad,muerte  menor de 5 anos por diarrea,2010-02-01,0,0,0,1,0,1,1
70602,SANTA ROSA DEL SARA,mortalidad,muerte  menor de 5 anos por diarrea,2010-02-01,0,1,0,0,0,1,1
31003,VILLA TUNARI,mortalidad,muerte  menor de 5 anos por diarrea,2010-02-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2010-03-01,1,0,0,2,1,2,3
20101,LA PAZ,mortalidad,muerte  menor de 5 anos por diarrea,2010-03-01,2,0,0,0,2,0,2
40101,ORURO,mortalidad,muerte  menor de 5 anos por diarrea,2010-03-01,1,1,0,0,1,1,2
70503,ROBORE,mortalidad,muerte  menor de 5 anos por diarrea,2010-03-01,1,0,0,0,1,0,1
31001,SACABA,mortalidad,muerte  menor de 5 anos por diarrea,2010-03-01,1,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte  menor de 5 anos por diarrea,2010-03-01,0,1,0,1,0,2,2
60101,TARIJA,mortalidad,muerte  menor de 5 anos por diarrea,2010-03-01,0,1,0,0,0,1,1
80101,TRINIDAD,mortalidad,muerte  menor de 5 anos por diarrea,2010-03-01,2,0,0,0,2,0,2
31206,ENTRE RIOS CBBA,mortalidad,muerte  menor de 5 anos por diarrea,2010-04-01,0,0,1,0,1,0,1
70104,LA GUARDIA,mortalidad,muerte  menor de 5 anos por diarrea,2010-04-01,0,0,1,0,1,0,1
