codigo_municipio,municipio,grupo,variable,mes,menores a 1 año,de 1 a 4 años,de 5 a 14 años,de 15 a 59 años,de 60 y más años,total
30101,COCHABAMBA,sospecha diagnostica,sida hombres,2003-01-01,0.0,0.0,0.0,1.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,sida hombres,2003-01-01,0.0,0.0,0.0,1.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,sida hombres,2003-02-01,0.0,0.0,0.0,2.0,0.0,2.0
20101,LA PAZ,sospecha diagnostica,sida hombres,2003-02-01,0.0,0.0,0.0,1.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,sida hombres,2003-03-01,0.0,0.0,0.0,1.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,sida hombres,2003-03-01,0.0,0.0,0.0,1.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,sida hombres,2003-06-01,0.0,0.0,0.0,1.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,sida hombres,2003-07-01,0.0,0.0,0.0,2.0,0.0,2.0
20101,LA PAZ,sospecha diagnostica,sida hombres,2003-07-01,0.0,0.0,0.0,1.0,0.0,1.0
20101,LA PAZ,sospecha diagnostica,sida hombres,2003-08-01,0.0,0.0,0.0,1.0,0.0,1.0
90101,COBIJA,sospecha diagnostica,sida hombres,2003-10-01,0.0,0.0,0.0,1.0,0.0,1.0
30101,COCHABAMBA,sospecha diagnostica,sida hombres,2003-10-01,0.0,0.0,1.0,2.0,0.0,3.0
20101,LA PAZ,sospecha diagnostica,sida hombres,2003-10-01,0.0,0.0,0.0,2.0,0.0,2.0
30101,COCHABAMBA,sospecha diagnostica,sida hombres,2003-12-01,0.0,0.0,0.0,2.0,0.0,2.0
10501,MONTEAGUDO,sospecha diagnostica,sida hombres,2003-12-01,0.0,0.0,0.0,1.0,0.0,1.0
