codigo_municipio,municipio,grupo,variable,mes,Cantidad,TOTAL-M
30201,AIQUILE,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,2,2
41201,ANDAMARCA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
30601,ARQUE,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
50802,ATOCHA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,3,3
10201,AZURDUY,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,3,3
50301,BETANZOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,4,4
70706,CAMIRI,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,5,5
40102,CARACOLLO,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,2,2
22001,CARANAVI,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
30801,CLIZA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
90101,COBIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,4,4
30101,COCHABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,48,48
31002,COLOMI,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
21004,COLQUIRI,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,2,2
71101,CONCEPCION,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,3,3
21701,COPACABANA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
70102,COTOCA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,3,3
10902,CULPINA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,3,3
40401,CURAHUARA DE CARANGAS,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
20105,EL ALTO,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,14,14
20602,GUANAY,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,2,2
20101,LA PAZ,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
21202,LAJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
20901,LURIBAY,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
71003,MINEROS,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,3,3
71001,MONTERO,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,4,4
40101,ORURO,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,4,4
21104,PALOS BLANCOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
21305,PATACAMAYA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,4,4
40602,PAZÑA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
40601,POOPO,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
50101,POTOSI,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,55,55
21201,PUCARANI,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
20401,PUERTO ACOSTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,2,2
31205,PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,16,16
80201,RIBERALTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
40801,SALINAS DE GARCI MENDOZA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
70402,SAN CARLOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
70302,SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,4,4
30902,SIPE SIPE,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,3,3
10101,SUCRE,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,5,5
10601,TARABUCO,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
60101,TARIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,13,13
20803,TIAWANACU,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
50102,TINGUIPAYA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
20606,TIPUANI,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,1,1
31601,TIRAQUE (CBBA),salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,4,4
80101,TRINIDAD,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,5,5
50801,TUPIZA,salud sexual y reproductiva,hemorragia del parto o puerperio,2004-01-01,2,2
