codigo_municipio,municipio,grupo,variable,mes,cantidad,mujeres total
20201,ACHACACHI,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,5,5
30403,ARBIETO,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
50802,ATOCHA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
10201,AZURDUY,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
50301,BETANZOS,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,4,4
70401,BUENA VISTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
70706,CAMIRI,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,2,2
22001,CARANAVI,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
40201,CHALLAPATA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,2,2
50202,CHAYANTA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
20501,CHUMA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
90101,COBIJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,7,7
30101,COCHABAMBA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,3,3
21402,CORIPATA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,2,2
70102,COTOCA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
20105,EL ALTO,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,14,14
60502,EL PUENTE(TJA),salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
20602,GUANAY,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
40701,HUANUNI,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
21102,IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
20101,LA PAZ,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,5,5
21202,LAJA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
50203,LLALLAGUA,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,2,2
71003,MINEROS,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,1,1
31301,MIZQUE,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,4,4
10501,MONTEAGUDO,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,2,2
71001,MONTERO,salud sexual y reproductiva,hemorragia del parto o puerperio,2005-01-01,18,18
