codigo_municipio,municipio,grupo,variable,mes,TOTAL-M
20201,ACHACACHI,intoxicaciones,organosfosforados,2002-01-01,6
20202,ANCORAIMES,intoxicaciones,organosfosforados,2002-01-01,3
50802,ATOCHA,intoxicaciones,organosfosforados,2002-01-01,1
30301,AYOPAYA (V. DE INDEPENDENCIA),intoxicaciones,organosfosforados,2002-01-01,2
60202,BERMEJO,intoxicaciones,organosfosforados,2002-01-01,3
10901,CAMATAQUI (C. VILLA ABECIA),intoxicaciones,organosfosforados,2002-01-01,1
70706,CAMIRI,intoxicaciones,organosfosforados,2002-01-01,2
40201,CHALLAPATA,intoxicaciones,organosfosforados,2002-01-01,1
90101,COBIJA,intoxicaciones,organosfosforados,2002-01-01,3
30101,COCHABAMBA,intoxicaciones,organosfosforados,2002-01-01,7
31002,COLOMI,intoxicaciones,organosfosforados,2002-01-01,2
70102,COTOCA,intoxicaciones,organosfosforados,2002-01-01,3
31405,CUCHUMUELA (V. G. VILLARROEL),intoxicaciones,organosfosforados,2002-01-01,1
20105,EL ALTO,intoxicaciones,organosfosforados,2002-01-01,32
70105,EL TORNO,intoxicaciones,organosfosforados,2002-01-01,3
60601,ENTRE RIOS,intoxicaciones,organosfosforados,2002-01-01,1
40701,HUANUNI,intoxicaciones,organosfosforados,2002-01-01,2
10703,INCAHUASI,intoxicaciones,organosfosforados,2002-01-01,1
21105,LA ASUNTA,intoxicaciones,organosfosforados,2002-01-01,4
20101,LA PAZ,intoxicaciones,organosfosforados,2002-01-01,46
70903,MAIRANA,intoxicaciones,organosfosforados,2002-01-01,1
71003,MINEROS,intoxicaciones,organosfosforados,2002-01-01,2
31301,MIZQUE,intoxicaciones,organosfosforados,2002-01-01,2
71001,MONTERO,intoxicaciones,organosfosforados,2002-01-01,5
40101,ORURO,intoxicaciones,organosfosforados,2002-01-01,5
10401,PADILLA,intoxicaciones,organosfosforados,2002-01-01,2
21305,PATACAMAYA,intoxicaciones,organosfosforados,2002-01-01,2
50101,POTOSI,intoxicaciones,organosfosforados,2002-01-01,5
20403,PUERTO CARABUCO,intoxicaciones,organosfosforados,2002-01-01,1
31205,PUERTO VILLARROEL,intoxicaciones,organosfosforados,2002-01-01,4
70503,ROBORE,intoxicaciones,organosfosforados,2002-01-01,1
31001,SACABA,intoxicaciones,organosfosforados,2002-01-01,2
