codigo_municipio,municipio,grupo,variable,mes,totales_dentro,totales-1_fuera,totales-2_total
30302,MOROCHATA,mortalidad materna,muerte materna confirmada,2020-01-01,0.0,1.0,1.0
51103,CKOCHAS,mortalidad materna,muerte materna confirmada,2020-03-01,0.0,1.0,1.0
50501,SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna confirmada,2020-03-01,0.0,1.0,1.0
31501,BOLIVAR,mortalidad materna,muerte materna confirmada,2020-04-01,0.0,1.0,1.0
31302,VILA VILA,mortalidad materna,muerte materna confirmada,2020-04-01,0.0,1.0,1.0
50501,SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna confirmada,2020-05-01,0.0,1.0,1.0
70702,CHARAGUA,mortalidad materna,muerte materna confirmada,2020-06-01,1.0,0.0,1.0
40903,CHIPAYA,mortalidad materna,muerte materna confirmada,2020-07-01,0.0,1.0,1.0
30905,COLCAPIRHUA,mortalidad materna,muerte materna confirmada,2020-07-01,0.0,1.0,1.0
31304,RAQAYPAMPA(ETA),mortalidad materna,muerte materna confirmada,2020-07-01,0.0,1.0,1.0
70301,SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna confirmada,2020-07-01,0.0,1.0,1.0
30902,SIPE SIPE,mortalidad materna,muerte materna confirmada,2020-07-01,1.0,0.0,1.0
31203,POCONA,mortalidad materna,muerte materna confirmada,2020-08-01,0.0,1.0,1.0
10302,PRESTO,mortalidad materna,muerte materna confirmada,2020-08-01,1.0,0.0,1.0
40102,CARACOLLO,mortalidad materna,muerte materna confirmada,2020-10-01,0.0,1.0,1.0
40102,CARACOLLO,mortalidad materna,muerte materna confirmada,2020-12-01,0.0,1.0,1.0
21602,CURVA,mortalidad materna,muerte materna confirmada,2020-12-01,0.0,1.0,1.0
20702,PELECHUCO,mortalidad materna,muerte materna confirmada,2020-12-01,1.0,0.0,1.0
31101,TAPACARI,mortalidad materna,muerte materna confirmada,2020-12-01,0.0,1.0,1.0
