codigo_municipio,municipio,grupo,variable,mes,menores a 1 año,de 1 a 4 años,de 5 a 9 años,de 10 a 20 años,de 21 a 59 años,de 60 y más años,total
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-01-01,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-02-01,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-03-01,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-04-01,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-05-01,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-06-01,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-07-01,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-08-01,0,0,0,0,0,0,0
60101,TARIJA,sospecha diagnostica,meningitis meningococica,2011-08-01,0,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-09-01,0,0,0,0,0,0,0
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-10-01,0,0,0,0,0,0,0
10101,SUCRE,sospecha diagnostica,meningitis meningococica,2011-10-01,1,0,0,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-11-01,0,0,0,0,0,0,0
20101,LA PAZ,sospecha diagnostica,meningitis meningococica,2011-12-01,0,0,1,0,0,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,meningitis meningococica,2011-12-01,0,0,0,0,0,0,0
10101,SUCRE,sospecha diagnostica,meningitis meningococica,2011-12-01,0,0,0,0,1,0,1
