codigo_municipio,municipio,grupo,variable,mes,total-H,total-M,TOTAL-H1,TOTAL-M1,TOTAL
51302,ACACIO,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,29,0,29,29
20201,ACHACACHI,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,2,0,2,2
20104,ACHOCALLA,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,1,0,1,1
30201,AIQUILE,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,2,0,2,2
31303,ALALAY,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,1,0,1,0,1
10404,ALCALA,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,5,0,5,5
20202,ANCORAIMES,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,3,0,3,3
30402,ANZALDO,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,4,0,4,4
51301,ARAMPAMPA,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,3,0,3,3
30501,ARANI,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,4,0,4,4
30601,ARQUE,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,5,0,5,0,5
20502,AYATA,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,1,0,1,0,1
21303,AYO AYO,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,1,0,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,5,2,5,2,7
10201,AZURDUY,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,1,7,1,7,8
21203,BATALLAS,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,1,0,1,1
80802,BAURES,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,3,0,3,3
50301,BETANZOS,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,27,0,27,27
31501,BOLIVAR,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,8,5,8,5,13
70707,BOYUIBE,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,0,4,0,4,4
70401,BUENA VISTA,estado nutricional en menores de 5 anos,clasificacion f,2002-01-01,3,1,3,1,4
