codigo_municipio,municipio,grupo,variable,mes,total,mujeres total
51302,ACACIO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,3,3
20201,ACHACACHI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,15,15
20202,ANCORAIMES,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,3,3
41201,ANDAMARCA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
20701,APOLO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
30403,ARBIETO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
71501,ASCENCION DE GUARAYOS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,5,5
50802,ATOCHA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
21303,AYO AYO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
10201,AZURDUY,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
21203,BATALLAS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
90104,BELLA FLOR,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
60202,BERMEJO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,10,10
50301,BETANZOS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
70703,CABEZAS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,8,8
21304,CALAMARCA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
10701,CAMARGO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,8,8
70706,CAMIRI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,8,8
30701,CAPINOTA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,3,3
20302,CAQUIAVIRI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
40102,CARACOLLO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,5,5
40201,CHALLAPATA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,4,4
70702,CHARAGUA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
20501,CHUMA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
30801,CLIZA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,6,6
30101,COCHABAMBA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,113,113
50901,"COLCHA ""K""",alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
21307,COLLANA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
31002,COLOMI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,3,3
50401,COLQUECHACA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
21306,COLQUENCHA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,3,3
21004,COLQUIRI,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
71301,COMARAPA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,3,3
71101,CONCEPCION,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,3,3
21701,COPACABANA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
70102,COTOCA,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
20804,DESAGUADERO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
20105,EL ALTO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,90,90
70105,EL TORNO,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,3,3
60601,ENTRE RIOS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
41101,EUCALIPTUS,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,3,3
80402,EXALTACION,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,1,1
21601,GRAL. J.J. PEREZ (CHARAZANI),alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
80202,GUAYARAMERIN,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,5,5
70705,GUTIERREZ,alto riesgo obstetrico,parto de mujer anosa (mayor de 35 anos),2002-01-01,2,2
