codigo_municipio,municipio,grupo,variable,mes,a-de-6-meses_masculino,a-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
60202,BERMEJO,inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
30101,COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
20105,EL ALTO,inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,3,4,7
80202,GUAYARAMERIN,inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
21102,IRUPANA (VILLA DE LANZA),inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20101,LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3
10501,MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
71001,MONTERO,inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
40101,ORURO,inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3
31401,PUNATA,inmunoprevenibles,hepatitis viral b o c*,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
