codigo_municipio,municipio,grupo,variable,mes,Cantidad,TOTAL
20201,ACHACACHI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,7,7
30201,AIQUILE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,10,10
31303,ALALAY,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,1,1
22002,ALTO BENI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,3,3
20202,ANCORAIMES,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,6,6
20701,APOLO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,9,9
30501,ARANI,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,10,10
30403,ARBIETO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,2,2
30601,ARQUE,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,1,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,87,87
50802,ATOCHA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,6,6
30301,AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,12,12
41202,BELEN DE ANDAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,1,1
50301,BETANZOS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,8,8
90103,BOLPEBRA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,2,2
70401,BUENA VISTA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,7,7
70703,CABEZAS,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,20,20
51102,"CAIZA ""D""",salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,2,2
21003,CAJUATA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,14,14
20303,CALACOTO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,1,1
21304,CALAMARCA,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,2,2
10701,CAMARGO,salud sexual y reproductiva,embarazo en adolescente (< de 20 anos),2014-01-01,3,3
