codigo_municipio,municipio,grupo,variable,mes,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
31403,SAN BENITO,desnutricion cronica,talla baja leve (l),2005-01-01,0,0,4,1,4,1,5
10303,MOJOCOYA,desnutricion cronica,talla baja leve (l),2005-02-01,0,0,0,11,0,11,11
31403,SAN BENITO,desnutricion cronica,talla baja leve (l),2005-02-01,0,1,1,0,1,1,2
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion cronica,talla baja leve (l),2005-03-01,3,2,4,4,7,6,13
10304,ICLA,desnutricion cronica,talla baja leve (l),2005-03-01,1,2,0,0,1,2,3
30202,PASORAPA,desnutricion cronica,talla baja leve (l),2005-03-01,0,1,0,1,0,2,2
31403,SAN BENITO,desnutricion cronica,talla baja leve (l),2005-03-01,2,0,0,2,2,2,4
60101,TARIJA,desnutricion cronica,talla baja leve (l),2005-03-01,1,2,1,0,2,2,4
31402,VILLA RIVERO,desnutricion cronica,talla baja leve (l),2005-03-01,1,1,0,0,1,1,2
30201,AIQUILE,desnutricion cronica,talla baja leve (l),2005-04-01,1,0,0,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion cronica,talla baja leve (l),2005-04-01,31,24,17,25,48,49,97
30801,CLIZA,desnutricion cronica,talla baja leve (l),2005-04-01,0,2,0,1,0,3,3
60502,EL PUENTE(TJA),desnutricion cronica,talla baja leve (l),2005-04-01,1,0,0,1,1,1,2
30404,SACABAMBA,desnutricion cronica,talla baja leve (l),2005-04-01,1,3,2,3,3,6,9
60101,TARIJA,desnutricion cronica,talla baja leve (l),2005-04-01,0,0,0,1,0,1,1
31601,TIRAQUE (CBBA),desnutricion cronica,talla baja leve (l),2005-04-01,0,1,0,0,0,1,1
70403,YAPACANI,desnutricion cronica,talla baja leve (l),2005-04-01,8,0,0,0,8,0,8
60402,YUNCHARA,desnutricion cronica,talla baja leve (l),2005-04-01,4,3,24,4,28,7,35
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion cronica,talla baja leve (l),2005-05-01,37,43,24,34,61,77,138
41202,BELEN DE ANDAMARCA,desnutricion cronica,talla baja leve (l),2005-05-01,0,0,0,1,0,1,1
60202,BERMEJO,desnutricion cronica,talla baja leve (l),2005-05-01,1,6,1,14,2,20,22
60302,CARAPARI,desnutricion cronica,talla baja leve (l),2005-05-01,0,0,2,1,2,1,3
60502,EL PUENTE(TJA),desnutricion cronica,talla baja leve (l),2005-05-01,0,0,4,4,4,4,8
71002,GENERAL SAAVEDRA,desnutricion cronica,talla baja leve (l),2005-05-01,0,0,8,8,8,8,16
80202,GUAYARAMERIN,desnutricion cronica,talla baja leve (l),2005-05-01,0,0,1,1,1,1,2
30202,PASORAPA,desnutricion cronica,talla baja leve (l),2005-05-01,1,0,0,1,1,1,2
90102,PORVENIR,desnutricion cronica,talla baja leve (l),2005-05-01,2,0,2,1,4,1,5
31401,PUNATA,desnutricion cronica,talla baja leve (l),2005-05-01,15,12,7,8,22,20,42
80201,RIBERALTA,desnutricion cronica,talla baja leve (l),2005-05-01,16,16,4,5,20,21,41
80602,SAN ANDRES,desnutricion cronica,talla baja leve (l),2005-05-01,1,2,0,0,1,2,3
80102,SAN JAVIER(BNI),desnutricion cronica,talla baja leve (l),2005-05-01,2,1,0,0,2,1,3
90202,SAN PEDRO(PND),desnutricion cronica,talla baja leve (l),2005-05-01,3,1,1,2,4,3,7
30702,SANTIVAÑES,desnutricion cronica,talla baja leve (l),2005-05-01,0,0,1,1,1,1,2
60101,TARIJA,desnutricion cronica,talla baja leve (l),2005-05-01,5,6,3,3,8,9,17
41301,TOTORA(ORR),desnutricion cronica,talla baja leve (l),2005-05-01,0,0,2,0,2,0,2
80101,TRINIDAD,desnutricion cronica,talla baja leve (l),2005-05-01,12,15,1,5,13,20,33
40402,TURCO,desnutricion cronica,talla baja leve (l),2005-05-01,0,0,1,2,1,2,3
60301,YACUIBA,desnutricion cronica,talla baja leve (l),2005-05-01,1,6,3,3,4,9,13
40603,ANTEQUERA,desnutricion cronica,talla baja leve (l),2005-06-01,6,8,1,5,7,13,20
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion cronica,talla baja leve (l),2005-06-01,7,6,2,5,9,11,20
60202,BERMEJO,desnutricion cronica,talla baja leve (l),2005-06-01,5,6,11,16,16,22,38
70102,COTOCA,desnutricion cronica,talla baja leve (l),2005-06-01,50,52,8,7,58,59,117
