codigo_municipio,municipio,grupo,variable,mes,TOTAL-M
20201,ACHACACHI,intoxicaciones,alimentos (brotes),2003-01-01,1
30402,ANZALDO,intoxicaciones,alimentos (brotes),2003-01-01,1
50802,ATOCHA,intoxicaciones,alimentos (brotes),2003-01-01,1
21303,AYO AYO,intoxicaciones,alimentos (brotes),2003-01-01,3
21203,BATALLAS,intoxicaciones,alimentos (brotes),2003-01-01,1
60202,BERMEJO,intoxicaciones,alimentos (brotes),2003-01-01,1
10701,CAMARGO,intoxicaciones,alimentos (brotes),2003-01-01,9
70706,CAMIRI,intoxicaciones,alimentos (brotes),2003-01-01,6
22001,CARANAVI,intoxicaciones,alimentos (brotes),2003-01-01,1
40201,CHALLAPATA,intoxicaciones,alimentos (brotes),2003-01-01,3
31204,CHIMORE,intoxicaciones,alimentos (brotes),2003-01-01,1
90101,COBIJA,intoxicaciones,alimentos (brotes),2003-01-01,3
30101,COCHABAMBA,intoxicaciones,alimentos (brotes),2003-01-01,21
71301,COMARAPA,intoxicaciones,alimentos (brotes),2003-01-01,3
21401,COROICO,intoxicaciones,alimentos (brotes),2003-01-01,2
20105,EL ALTO,intoxicaciones,alimentos (brotes),2003-01-01,20
70105,EL TORNO,intoxicaciones,alimentos (brotes),2003-01-01,4
90203,FILADELFIA,intoxicaciones,alimentos (brotes),2003-01-01,2
80202,GUAYARAMERIN,intoxicaciones,alimentos (brotes),2003-01-01,2
70705,GUTIERREZ,intoxicaciones,alimentos (brotes),2003-01-01,3
40701,HUANUNI,intoxicaciones,alimentos (brotes),2003-01-01,1
70104,LA GUARDIA,intoxicaciones,alimentos (brotes),2003-01-01,3
20101,LA PAZ,intoxicaciones,alimentos (brotes),2003-01-01,29
10903,LAS CARRERAS,intoxicaciones,alimentos (brotes),2003-01-01,5
50203,LLALLAGUA,intoxicaciones,alimentos (brotes),2003-01-01,1
20901,LURIBAY,intoxicaciones,alimentos (brotes),2003-01-01,1
71003,MINEROS,intoxicaciones,alimentos (brotes),2003-01-01,1
31301,MIZQUE,intoxicaciones,alimentos (brotes),2003-01-01,1
71001,MONTERO,intoxicaciones,alimentos (brotes),2003-01-01,24
40101,ORURO,intoxicaciones,alimentos (brotes),2003-01-01,14
70502,PAILON,intoxicaciones,alimentos (brotes),2003-01-01,4
21104,PALOS BLANCOS,intoxicaciones,alimentos (brotes),2003-01-01,1
21305,PATACAMAYA,intoxicaciones,alimentos (brotes),2003-01-01,1
31203,POCONA,intoxicaciones,alimentos (brotes),2003-01-01,3
70601,PORTACHUELO,intoxicaciones,alimentos (brotes),2003-01-01,4
50101,POTOSI,intoxicaciones,alimentos (brotes),2003-01-01,2
71401,PUERTO SUAREZ,intoxicaciones,alimentos (brotes),2003-01-01,5
30901,QUILLACOLLO,intoxicaciones,alimentos (brotes),2003-01-01,4
70904,QUIRUSILLAS,intoxicaciones,alimentos (brotes),2003-01-01,3
80304,RURRENABAQUE,intoxicaciones,alimentos (brotes),2003-01-01,1
70901,SAMAIPATA,intoxicaciones,alimentos (brotes),2003-01-01,1
80302,SAN BORJA,intoxicaciones,alimentos (brotes),2003-01-01,4
70301,SAN IGNACIO DE VELASCO,intoxicaciones,alimentos (brotes),2003-01-01,9
71102,SAN JAVIER(STC),intoxicaciones,alimentos (brotes),2003-01-01,2
71104,SAN JULIAN,intoxicaciones,alimentos (brotes),2003-01-01,2
60501,SAN LORENZO(TJA),intoxicaciones,alimentos (brotes),2003-01-01,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,alimentos (brotes),2003-01-01,48
70602,SANTA ROSA DEL SARA,intoxicaciones,alimentos (brotes),2003-01-01,7
10101,SUCRE,intoxicaciones,alimentos (brotes),2003-01-01,39
20603,TACACOMA,intoxicaciones,alimentos (brotes),2003-01-01,2
30401,TARATA,intoxicaciones,alimentos (brotes),2003-01-01,1
60101,TARIJA,intoxicaciones,alimentos (brotes),2003-01-01,13
20803,TIAWANACU,intoxicaciones,alimentos (brotes),2003-01-01,1
30903,TIQUIPAYA,intoxicaciones,alimentos (brotes),2003-01-01,1
80101,TRINIDAD,intoxicaciones,alimentos (brotes),2003-01-01,3
50801,TUPIZA,intoxicaciones,alimentos (brotes),2003-01-01,6
20801,VIACHA,intoxicaciones,alimentos (brotes),2003-01-01,7
31003,VILLA TUNARI,intoxicaciones,alimentos (brotes),2003-01-01,2
51501,VILLAZON,intoxicaciones,alimentos (brotes),2003-01-01,4
60301,YACUIBA,intoxicaciones,alimentos (brotes),2003-01-01,5
21103,YANACACHI,intoxicaciones,alimentos (brotes),2003-01-01,1
21203,BATALLAS,intoxicaciones,alimentos (brotes),2003-02-01,1
70706,CAMIRI,intoxicaciones,alimentos (brotes),2003-02-01,3
22001,CARANAVI,intoxicaciones,alimentos (brotes),2003-02-01,2
40201,CHALLAPATA,intoxicaciones,alimentos (brotes),2003-02-01,1
31204,CHIMORE,intoxicaciones,alimentos (brotes),2003-02-01,1
90101,COBIJA,intoxicaciones,alimentos (brotes),2003-02-01,2
30101,COCHABAMBA,intoxicaciones,alimentos (brotes),2003-02-01,13
21701,COPACABANA,intoxicaciones,alimentos (brotes),2003-02-01,1
21401,COROICO,intoxicaciones,alimentos (brotes),2003-02-01,2
20105,EL ALTO,intoxicaciones,alimentos (brotes),2003-02-01,17
70105,EL TORNO,intoxicaciones,alimentos (brotes),2003-02-01,2
60601,ENTRE RIOS,intoxicaciones,alimentos (brotes),2003-02-01,2
80202,GUAYARAMERIN,intoxicaciones,alimentos (brotes),2003-02-01,2
40701,HUANUNI,intoxicaciones,alimentos (brotes),2003-02-01,1
21102,IRUPANA (VILLA DE LANZA),intoxicaciones,alimentos (brotes),2003-02-01,1
70104,LA GUARDIA,intoxicaciones,alimentos (brotes),2003-02-01,2
20101,LA PAZ,intoxicaciones,alimentos (brotes),2003-02-01,35
50203,LLALLAGUA,intoxicaciones,alimentos (brotes),2003-02-01,2
71003,MINEROS,intoxicaciones,alimentos (brotes),2003-02-01,1
10501,MONTEAGUDO,intoxicaciones,alimentos (brotes),2003-02-01,1
71001,MONTERO,intoxicaciones,alimentos (brotes),2003-02-01,17
40101,ORURO,intoxicaciones,alimentos (brotes),2003-02-01,17
21305,PATACAMAYA,intoxicaciones,alimentos (brotes),2003-02-01,4
31202,POJO (CBBA),intoxicaciones,alimentos (brotes),2003-02-01,1
70601,PORTACHUELO,intoxicaciones,alimentos (brotes),2003-02-01,1
70804,POSTRER VALLE,intoxicaciones,alimentos (brotes),2003-02-01,3
50101,POTOSI,intoxicaciones,alimentos (brotes),2003-02-01,2
71401,PUERTO SUAREZ,intoxicaciones,alimentos (brotes),2003-02-01,3
31205,PUERTO VILLARROEL,intoxicaciones,alimentos (brotes),2003-02-01,1
30901,QUILLACOLLO,intoxicaciones,alimentos (brotes),2003-02-01,6
70904,QUIRUSILLAS,intoxicaciones,alimentos (brotes),2003-02-01,4
31001,SACABA,intoxicaciones,alimentos (brotes),2003-02-01,1
70901,SAMAIPATA,intoxicaciones,alimentos (brotes),2003-02-01,2
70301,SAN IGNACIO DE VELASCO,intoxicaciones,alimentos (brotes),2003-02-01,1
71102,SAN JAVIER(STC),intoxicaciones,alimentos (brotes),2003-02-01,1
71104,SAN JULIAN,intoxicaciones,alimentos (brotes),2003-02-01,3
60501,SAN LORENZO(TJA),intoxicaciones,alimentos (brotes),2003-02-01,1
21702,SAN PEDRO DE TIQUINA,intoxicaciones,alimentos (brotes),2003-02-01,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,alimentos (brotes),2003-02-01,17
21301,SICA SICA (VILLA AROMA),intoxicaciones,alimentos (brotes),2003-02-01,1
10101,SUCRE,intoxicaciones,alimentos (brotes),2003-02-01,33
60101,TARIJA,intoxicaciones,alimentos (brotes),2003-02-01,4
30903,TIQUIPAYA,intoxicaciones,alimentos (brotes),2003-02-01,2
50801,TUPIZA,intoxicaciones,alimentos (brotes),2003-02-01,5
70801,VALLEGRANDE,intoxicaciones,alimentos (brotes),2003-02-01,3
20801,VIACHA,intoxicaciones,alimentos (brotes),2003-02-01,4
31003,VILLA TUNARI,intoxicaciones,alimentos (brotes),2003-02-01,1
51501,VILLAZON,intoxicaciones,alimentos (brotes),2003-02-01,2
60301,YACUIBA,intoxicaciones,alimentos (brotes),2003-02-01,1
10701,CAMARGO,intoxicaciones,alimentos (brotes),2003-03-01,2
70706,CAMIRI,intoxicaciones,alimentos (brotes),2003-03-01,5
22001,CARANAVI,intoxicaciones,alimentos (brotes),2003-03-01,1
40201,CHALLAPATA,intoxicaciones,alimentos (brotes),2003-03-01,1
21101,CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,alimentos (brotes),2003-03-01,2
90101,COBIJA,intoxicaciones,alimentos (brotes),2003-03-01,1
30101,COCHABAMBA,intoxicaciones,alimentos (brotes),2003-03-01,15
