codigo_municipio,municipio,grupo,variable,mes,totales_total-m,totales-1_total-f,totales-2_total
20201,ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
20701,APOLO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,16,7,23
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,4,6
21003,CAJUATA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
21304,CALAMARCA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,1,1
22001,CARANAVI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,0,2
21803,CHACARILLA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,3,3
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,13,1,14
70102,COTOCA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,0,2
71106,CUATRO CAÑADAS,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,5,1,6
71002,GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2017-01-01,11,0,11
11003,MACHARETI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
71003,MINEROS,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
31301,MIZQUE,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
71001,MONTERO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,6,2,8
50101,POTOSI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
21204,PUERTO PEREZ,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,3,1,4
80304,RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2017-01-01,3,1,4
21502,SAN BUENA VENTURA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,1,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
80702,SAN RAMON BENI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,1,1
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,65,15,80
90303,SENA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
30902,SIPE SIPE,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2017-01-01,5,0,5
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,0,2
20606,TIPUANI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,2,0,2
31201,TOTORA(CBBA),salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2017-01-01,4,0,4
31003,VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
60301,YACUIBA,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,1,2
10602,YAMPARAEZ,salud sexual y reproductiva,preeclampsia severa,2017-01-01,1,0,1
20201,ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
90104,BELLA FLOR,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,14,0,14
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,5,2,7
71004,FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
71002,GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
21105,LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2017-02-01,10,0,10
21202,LAJA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,2,0,2
31301,MIZQUE,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
71001,MONTERO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,9,3,12
31401,PUNATA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,4,0,4
21002,QUIME,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,2,0,2
80304,RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
31001,SACABA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,3,0,3
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,5,0,5
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,36,15,51
30702,SANTIVAÑES,salud sexual y reproductiva,preeclampsia severa,2017-02-01,2,0,2
20601,SORATA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,0,2,2
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2017-02-01,2,3,5
31101,TAPACARI,salud sexual y reproductiva,preeclampsia severa,2017-02-01,0,1,1
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,7,0,7
20608,TEOPONTE,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2017-02-01,6,0,6
40402,TURCO,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
30502,VACAS,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
60301,YACUIBA,salud sexual y reproductiva,preeclampsia severa,2017-02-01,1,0,1
22001,CARANAVI,salud sexual y reproductiva,preeclampsia severa,2017-03-01,2,0,2
90101,COBIJA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,29,1,30
71301,COMARAPA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,2,0,2
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2017-03-01,4,0,4
50601,COTAGAITA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,0,1,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2017-03-01,10,3,13
20405,ESCOMA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,0,1,1
71004,FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
80202,GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
21105,LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2017-03-01,46,1,47
71003,MINEROS,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2017-03-01,8,0,8
60201,PADCAYA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
31205,PUERTO VILLARROEL,salud sexual y reproductiva,preeclampsia severa,2017-03-01,3,0,3
31401,PUNATA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,3,1,4
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,4,0,4
80304,RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2017-03-01,4,0,4
31001,SACABA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
10702,SAN LUCAS,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
80702,SAN RAMON BENI,salud sexual y reproductiva,preeclampsia severa,2017-03-01,0,2,2
80401,SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,5,0,5
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,71,9,80
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2017-03-01,7,0,7
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,4,0,4
20606,TIPUANI,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
30803,TOLATA,salud sexual y reproductiva,preeclampsia severa,2017-03-01,1,0,1
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2017-03-01,11,0,11
31003,VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2017-03-01,2,0,2
20201,ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,preeclampsia severa,2017-04-01,3,3,6
21003,CAJUATA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
90101,COBIJA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,2,0,2
30303,COCAPATA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,7,0,7
21004,COLQUIRI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2017-04-01,3,0,3
70102,COTOCA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
71106,CUATRO CAÑADAS,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,2,4,6
71004,FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
20602,GUANAY,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
21102,IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
20806,JESUS DE MACHACA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
21105,LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2017-04-01,35,0,35
11003,MACHARETI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
71003,MINEROS,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
20402,MOCOMOCO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,3,0,3
21201,PUCARANI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
71401,PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa,2017-04-01,2,0,2
31401,PUNATA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,2,0,2
80304,RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2017-04-01,5,0,5
51003,SAN ANTONIO DE ESMORUCO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
60501,SAN LORENZO(TJA),salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
71103,SAN RAMON SCZ,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,67,20,87
90303,SENA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
31101,TAPACARI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,0,1,1
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa,2017-04-01,4,1,5
31601,TIRAQUE (CBBA),salud sexual y reproductiva,preeclampsia severa,2017-04-01,3,0,3
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2017-04-01,9,0,9
31003,VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2017-04-01,1,0,1
22002,ALTO BENI,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
60202,BERMEJO,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,1,2
50301,BETANZOS,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
70707,BOYUIBE,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
30701,CAPINOTA,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
22001,CARANAVI,salud sexual y reproductiva,preeclampsia severa,2017-05-01,2,0,2
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2017-05-01,38,0,38
30905,COLCAPIRHUA,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
71101,CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2017-05-01,0,1,1
70102,COTOCA,salud sexual y reproductiva,preeclampsia severa,2017-05-01,0,1,1
71106,CUATRO CAÑADAS,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
20804,DESAGUADERO,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa,2017-05-01,7,6,13
71004,FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2017-05-01,4,0,4
21501,IXIAMAS,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa,2017-05-01,48,3,51
71003,MINEROS,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
40101,ORURO,salud sexual y reproductiva,preeclampsia severa,2017-05-01,8,0,8
21104,PALOS BLANCOS,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
50101,POTOSI,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
90301,PUERTO GONZALO MORENO,salud sexual y reproductiva,preeclampsia severa,2017-05-01,1,0,1
31401,PUNATA,salud sexual y reproductiva,preeclampsia severa,2017-05-01,4,0,4
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2017-05-01,5,3,8
80304,RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2017-05-01,5,0,5
