codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-meses-a-menor-de-1-ano_masculino,b-6-meses-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
30201,AIQUILE,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30601,ARQUE,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
50802,ATOCHA,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,2,0,1,4,1,1,1,1,0,0,0,1,2,0,0,0,0,2,2,9,9,18
60202,BERMEJO,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,2,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,2,1,2,5,9,14
70706,CAMIRI,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
60302,CARAPARI,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,4
50702,CARIPUYO,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
31204,CHIMORE,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30101,COCHABAMBA,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,1,0,2,0,1,2,9,12,7,5,1,10,20,24,41,53,94
30905,COLCAPIRHUA,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
50601,COTAGAITA,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,2,4,5,7,12
70102,COTOCA,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
70704,CUEVO,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
10902,CULPINA,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,3
60502,EL PUENTE(TJA),enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
70105,EL TORNO,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
31206,ENTRE RIOS CBBA,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
21105,LA ASUNTA,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,2,0,0,0,0,2,6,8
20101,LA PAZ,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,3,4
11003,MACHARETI,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
10501,MONTEAGUDO,enfermedades transmitidas por vectores (etv),chagas agudo,2016-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
