codigo_municipio,municipio,grupo,variable,mes,total-H,total-M,TOTAL-H1,TOTAL-M1,TOTAL
51302,ACACIO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,3,155,3,155,158
20201,ACHACACHI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,11,128,11,128,139
20104,ACHOCALLA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,7,26,7,26,33
30201,AIQUILE,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,5,11,5,11,16
31303,ALALAY,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,8,6,8,6,14
10404,ALCALA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,4,114,4,114,118
20202,ANCORAIMES,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,3,222,3,222,225
41201,ANDAMARCA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,3,1,3,1,4
40603,ANTEQUERA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,4,11,4,11,15
30402,ANZALDO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,2,40,2,40,42
20701,APOLO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,16,3,16,3,19
51301,ARAMPAMPA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,2,80,2,80,82
30501,ARANI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,2,29,2,29,31
30403,ARBIETO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,17,0,17,17
30601,ARQUE,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,13,2,13,2,15
50802,ATOCHA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,44,0,44,44
20503,AUCAPATA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1,9,1,9,10
20502,AYATA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,5,0,5,0,5
21303,AYO AYO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,20,5,20,5,25
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,83,114,83,114,197
10201,AZURDUY,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,2,94,2,94,96
21203,BATALLAS,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,23,0,23,23
80802,BAURES,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,31,27,31,27,58
41202,BELEN DE ANDAMARCA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,2,0,2,2
50104,BELEN DE URMIRI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,16,0,16,16
90104,BELLA FLOR,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1,0,1,0,1
60202,BERMEJO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,19,0,19,19
50301,BETANZOS,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,38,424,38,424,462
31501,BOLIVAR,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,89,148,89,148,237
90103,BOLPEBRA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,12,0,12,12
70707,BOYUIBE,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1,34,1,34,35
70401,BUENA VISTA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,41,54,41,54,95
70703,CABEZAS,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,3,60,3,60,63
20905,CAIROMA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,36,0,36,36
51102,"CAIZA ""D""",estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,12,92,12,92,104
21003,CAJUATA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,13,23,13,23,36
20303,CALACOTO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,4,1,4,1,5
21304,CALAMARCA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,22,16,22,16,38
10701,CAMARGO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,4,126,4,126,130
10901,CAMATAQUI (C. VILLA ABECIA),estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1,59,1,59,60
70706,CAMIRI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,57,96,57,96,153
30701,CAPINOTA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,40,34,40,34,74
20302,CAQUIAVIRI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,19,26,19,26,45
40102,CARACOLLO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,26,49,26,49,75
22001,CARANAVI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,63,90,63,90,153
41503,CARANGAS,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,2,0,2,2
60302,CARAPARI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,24,46,24,46,70
50702,CARIPUYO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,3,158,3,158,161
21902,CATACORA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1,7,1,7,8
40201,CHALLAPATA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,27,68,27,68,95
50302,CHAQUI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,113,0,113,113
70702,CHARAGUA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,4,299,4,299,303
20305,CHARAÑA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,5,0,5,5
31204,CHIMORE,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,18,49,18,49,67
21101,CHULUMANI (V. DE LA LIBERTAD),estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,2,22,2,22,24
20501,CHUMA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1,1,1,1,2
30801,CLIZA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,4,27,4,27,31
90101,COBIJA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,89,46,89,46,135
30101,COCHABAMBA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,389,328,389,328,717
30905,COLCAPIRHUA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,53,69,53,69,122
50901,"COLCHA ""K""",estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,4,66,4,66,70
21307,COLLANA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1,0,1,0,1
31002,COLOMI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,19,35,19,35,54
50401,COLQUECHACA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,38,141,38,141,179
21306,COLQUENCHA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,18,5,18,5,23
21004,COLQUIRI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,36,46,36,46,82
20304,COMANCHE,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,6,16,6,16,22
71301,COMARAPA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,20,39,20,39,59
20605,COMBAYA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,28,0,28,28
71101,CONCEPCION,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,3,24,3,24,27
21701,COPACABANA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,5,55,5,55,60
21402,CORIPATA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,5,6,5,6,11
20301,CORO CORO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,22,26,22,26,48
21401,COROICO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,16,28,16,28,44
40301,CORQUE,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,8,14,8,14,22
50601,COTAGAITA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,13,154,13,154,167
70102,COTOCA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,37,57,37,57,94
31405,CUCHUMUELA (V. G. VILLARROEL),estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,4,0,4,4
70704,CUEVO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,31,33,31,33,64
10902,CULPINA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,6,237,6,237,243
40401,CURAHUARA DE CARANGAS,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,16,10,16,10,26
21602,CURVA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,5,2,5,2,7
20804,DESAGUADERO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1,12,1,12,13
20105,EL ALTO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1290,1245,1290,1245,2535
40103,EL CHORO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,1,0,1,1
71503,EL PUENTE(STC),estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,7,72,7,72,79
60502,EL PUENTE(TJA),estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,6,32,6,32,38
70105,EL TORNO,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,52,94,52,94,146
10405,EL VILLAR,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,1,147,1,147,148
60601,ENTRE RIOS,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,28,85,28,85,113
41101,EUCALIPTUS,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,6,0,6,6
80402,EXALTACION,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,12,25,12,25,37
90203,FILADELFIA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,6,10,6,10,16
71002,GENERAL SAAVEDRA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,40,165,40,165,205
21601,GRAL. J.J. PEREZ (CHARAZANI),estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,8,19,8,19,27
20602,GUANAY,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,10,153,10,153,163
20802,GUAQUI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,2,7,2,7,9
80202,GUAYARAMERIN,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,62,91,62,91,153
70705,GUTIERREZ,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,22,250,22,250,272
10502,HUACARETA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,7,169,7,169,176
11002,HUACAYA (VILLA DE HUACAYA),estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,22,0,22,22
40501,HUACHACALLA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,0,12,0,12,12
40701,HUANUNI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,3,10,3,10,13
80803,HUARACAJE,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,5,7,5,7,12
41601,HUAYLLAMARCA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,13,38,13,38,51
21005,ICHOCA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,5,17,5,17,22
10304,ICLA,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,167,261,167,261,428
10703,INCAHUASI,estado nutricional en menores de 5 anos,clasificacion d,2002-01-01,2,102,2,102,104
