codigo_municipio,municipio,grupo,variable,mes,hombres de 1 año,mujeres de 1 año,hombres de 1 a 2 años,mujeres de 1 a 2 años,hombres de 2 a 5 años,mujeres de 2 a 5 años,mujeres embarazadas según IMC,población general según IMC,hombres total,mujeres total,total
51302,ACACIO,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,2,1,0,0,0,2,2,4
20201,ACHACACHI,estado nutricional,desnutricion leve (l),2012-01-01,6,3,5,2,6,5,0,0,17,10,27
30201,AIQUILE,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
31303,ALALAY,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,0,0,1,0,0,1,1,2
10404,ALCALA,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,3,2,3,0,0,2,7,9
22002,ALTO BENI,estado nutricional,desnutricion leve (l),2012-01-01,3,7,3,2,3,0,0,0,9,9,18
20202,ANCORAIMES,estado nutricional,desnutricion leve (l),2012-01-01,2,1,2,2,0,0,0,0,4,3,7
41201,ANDAMARCA,estado nutricional,desnutricion leve (l),2012-01-01,2,1,1,0,0,0,0,0,3,1,4
30402,ANZALDO,estado nutricional,desnutricion leve (l),2012-01-01,1,2,3,0,1,0,0,0,5,2,7
20701,APOLO,estado nutricional,desnutricion leve (l),2012-01-01,1,8,8,5,4,1,0,0,13,14,27
51301,ARAMPAMPA,estado nutricional,desnutricion leve (l),2012-01-01,1,1,2,2,3,5,0,0,6,8,14
30501,ARANI,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,4,1,2,0,0,2,6,8
30403,ARBIETO,estado nutricional,desnutricion leve (l),2012-01-01,1,2,4,5,4,3,0,0,9,10,19
30601,ARQUE,estado nutricional,desnutricion leve (l),2012-01-01,4,3,12,9,8,8,0,0,24,20,44
71501,ASCENCION DE GUARAYOS,estado nutricional,desnutricion leve (l),2012-01-01,2,1,6,6,10,25,0,0,18,32,50
50802,ATOCHA,estado nutricional,desnutricion leve (l),2012-01-01,4,6,10,6,16,10,0,0,30,22,52
20503,AUCAPATA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,0,1,0,0,0,1,0,1
20502,AYATA,estado nutricional,desnutricion leve (l),2012-01-01,1,1,2,1,1,2,0,0,4,4,8
21303,AYO AYO,estado nutricional,desnutricion leve (l),2012-01-01,0,1,1,1,0,0,0,0,1,2,3
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,desnutricion leve (l),2012-01-01,3,4,7,7,1,0,0,0,11,11,22
10201,AZURDUY,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,1,0,0,0,0,1,1,2
21203,BATALLAS,estado nutricional,desnutricion leve (l),2012-01-01,1,2,1,1,0,1,0,0,2,4,6
80802,BAURES,estado nutricional,desnutricion leve (l),2012-01-01,2,2,10,1,2,0,0,0,14,3,17
41202,BELEN DE ANDAMARCA,estado nutricional,desnutricion leve (l),2012-01-01,2,0,0,0,2,0,0,0,4,0,4
50104,BELEN DE URMIRI,estado nutricional,desnutricion leve (l),2012-01-01,1,1,0,0,0,1,0,0,1,2,3
60202,BERMEJO,estado nutricional,desnutricion leve (l),2012-01-01,6,7,9,3,4,4,0,0,19,14,33
50301,BETANZOS,estado nutricional,desnutricion leve (l),2012-01-01,0,0,4,0,0,1,0,0,4,1,5
31501,BOLIVAR,estado nutricional,desnutricion leve (l),2012-01-01,5,2,6,4,3,1,0,0,14,7,21
90103,BOLPEBRA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,1,0,1,0,0,1,2,3
70707,BOYUIBE,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,0,1,1,0,0,1,2,3
70401,BUENA VISTA,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,0,1,0,0,0,1,1,2
70703,CABEZAS,estado nutricional,desnutricion leve (l),2012-01-01,0,3,6,4,1,3,0,0,7,10,17
20905,CAIROMA,estado nutricional,desnutricion leve (l),2012-01-01,1,1,1,2,0,1,0,0,2,4,6
21003,CAJUATA,estado nutricional,desnutricion leve (l),2012-01-01,0,2,0,1,1,1,0,0,1,4,5
20303,CALACOTO,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
21304,CALAMARCA,estado nutricional,desnutricion leve (l),2012-01-01,1,0,1,0,0,2,0,0,2,2,4
10701,CAMARGO,estado nutricional,desnutricion leve (l),2012-01-01,1,1,1,3,3,1,0,0,5,5,10
10901,CAMATAQUI (C. VILLA ABECIA),estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,0,1,0,0,0,1,1,2
70706,CAMIRI,estado nutricional,desnutricion leve (l),2012-01-01,2,2,3,1,2,1,0,0,7,4,11
30701,CAPINOTA,estado nutricional,desnutricion leve (l),2012-01-01,3,1,6,6,7,1,0,0,16,8,24
20302,CAQUIAVIRI,estado nutricional,desnutricion leve (l),2012-01-01,2,0,1,0,0,0,0,0,3,0,3
40102,CARACOLLO,estado nutricional,desnutricion leve (l),2012-01-01,1,3,6,0,0,1,0,0,7,4,11
22001,CARANAVI,estado nutricional,desnutricion leve (l),2012-01-01,24,18,23,20,15,14,0,0,62,52,114
60302,CARAPARI,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,1,0,2,0,0,0,3,3
50702,CARIPUYO,estado nutricional,desnutricion leve (l),2012-01-01,0,3,7,2,2,3,0,0,9,8,17
71403,CARMEN RIVERO TORREZ,estado nutricional,desnutricion leve (l),2012-01-01,3,0,2,3,0,1,0,0,5,4,9
40201,CHALLAPATA,estado nutricional,desnutricion leve (l),2012-01-01,2,1,5,4,0,1,0,0,7,6,13
50302,CHAQUI,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,1,0,1,0,0,1,2,3
70702,CHARAGUA,estado nutricional,desnutricion leve (l),2012-01-01,3,2,8,2,6,1,0,0,17,5,22
50202,CHAYANTA,estado nutricional,desnutricion leve (l),2012-01-01,7,6,5,3,1,0,0,0,13,9,22
31204,CHIMORE,estado nutricional,desnutricion leve (l),2012-01-01,5,7,11,16,11,6,0,0,27,29,56
21101,CHULUMANI (V. DE LA LIBERTAD),estado nutricional,desnutricion leve (l),2012-01-01,0,2,2,2,3,2,0,0,5,6,11
20501,CHUMA,estado nutricional,desnutricion leve (l),2012-01-01,1,0,3,1,1,0,0,0,5,1,6
50204,CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,desnutricion leve (l),2012-01-01,0,1,1,0,0,0,0,0,1,1,2
51103,CKOCHAS,estado nutricional,desnutricion leve (l),2012-01-01,0,1,2,1,1,0,0,0,3,2,5
30801,CLIZA,estado nutricional,desnutricion leve (l),2012-01-01,4,5,2,1,0,0,0,0,6,6,12
90101,COBIJA,estado nutricional,desnutricion leve (l),2012-01-01,6,7,6,3,2,2,0,0,14,12,26
30303,COCAPATA,estado nutricional,desnutricion leve (l),2012-01-01,14,14,12,13,4,6,0,0,30,33,63
30101,COCHABAMBA,estado nutricional,desnutricion leve (l),2012-01-01,92,70,85,93,53,52,0,0,230,215,445
30905,COLCAPIRHUA,estado nutricional,desnutricion leve (l),2012-01-01,13,9,16,18,10,4,0,0,39,31,70
50901,"COLCHA ""K""",estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,1,0,2,0,0,1,3,4
31002,COLOMI,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
70603,COLPA BELGICA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,2,0,0,0,0,0,2,2
50401,COLQUECHACA,estado nutricional,desnutricion leve (l),2012-01-01,6,6,9,6,1,2,0,0,16,14,30
21306,COLQUENCHA,estado nutricional,desnutricion leve (l),2012-01-01,0,1,1,0,0,0,0,0,1,1,2
21004,COLQUIRI,estado nutricional,desnutricion leve (l),2012-01-01,7,1,3,1,2,1,0,0,12,3,15
20304,COMANCHE,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
71301,COMARAPA,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,1,0,1,0,0,1,2,3
20605,COMBAYA,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,0,0,1,0,0,0,2,2
71101,CONCEPCION,estado nutricional,desnutricion leve (l),2012-01-01,0,2,8,5,3,3,0,0,11,10,21
21701,COPACABANA,estado nutricional,desnutricion leve (l),2012-01-01,1,1,1,0,1,1,0,0,3,2,5
21402,CORIPATA,estado nutricional,desnutricion leve (l),2012-01-01,2,1,2,4,1,3,0,0,5,8,13
20301,CORO CORO,estado nutricional,desnutricion leve (l),2012-01-01,1,1,0,0,0,0,0,0,1,1,2
21401,COROICO,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
40301,CORQUE,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,0,0,0,0,0,1,0,1
50601,COTAGAITA,estado nutricional,desnutricion leve (l),2012-01-01,2,3,4,1,4,6,0,0,10,10,20
70102,COTOCA,estado nutricional,desnutricion leve (l),2012-01-01,4,2,1,5,4,2,0,0,9,9,18
71106,CUATRO CAÑADAS,estado nutricional,desnutricion leve (l),2012-01-01,0,1,2,2,1,1,0,0,3,4,7
31405,CUCHUMUELA (V. G. VILLARROEL),estado nutricional,desnutricion leve (l),2012-01-01,1,0,3,1,0,0,0,0,4,1,5
70704,CUEVO,estado nutricional,desnutricion leve (l),2012-01-01,10,4,2,1,3,3,0,0,15,8,23
10902,CULPINA,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,1,0,1,0,0,0,3,3
40401,CURAHUARA DE CARANGAS,estado nutricional,desnutricion leve (l),2012-01-01,0,0,2,1,0,0,0,0,2,1,3
21602,CURVA,estado nutricional,desnutricion leve (l),2012-01-01,0,2,1,3,2,1,0,0,3,6,9
20804,DESAGUADERO,estado nutricional,desnutricion leve (l),2012-01-01,0,0,2,0,1,0,0,0,3,0,3
20105,EL ALTO,estado nutricional,desnutricion leve (l),2012-01-01,91,76,128,94,50,55,0,0,269,225,494
40103,EL CHORO,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,1,1,0,0,0,1,1,2
71503,EL PUENTE(STC),estado nutricional,desnutricion leve (l),2012-01-01,2,2,2,3,0,1,0,0,4,6,10
60502,EL PUENTE(TJA),estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,2,0,0,0,0,0,2,2
70105,EL TORNO,estado nutricional,desnutricion leve (l),2012-01-01,6,6,8,8,3,9,0,0,17,23,40
10405,EL VILLAR,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,0,1,1,0,0,1,2,3
60601,ENTRE RIOS TRJ,estado nutricional,desnutricion leve (l),2012-01-01,3,4,1,1,2,1,0,0,6,6,12
31206,ENTRE RIOS CBBA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,3,3,3,11,0,0,6,14,20
90503,EUREKA (SANTOS MERCADO),estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
80402,EXALTACION,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
71004,FERNANDEZ ALONSO,estado nutricional,desnutricion leve (l),2012-01-01,3,0,3,2,1,3,0,0,7,5,12
90203,FILADELFIA,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,1,1,2,0,0,2,3,5
71002,GENERAL SAAVEDRA,estado nutricional,desnutricion leve (l),2012-01-01,3,1,1,2,1,0,0,0,5,3,8
21601,GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,desnutricion leve (l),2012-01-01,2,1,4,2,2,1,0,0,8,4,12
20602,GUANAY,estado nutricional,desnutricion leve (l),2012-01-01,11,4,1,10,7,12,0,0,19,26,45
80202,GUAYARAMERIN,estado nutricional,desnutricion leve (l),2012-01-01,26,22,12,13,14,9,0,0,52,44,96
70705,GUTIERREZ,estado nutricional,desnutricion leve (l),2012-01-01,1,0,2,2,5,2,0,0,8,4,12
10502,HUACARETA,estado nutricional,desnutricion leve (l),2012-01-01,5,3,3,2,9,14,0,0,17,19,36
11002,HUACAYA (VILLA DE HUACAYA),estado nutricional,desnutricion leve (l),2012-01-01,2,0,0,0,2,0,0,0,4,0,4
40501,HUACHACALLA,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,0,1,0,0,0,2,0,2
40701,HUANUNI,estado nutricional,desnutricion leve (l),2012-01-01,2,2,2,1,1,0,0,0,5,3,8
80803,HUARACAJE,estado nutricional,desnutricion leve (l),2012-01-01,2,0,0,0,4,4,0,0,6,4,10
41601,HUAYLLAMARCA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,0,0,1,0,0,1,1,2
20404,HUMANATA,estado nutricional,desnutricion leve (l),2012-01-01,1,1,0,0,0,0,0,0,1,1,2
21005,ICHOCA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,0,1,1,0,0,2,1,3
10304,ICLA,estado nutricional,desnutricion leve (l),2012-01-01,2,1,3,2,0,0,0,0,5,3,8
10703,INCAHUASI,estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,0,2,0,0,0,3,0,3
21001,INQUISIVI,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,0,1,2,0,0,1,2,3
21102,IRUPANA (VILLA DE LANZA),estado nutricional,desnutricion leve (l),2012-01-01,1,2,1,1,0,1,0,0,2,4,6
21501,IXIAMAS,estado nutricional,desnutricion leve (l),2012-01-01,7,0,2,1,1,1,0,0,10,2,12
21105,LA ASUNTA,estado nutricional,desnutricion leve (l),2012-01-01,2,0,1,4,3,4,0,0,6,8,14
70104,LA GUARDIA,estado nutricional,desnutricion leve (l),2012-01-01,8,7,6,3,7,3,0,0,21,13,34
20101,LA PAZ,estado nutricional,desnutricion leve (l),2012-01-01,82,102,97,78,60,42,0,0,239,222,461
70701,LAGUNILLAS,estado nutricional,desnutricion leve (l),2012-01-01,0,0,2,5,2,1,0,0,4,6,10
10903,LAS CARRERAS,estado nutricional,desnutricion leve (l),2012-01-01,1,1,0,0,1,2,0,0,2,3,5
21006,LICOMA PAMPA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
50203,LLALLAGUA,estado nutricional,desnutricion leve (l),2012-01-01,15,5,23,14,4,5,0,0,42,24,66
51401,LLICA,estado nutricional,desnutricion leve (l),2012-01-01,0,1,1,2,0,5,0,0,1,8,9
80601,LORETO,estado nutricional,desnutricion leve (l),2012-01-01,2,0,1,0,1,0,0,0,4,0,4
20901,LURIBAY,estado nutricional,desnutricion leve (l),2012-01-01,3,0,1,2,2,2,0,0,6,4,10
40702,MACHACAMARCA,estado nutricional,desnutricion leve (l),2012-01-01,3,0,2,2,0,3,0,0,5,5,10
11003,MACHARETI,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,0,1,1,0,0,1,1,2
80801,MAGDALENA,estado nutricional,desnutricion leve (l),2012-01-01,3,6,4,2,5,10,0,0,12,18,30
70903,MAIRANA,estado nutricional,desnutricion leve (l),2012-01-01,4,3,2,1,0,2,0,0,6,6,12
20904,MALLA,estado nutricional,desnutricion leve (l),2012-01-01,1,3,0,0,0,1,0,0,1,4,5
20607,MAPIRI,estado nutricional,desnutricion leve (l),2012-01-01,0,2,11,5,11,5,0,0,22,12,34
20103,MECAPACA,estado nutricional,desnutricion leve (l),2012-01-01,2,1,0,3,0,1,0,0,2,5,7
71003,MINEROS,estado nutricional,desnutricion leve (l),2012-01-01,11,11,10,10,7,9,0,0,28,30,58
31301,MIZQUE,estado nutricional,desnutricion leve (l),2012-01-01,3,4,8,6,4,0,0,0,15,10,25
20402,MOCOMOCO,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,3,0,0,0,0,0,3,3
51002,MOJINETE,estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,1,0,0,0,0,0,1,1
10303,MOJOCOYA,estado nutricional,desnutricion leve (l),2012-01-01,0,3,4,2,0,0,0,0,4,5,9
10501,MONTEAGUDO,estado nutricional,desnutricion leve (l),2012-01-01,3,4,7,7,2,1,0,0,12,12,24
71001,MONTERO,estado nutricional,desnutricion leve (l),2012-01-01,18,5,12,18,12,14,0,0,42,37,79
70803,MORO MORO,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,0,2,0,0,0,3,0,3
30302,MOROCHATA,estado nutricional,desnutricion leve (l),2012-01-01,4,5,3,4,2,3,0,0,9,12,21
90401,NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,desnutricion leve (l),2012-01-01,1,0,0,1,0,0,0,0,1,1,2
90501,NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,desnutricion leve (l),2012-01-01,0,0,0,0,0,1,0,0,0,1,1
50404,OCURI,estado nutricional,desnutricion leve (l),2012-01-01,2,3,2,2,3,1,0,0,7,6,13
70202,OKINAWA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,1,0,0,0,0,0,1,0,1
30203,OMEREQUE,estado nutricional,desnutricion leve (l),2012-01-01,0,1,2,2,1,1,0,0,3,4,7
40101,ORURO,estado nutricional,desnutricion leve (l),2012-01-01,71,80,70,57,23,25,0,0,164,162,326
60201,PADCAYA,estado nutricional,desnutricion leve (l),2012-01-01,0,0,3,1,0,1,0,0,3,2,5
10401,PADILLA,estado nutricional,desnutricion leve (l),2012-01-01,1,1,0,0,0,0,0,0,1,1,2
70502,PAILON,estado nutricional,desnutricion leve (l),2012-01-01,9,6,10,7,8,12,0,0,27,25,52
20102,PALCA,estado nutricional,desnutricion leve (l),2012-01-01,6,3,1,1,2,2,0,0,9,6,15
21104,PALOS BLANCOS,estado nutricional,desnutricion leve (l),2012-01-01,3,2,4,3,1,2,0,0,8,7,15
40802,PAMPA AULLAGAS,estado nutricional,desnutricion leve (l),2012-01-01,0,1,0,0,0,1,0,0,0,2,2
70902,PAMPA GRANDE,estado nutricional,desnutricion leve (l),2012-01-01,0,0,2,0,0,0,0,0,2,0,2
