codigo_municipio,municipio,grupo,variable,mes,dentro_masculino,dentro-1_femenino,fuera_masculino,fuera-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
30101,COCHABAMBA,mortalidad,muerte menor de 5 anos por neumonia,2012-01-01,1,0,0,0,1,0,1
20101,LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2012-01-01,0,1,0,1,0,2,2
70301,SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por neumonia,2012-01-01,0,2,0,0,0,2,2
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2012-01-01,0,0,0,0,0,0,0
60301,YACUIBA,mortalidad,muerte menor de 5 anos por neumonia,2012-01-01,1,0,0,0,1,0,1
70706,CAMIRI,mortalidad,muerte menor de 5 anos por neumonia,2012-02-01,1,0,0,0,1,0,1
22001,CARANAVI,mortalidad,muerte menor de 5 anos por neumonia,2012-02-01,0,0,1,0,1,0,1
20105,EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2012-02-01,0,0,1,1,1,1,2
20101,LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2012-02-01,0,1,0,0,0,1,1
80301,REYES,mortalidad,muerte menor de 5 anos por neumonia,2012-02-01,0,0,1,0,1,0,1
40102,CARACOLLO,mortalidad,muerte menor de 5 anos por neumonia,2012-03-01,0,0,1,0,1,0,1
22001,CARANAVI,mortalidad,muerte menor de 5 anos por neumonia,2012-03-01,0,0,0,1,0,1,1
20105,EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2012-03-01,0,1,0,0,0,1,1
20101,LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2012-03-01,2,1,0,0,2,1,3
50101,POTOSI,mortalidad,muerte menor de 5 anos por neumonia,2012-03-01,2,0,0,0,2,0,2
80302,SAN BORJA,mortalidad,muerte menor de 5 anos por neumonia,2012-03-01,1,0,0,0,1,0,1
22001,CARANAVI,mortalidad,muerte menor de 5 anos por neumonia,2012-04-01,0,1,0,0,0,1,1
20105,EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2012-04-01,0,2,1,1,1,3,4
10502,HUACARETA,mortalidad,muerte menor de 5 anos por neumonia,2012-04-01,0,0,1,0,1,0,1
40701,HUANUNI,mortalidad,muerte menor de 5 anos por neumonia,2012-04-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2012-04-01,0,2,0,0,0,2,2
80201,RIBERALTA,mortalidad,muerte menor de 5 anos por neumonia,2012-04-01,0,0,0,1,0,1,1
31001,SACABA,mortalidad,muerte menor de 5 anos por neumonia,2012-04-01,0,0,0,1,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2012-04-01,1,0,0,0,1,0,1
30101,COCHABAMBA,mortalidad,muerte menor de 5 anos por neumonia,2012-05-01,0,1,0,0,0,1,1
20105,EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2012-05-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2012-05-01,2,4,0,0,2,4,6
21104,PALOS BLANCOS,mortalidad,muerte menor de 5 anos por neumonia,2012-05-01,0,0,0,1,0,1,1
21201,PUCARANI,mortalidad,muerte menor de 5 anos por neumonia,2012-05-01,0,0,0,1,0,1,1
80304,RURRENABAQUE,mortalidad,muerte menor de 5 anos por neumonia,2012-05-01,1,0,0,0,1,0,1
31001,SACABA,mortalidad,muerte menor de 5 anos por neumonia,2012-05-01,0,0,3,0,3,0,3
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2012-05-01,5,1,0,0,5,1,6
31002,COLOMI,mortalidad,muerte menor de 5 anos por neumonia,2012-06-01,0,0,0,1,0,1,1
21306,COLQUENCHA,mortalidad,muerte menor de 5 anos por neumonia,2012-06-01,0,0,1,0,1,0,1
20105,EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2012-06-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2012-06-01,1,0,0,1,1,1,2
70101,SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por neumonia,2012-06-01,0,1,0,0,0,1,1
51201,UYUNI,mortalidad,muerte menor de 5 anos por neumonia,2012-06-01,0,0,1,0,1,0,1
90101,COBIJA,mortalidad,muerte menor de 5 anos por neumonia,2012-07-01,0,1,0,0,0,1,1
20105,EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2012-07-01,1,3,0,2,1,5,6
20101,LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2012-07-01,2,3,0,0,2,3,5
70301,SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por neumonia,2012-07-01,1,0,0,0,1,0,1
60301,YACUIBA,mortalidad,muerte menor de 5 anos por neumonia,2012-07-01,1,0,0,0,1,0,1
90101,COBIJA,mortalidad,muerte menor de 5 anos por neumonia,2012-08-01,2,0,0,0,2,0,2
20105,EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2012-08-01,0,0,1,0,1,0,1
20101,LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2012-08-01,1,0,0,0,1,0,1
70301,SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por neumonia,2012-08-01,1,0,0,0,1,0,1
51501,VILLAZON,mortalidad,muerte menor de 5 anos por neumonia,2012-08-01,0,0,0,1,0,1,1
60301,YACUIBA,mortalidad,muerte menor de 5 anos por neumonia,2012-08-01,1,0,0,0,1,0,1
60302,CARAPARI,mortalidad,muerte menor de 5 anos por neumonia,2012-09-01,0,1,0,0,0,1,1
20105,EL ALTO,mortalidad,muerte menor de 5 anos por neumonia,2012-09-01,0,0,0,1,0,1,1
20101,LA PAZ,mortalidad,muerte menor de 5 anos por neumonia,2012-09-01,0,1,1,0,1,1,2
