codigo_municipio,municipio,grupo,variable,mes,hombres total,mujeres total,total
30201,AIQUILE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
20701,APOLO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
50802,ATOCHA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
60202,BERMEJO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
51102,"CAIZA ""D""",tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
70706,CAMIRI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,2,0,2
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
90101,COBIJA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
30101,COCHABAMBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,19,0,19
21701,COPACABANA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
21402,CORIPATA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,2,0,2
10902,CULPINA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,181,0,181
71002,GENERAL SAAVEDRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,4,0,4
20602,GUANAY,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
10703,INCAHUASI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
70104,LA GUARDIA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,7,0,7
70903,MAIRANA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
20103,MECAPACA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
51002,MOJINETE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
71001,MONTERO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
40101,ORURO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,2,0,2
50101,POTOSI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,2,0,2
30901,QUILLACOLLO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
70503,ROBORE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
31001,SACABA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,2,0,2
71104,SAN JULIAN,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,3,0,3
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
10403,SOPACHUY,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,5,0,5
60401,URIONDO (A. CONCEPCION),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
51201,UYUNI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,1,0,1
31003,VILLA TUNARI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-01-01,2,0,2
70706,CAMIRI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,2,0,2
21101,CHULUMANI (V. DE LA LIBERTAD),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
30101,COCHABAMBA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,4,0,4
20105,EL ALTO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,10,0,10
20602,GUANAY,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
20101,LA PAZ,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,8,0,8
31301,MIZQUE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
51002,MOJINETE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
40101,ORURO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
31202,POJO (CBBA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
80201,RIBERALTA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
70402,SAN CARLOS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
70301,SAN IGNACIO DE VELASCO,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
10702,SAN LUCAS,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,4,0,4
80303,SANTA ROSA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
10101,SUCRE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
60101,TARIJA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
31003,VILLA TUNARI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-02-01,1,0,1
30201,AIQUILE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-03-01,2,0,2
10901,CAMATAQUI (C. VILLA ABECIA),tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-03-01,1,0,1
70706,CAMIRI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-03-01,2,0,2
22001,CARANAVI,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-03-01,1,0,1
31204,CHIMORE,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-03-01,2,0,2
30801,CLIZA,tuberculosis (casos confirmados),tuberculosis pulmonar baar (+) prevamente tratados,2002-03-01,1,0,1
