codigo_municipio,municipio,grupo,variable,mes,hombres de 6 meses,mujeres,hombres de 6 meses a 1 año,mujeres de 6 meses a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 14 años,mujeres de 10 a 14 años,hombres de 15 a 19 años,mujeres de 15 a 19 años,hombres de 20 a 39 años,mujeres de 20 a 39 años,hombres de 40 a 49 años,mujeres de 40 a 49 años,hombres de 50 a 59 años,mujeres de 50 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
30501,ARANI,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71501,ASCENCION DE GUARAYOS,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
50802,ATOCHA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
60202,BERMEJO,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
50301,BETANZOS,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
70706,CAMIRI,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,2,2,0,1,2,1,0,1,1,0,0,2,0,0,0,0,5,7,12
50202,CHAYANTA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30801,CLIZA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
90101,COBIJA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,2,1,3,1,0,0,1,0,2,0,0,0,0,0,0,0,8,2,10
30101,COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,6,10,9,3,3,1,0,0,1,1,0,2,0,0,0,1,19,18,37
20105,EL ALTO,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,3,0,1,0,2,2,0,1,0,0,0,0,0,0,6,3,9
80202,GUAYARAMERIN,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,3,7,0,2,0,0,0,0,1,0,0,0,0,0,0,9,4,13
40701,HUANUNI,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,4,4,8
10304,ICLA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
70104,LA GUARDIA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
20101,LA PAZ,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,2,5,6,3,5,4,5,0,4,2,0,0,0,0,0,0,22,14,36
80801,MAGDALENA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70903,MAIRANA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10303,MOJOCOYA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10501,MONTEAGUDO,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
71001,MONTERO,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,3,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
40101,ORURO,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,5,9,19,7,3,4,0,2,1,2,1,0,0,0,0,0,29,24,53
50101,POTOSI,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,4
71401,PUERTO SUAREZ,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
31401,PUNATA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
80201,RIBERALTA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
80304,RURRENABAQUE,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
31001,SACABA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
71302,SAIPINA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
80302,SAN BORJA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,2,7,2,1,2,1,0,1,1,1,2,0,0,1,0,1,0,13,9,22
70301,SAN IGNACIO DE VELASCO,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
60501,SAN LORENZO(TJA),inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
71005,SAN PEDRO,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
21702,SAN PEDRO DE TIQUINA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
70303,SAN RAFAEL,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
70101,SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral a*,2016-01-01,1,0,2,2,9,4,13,12,7,9,2,2,3,8,4,3,2,4,1,3,44,47,91
80303,SANTA ROSA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
21301,SICA SICA (VILLA AROMA),inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
40104,SORACACHI,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10101,SUCRE,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,1,0,2,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,7,7,14
60101,TARIJA,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,2,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,6,3,9
80101,TRINIDAD,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,5,2,7
60401,URIONDO (A. CONCEPCION),inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
51501,VILLAZON,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70201,WARNES,inmunoprevenibles,hepatitis viral a*,2016-01-01,0,0,0,0,1,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,6,4,10
60202,BERMEJO,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
50301,BETANZOS,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70706,CAMIRI,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,3,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,8,13
22001,CARANAVI,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
60302,CARAPARI,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
31204,CHIMORE,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
90101,COBIJA,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,1,4,0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,9,3,12
30101,COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,9,4,4,5,9,0,2,0,2,1,0,0,0,0,0,0,26,10,36
71101,CONCEPCION,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
20105,EL ALTO,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,1,1,5,5,0,0,0,1,0,0,0,0,0,0,0,0,6,7,13
60502,EL PUENTE(TJA),inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70105,EL TORNO,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
80202,GUAYARAMERIN,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
40701,HUANUNI,inmunoprevenibles,hepatitis viral a*,2016-02-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
