codigo_municipio,municipio,grupo,variable,mes,totales_dentro,totales-1_fuera,totales-2_total
70702,CHARAGUA,salud sexual y reproductiva,eclampsia,2019-01-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,eclampsia,2019-01-01,3,0,3
20101,LA PAZ,salud sexual y reproductiva,eclampsia,2019-01-01,3,0,3
50101,POTOSI,salud sexual y reproductiva,eclampsia,2019-01-01,1,0,1
80302,SAN BORJA,salud sexual y reproductiva,eclampsia,2019-01-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-01-01,0,2,2
10101,SUCRE,salud sexual y reproductiva,eclampsia,2019-01-01,9,0,9
60101,TARIJA,salud sexual y reproductiva,eclampsia,2019-01-01,3,0,3
10202,TARVITA,salud sexual y reproductiva,eclampsia,2019-01-01,0,1,1
80101,TRINIDAD,salud sexual y reproductiva,eclampsia,2019-01-01,2,0,2
10701,CAMARGO,salud sexual y reproductiva,eclampsia,2019-02-01,0,1,1
70702,CHARAGUA,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
40101,ORURO,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
50101,POTOSI,salud sexual y reproductiva,eclampsia,2019-02-01,1,1,2
31205,PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
80302,SAN BORJA,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2019-02-01,3,0,3
90303,SENA,salud sexual y reproductiva,eclampsia,2019-02-01,0,1,1
10101,SUCRE,salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
60101,TARIJA,salud sexual y reproductiva,eclampsia,2019-02-01,2,0,2
31201,TOTORA(CBBA),salud sexual y reproductiva,eclampsia,2019-02-01,1,0,1
