codigo_municipio,municipio,grupo,variable,mes,mujeres total
30201,AIQUILE,intoxicaciones,alcohol,2001-01-01,1
50802,ATOCHA,intoxicaciones,alcohol,2001-01-01,1
50301,BETANZOS,intoxicaciones,alcohol,2001-01-01,1
70707,BOYUIBE,intoxicaciones,alcohol,2001-01-01,1
10701,CAMARGO,intoxicaciones,alcohol,2001-01-01,2
70706,CAMIRI,intoxicaciones,alcohol,2001-01-01,2
40102,CARACOLLO,intoxicaciones,alcohol,2001-01-01,1
30101,COCHABAMBA,intoxicaciones,alcohol,2001-01-01,13
20804,DESAGUADERO,intoxicaciones,alcohol,2001-01-01,1
20105,EL ALTO,intoxicaciones,alcohol,2001-01-01,13
10405,EL VILLAR,intoxicaciones,alcohol,2001-01-01,2
60601,ENTRE RIOS,intoxicaciones,alcohol,2001-01-01,1
10502,HUACARETA,intoxicaciones,alcohol,2001-01-01,1
70104,LA GUARDIA,intoxicaciones,alcohol,2001-01-01,2
20101,LA PAZ,intoxicaciones,alcohol,2001-01-01,51
21202,LAJA,intoxicaciones,alcohol,2001-01-01,1
11003,MACHARETI,intoxicaciones,alcohol,2001-01-01,5
20402,MOCOMOCO,intoxicaciones,alcohol,2001-01-01,1
10501,MONTEAGUDO,intoxicaciones,alcohol,2001-01-01,2
70803,MORO MORO,intoxicaciones,alcohol,2001-01-01,1
60201,PADCAYA,intoxicaciones,alcohol,2001-01-01,5
10103,POROMA,intoxicaciones,alcohol,2001-01-01,2
50101,POTOSI,intoxicaciones,alcohol,2001-01-01,22
21204,PUERTO PEREZ,intoxicaciones,alcohol,2001-01-01,1
31401,PUNATA,intoxicaciones,alcohol,2001-01-01,2
80201,RIBERALTA,intoxicaciones,alcohol,2001-01-01,4
31001,SACABA,intoxicaciones,alcohol,2001-01-01,1
60501,SAN LORENZO(TJA),intoxicaciones,alcohol,2001-01-01,1
70302,SAN MIGUEL DE VELASCO,intoxicaciones,alcohol,2001-01-01,1
20601,SORATA,intoxicaciones,alcohol,2001-01-01,2
10101,SUCRE,intoxicaciones,alcohol,2001-01-01,16
10601,TARABUCO,intoxicaciones,alcohol,2001-01-01,1
30401,TARATA,intoxicaciones,alcohol,2001-01-01,3
60101,TARIJA,intoxicaciones,alcohol,2001-01-01,19
30903,TIQUIPAYA,intoxicaciones,alcohol,2001-01-01,1
70802,TRIGAL,intoxicaciones,alcohol,2001-01-01,1
50801,TUPIZA,intoxicaciones,alcohol,2001-01-01,2
60401,URIONDO (A. CONCEPCION),intoxicaciones,alcohol,2001-01-01,2
70801,VALLEGRANDE,intoxicaciones,alcohol,2001-01-01,1
10801,VILLA SERRANO,intoxicaciones,alcohol,2001-01-01,3
