codigo_municipio,municipio,grupo,variable,mes,total,mujeres total
20201,ACHACACHI,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,2,2
30201,AIQUILE,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,5,5
20202,ANCORAIMES,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,1,1
41201,ANDAMARCA,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,1,1
30501,ARANI,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,2,2
21303,AYO AYO,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,1,1
60202,BERMEJO,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,10,10
50301,BETANZOS,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,1,1
31501,BOLIVAR,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,4,4
70703,CABEZAS,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,2,2
10701,CAMARGO,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,5,5
10901,CAMATAQUI (C. VILLA ABECIA),alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,1,1
30701,CAPINOTA,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,1,1
70702,CHARAGUA,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,1,1
50202,CHAYANTA,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,3,3
90101,COBIJA,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,11,11
30101,COCHABAMBA,alto riesgo obstetrico,hemorragia de la primera mitad del embarazo,2001-01-01,71,71
