codigo_municipio,municipio,grupo,variable,mes,TOTAL-M
71501,ASCENCION DE GUARAYOS,intoxicaciones,drogas,2002-01-01,1
20905,CAIROMA,intoxicaciones,drogas,2002-01-01,1
70706,CAMIRI,intoxicaciones,drogas,2002-01-01,1
30801,CLIZA,intoxicaciones,drogas,2002-01-01,1
90101,COBIJA,intoxicaciones,drogas,2002-01-01,2
30101,COCHABAMBA,intoxicaciones,drogas,2002-01-01,5
50401,COLQUECHACA,intoxicaciones,drogas,2002-01-01,1
20105,EL ALTO,intoxicaciones,drogas,2002-01-01,1
70105,EL TORNO,intoxicaciones,drogas,2002-01-01,1
20101,LA PAZ,intoxicaciones,drogas,2002-01-01,8
70903,MAIRANA,intoxicaciones,drogas,2002-01-01,1
71001,MONTERO,intoxicaciones,drogas,2002-01-01,1
40101,ORURO,intoxicaciones,drogas,2002-01-01,10
50101,POTOSI,intoxicaciones,drogas,2002-01-01,6
51101,PUNA,intoxicaciones,drogas,2002-01-01,1
70301,SAN IGNACIO DE VELASCO,intoxicaciones,drogas,2002-01-01,1
71104,SAN JULIAN,intoxicaciones,drogas,2002-01-01,1
80702,SAN RAMON,intoxicaciones,drogas,2002-01-01,2
10101,SUCRE,intoxicaciones,drogas,2002-01-01,1
60101,TARIJA,intoxicaciones,drogas,2002-01-01,4
40201,CHALLAPATA,intoxicaciones,drogas,2002-02-01,1
30801,CLIZA,intoxicaciones,drogas,2002-02-01,1
90101,COBIJA,intoxicaciones,drogas,2002-02-01,4
20105,EL ALTO,intoxicaciones,drogas,2002-02-01,5
60601,ENTRE RIOS,intoxicaciones,drogas,2002-02-01,1
40701,HUANUNI,intoxicaciones,drogas,2002-02-01,3
20101,LA PAZ,intoxicaciones,drogas,2002-02-01,3
40101,ORURO,intoxicaciones,drogas,2002-02-01,3
40602,PAZÑA,intoxicaciones,drogas,2002-02-01,1
50101,POTOSI,intoxicaciones,drogas,2002-02-01,3
10101,SUCRE,intoxicaciones,drogas,2002-02-01,1
60101,TARIJA,intoxicaciones,drogas,2002-02-01,9
31003,VILLA TUNARI,intoxicaciones,drogas,2002-02-01,1
70706,CAMIRI,intoxicaciones,drogas,2002-03-01,1
90101,COBIJA,intoxicaciones,drogas,2002-03-01,2
30101,COCHABAMBA,intoxicaciones,drogas,2002-03-01,6
21701,COPACABANA,intoxicaciones,drogas,2002-03-01,1
20105,EL ALTO,intoxicaciones,drogas,2002-03-01,10
20101,LA PAZ,intoxicaciones,drogas,2002-03-01,8
71001,MONTERO,intoxicaciones,drogas,2002-03-01,1
30203,OMEREQUE,intoxicaciones,drogas,2002-03-01,1
40101,ORURO,intoxicaciones,drogas,2002-03-01,5
31202,POJO (CBBA),intoxicaciones,drogas,2002-03-01,1
50101,POTOSI,intoxicaciones,drogas,2002-03-01,1
31001,SACABA,intoxicaciones,drogas,2002-03-01,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,drogas,2002-03-01,1
10101,SUCRE,intoxicaciones,drogas,2002-03-01,5
60101,TARIJA,intoxicaciones,drogas,2002-03-01,2
70201,WARNES,intoxicaciones,drogas,2002-03-01,1
70403,YAPACANI,intoxicaciones,drogas,2002-03-01,1
30301,AYOPAYA (V. DE INDEPENDENCIA),intoxicaciones,drogas,2002-04-01,1
90101,COBIJA,intoxicaciones,drogas,2002-04-01,1
21701,COPACABANA,intoxicaciones,drogas,2002-04-01,1
20105,EL ALTO,intoxicaciones,drogas,2002-04-01,4
20101,LA PAZ,intoxicaciones,drogas,2002-04-01,14
10401,PADILLA,intoxicaciones,drogas,2002-04-01,2
80201,RIBERALTA,intoxicaciones,drogas,2002-04-01,1
31001,SACABA,intoxicaciones,drogas,2002-04-01,1
80501,SAN IGNACIO,intoxicaciones,drogas,2002-04-01,1
70301,SAN IGNACIO DE VELASCO,intoxicaciones,drogas,2002-04-01,1
50501,SAN PEDRO DE BUENA VISTA,intoxicaciones,drogas,2002-04-01,1
80401,SANTA ANA,intoxicaciones,drogas,2002-04-01,2
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,drogas,2002-04-01,1
10101,SUCRE,intoxicaciones,drogas,2002-04-01,4
10601,TARABUCO,intoxicaciones,drogas,2002-04-01,1
60101,TARIJA,intoxicaciones,drogas,2002-04-01,9
70201,WARNES,intoxicaciones,drogas,2002-04-01,1
70403,YAPACANI,intoxicaciones,drogas,2002-04-01,1
90101,COBIJA,intoxicaciones,drogas,2002-05-01,1
30101,COCHABAMBA,intoxicaciones,drogas,2002-05-01,1
21401,COROICO,intoxicaciones,drogas,2002-05-01,1
20105,EL ALTO,intoxicaciones,drogas,2002-05-01,4
20101,LA PAZ,intoxicaciones,drogas,2002-05-01,12
31301,MIZQUE,intoxicaciones,drogas,2002-05-01,3
71001,MONTERO,intoxicaciones,drogas,2002-05-01,1
40101,ORURO,intoxicaciones,drogas,2002-05-01,7
31203,POCONA,intoxicaciones,drogas,2002-05-01,2
50101,POTOSI,intoxicaciones,drogas,2002-05-01,4
20403,PUERTO CARABUCO,intoxicaciones,drogas,2002-05-01,1
21502,SAN BUENA VENTURA,intoxicaciones,drogas,2002-05-01,2
70301,SAN IGNACIO DE VELASCO,intoxicaciones,drogas,2002-05-01,1
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,drogas,2002-05-01,1
10101,SUCRE,intoxicaciones,drogas,2002-05-01,5
60101,TARIJA,intoxicaciones,drogas,2002-05-01,7
50801,TUPIZA,intoxicaciones,drogas,2002-05-01,1
70403,YAPACANI,intoxicaciones,drogas,2002-05-01,1
60202,BERMEJO,intoxicaciones,drogas,2002-06-01,1
30101,COCHABAMBA,intoxicaciones,drogas,2002-06-01,4
20105,EL ALTO,intoxicaciones,drogas,2002-06-01,10
20602,GUANAY,intoxicaciones,drogas,2002-06-01,3
20101,LA PAZ,intoxicaciones,drogas,2002-06-01,11
40101,ORURO,intoxicaciones,drogas,2002-06-01,1
31202,POJO (CBBA),intoxicaciones,drogas,2002-06-01,1
50101,POTOSI,intoxicaciones,drogas,2002-06-01,3
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,drogas,2002-06-01,1
10101,SUCRE,intoxicaciones,drogas,2002-06-01,1
60101,TARIJA,intoxicaciones,drogas,2002-06-01,9
70706,CAMIRI,intoxicaciones,drogas,2002-07-01,2
22001,CARANAVI,intoxicaciones,drogas,2002-07-01,2
30101,COCHABAMBA,intoxicaciones,drogas,2002-07-01,3
21701,COPACABANA,intoxicaciones,drogas,2002-07-01,1
20105,EL ALTO,intoxicaciones,drogas,2002-07-01,6
60601,ENTRE RIOS,intoxicaciones,drogas,2002-07-01,1
20602,GUANAY,intoxicaciones,drogas,2002-07-01,1
80202,GUAYARAMERIN,intoxicaciones,drogas,2002-07-01,1
20101,LA PAZ,intoxicaciones,drogas,2002-07-01,16
40101,ORURO,intoxicaciones,drogas,2002-07-01,3
21104,PALOS BLANCOS,intoxicaciones,drogas,2002-07-01,2
50101,POTOSI,intoxicaciones,drogas,2002-07-01,2
30901,QUILLACOLLO,intoxicaciones,drogas,2002-07-01,2
71302,SAIPINA,intoxicaciones,drogas,2002-07-01,1
70301,SAN IGNACIO DE VELASCO,intoxicaciones,drogas,2002-07-01,1
10702,SAN LUCAS,intoxicaciones,drogas,2002-07-01,2
70101,SANTA CRUZ DE LA SIERRA,intoxicaciones,drogas,2002-07-01,2
21301,SICA SICA (VILLA AROMA),intoxicaciones,drogas,2002-07-01,1
10101,SUCRE,intoxicaciones,drogas,2002-07-01,4
60101,TARIJA,intoxicaciones,drogas,2002-07-01,9
20803,TIAWANACU,intoxicaciones,drogas,2002-07-01,1
80101,TRINIDAD,intoxicaciones,drogas,2002-07-01,2
60303,VILLA MONTES,intoxicaciones,drogas,2002-07-01,1
60301,YACUIBA,intoxicaciones,drogas,2002-07-01,1
10102,YOTALA,intoxicaciones,drogas,2002-07-01,1
70703,CABEZAS,intoxicaciones,drogas,2002-08-01,1
70706,CAMIRI,intoxicaciones,drogas,2002-08-01,3
31204,CHIMORE,intoxicaciones,drogas,2002-08-01,4
30101,COCHABAMBA,intoxicaciones,drogas,2002-08-01,2
20105,EL ALTO,intoxicaciones,drogas,2002-08-01,12
60601,ENTRE RIOS,intoxicaciones,drogas,2002-08-01,1
80202,GUAYARAMERIN,intoxicaciones,drogas,2002-08-01,1
20101,LA PAZ,intoxicaciones,drogas,2002-08-01,17
40101,ORURO,intoxicaciones,drogas,2002-08-01,4
50101,POTOSI,intoxicaciones,drogas,2002-08-01,1
31205,PUERTO VILLARROEL,intoxicaciones,drogas,2002-08-01,2
21002,QUIME,intoxicaciones,drogas,2002-08-01,1
31001,SACABA,intoxicaciones,drogas,2002-08-01,1
