codigo_municipio,municipio,grupo,variable,mes,total,mujeres total
20201,ACHACACHI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,11,11
30201,AIQUILE,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,3,3
20202,ANCORAIMES,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,7,7
41201,ANDAMARCA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,2,2
20701,APOLO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,3,3
30501,ARANI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,10,10
30601,ARQUE,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,2,2
30301,AYOPAYA (V. DE INDEPENDENCIA),alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,4,4
41202,BELEN DE ANDAMARCA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,1,1
90104,BELLA FLOR,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,6,6
60202,BERMEJO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,2,2
50301,BETANZOS,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,17,17
31501,BOLIVAR,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,6,6
70707,BOYUIBE,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,3,3
70703,CABEZAS,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,3,3
20303,CALACOTO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,4,4
10701,CAMARGO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,3,3
30701,CAPINOTA,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,11,11
20302,CAQUIAVIRI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,1,1
40102,CARACOLLO,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,4,4
22001,CARANAVI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,4,4
60302,CARAPARI,alto riesgo obstetrico,parturienta con hijo anterior vivo,2001-01-01,1,1
