codigo_municipio,municipio,grupo,variable,mes,menores a 1 año,de 1 a 4 años,de 5 a 9 años,de 10 a 20 años,de 21 a 59 años,de 60 y más años,total
20701,APOLO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
60202,BERMEJO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
70706,CAMIRI,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,2,0,0,2
70102,COTOCA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,1,0,2
70105,EL TORNO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,0,2,2
31206,ENTRE RIOS CBBA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,0,0,1
80202,GUAYARAMERIN,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,4,0,0,4
21102,IRUPANA (VILLA DE LANZA),sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
70104,LA GUARDIA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,1,0,2
10501,MONTEAGUDO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,0,1,2
71001,MONTERO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,3,1,4
21104,PALOS BLANCOS,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,0,0,1
70103,PORONGO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,2,0,2
90301,PUERTO GONZALO MORENO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,0,0,1
70301,SAN IGNACIO DE VELASCO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
71201,SAN MATIAS,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,1,4,0,3,1,9
70302,SAN MIGUEL DE VELASCO,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,3,0,3
31602,SHINAOTA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
60101,TARIJA,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,2,1,4
31601,TIRAQUE (CBBA),sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,0,1,1
70801,VALLEGRANDE,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,1,0,0,1
31003,VILLA TUNARI,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,1,1,3,2,1,8
21103,YANACACHI,sospecha diagnostica,mordedura de serpiente,2010-01-01,0,0,0,0,1,0,1
30201,AIQUILE,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,1,2,3
60202,BERMEJO,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,1,0,1
90103,BOLPEBRA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,1,0,1,0,2
22001,CARANAVI,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,1,0,0,0,1
90101,COBIJA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,1,2,0,3
71301,COMARAPA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,2,2,0,4
70105,EL TORNO,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,1,1,2
31206,ENTRE RIOS CBBA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,1,0,2,0,3
71004,FERNANDEZ ALONSO,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,1,0,0,1
90203,FILADELFIA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,1,0,1
80202,GUAYARAMERIN,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,2,0,2
10502,HUACARETA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,1,0,0,1
71003,MINEROS,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,1,1,0,2
10501,MONTEAGUDO,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,3,1,4
71001,MONTERO,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,1,2,0,3
70502,PAILON,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,1,0,0,1
10302,PRESTO,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,1,0,0,0,0,1
31205,PUERTO VILLARROEL,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,1,0,0,4,0,5
80201,RIBERALTA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,2,0,0,2
80304,RURRENABAQUE,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,2,0,2
21502,SAN BUENA VENTURA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,1,0,1
70301,SAN IGNACIO DE VELASCO,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,2,0,0,2
71102,SAN JAVIER(STC),sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,1,0,1
71201,SAN MATIAS,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,1,1,0,1,3
70302,SAN MIGUEL DE VELASCO,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,1,0,1
80401,SANTA ANA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,1,1,0,2
70101,SANTA CRUZ DE LA SIERRA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,1,1,0,0,0,2
70602,SANTA ROSA DEL SARA,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,1,1,0,2
10101,SUCRE,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,1,0,1
31601,TIRAQUE (CBBA),sospecha diagnostica,mordedura de serpiente,2010-02-01,0,1,0,0,0,0,1
60303,VILLA MONTES,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,1,0,1
31003,VILLA TUNARI,sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,1,2,0,3
11001,VILLA VACA GUZMAN (MUYUPAMPA),sospecha diagnostica,mordedura de serpiente,2010-02-01,0,0,0,0,0,1,1
30201,AIQUILE,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,1,1,0,2
71501,ASCENCION DE GUARAYOS,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,1,0,0,1
90104,BELLA FLOR,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,5,0,5
60202,BERMEJO,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,1,0,0,1
70703,CABEZAS,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,2,1,0,3
70706,CAMIRI,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,0,1,1
60302,CARAPARI,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,1,2,0,3
70702,CHARAGUA,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,1,1,0,0,2
90101,COBIJA,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,6,0,6
71301,COMARAPA,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,1,0,1
21401,COROICO,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,1,0,1
70102,COTOCA,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,1,0,1
70105,EL TORNO,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,2,0,2
60601,ENTRE RIOS TRJ,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,1,0,0,1
31206,ENTRE RIOS CBBA,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,1,2,0,3
71004,FERNANDEZ ALONSO,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,1,0,0,1
90203,FILADELFIA,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,1,0,1
21102,IRUPANA (VILLA DE LANZA),sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,1,0,1
21501,IXIAMAS,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,1,0,0,1
21105,LA ASUNTA,sospecha diagnostica,mordedura de serpiente,2010-03-01,1,0,0,0,0,0,1
70104,LA GUARDIA,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,1,0,1
71003,MINEROS,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,1,0,1
71001,MONTERO,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,1,0,1
21104,PALOS BLANCOS,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,0,1,0,1
70601,PORTACHUELO,sospecha diagnostica,mordedura de serpiente,2010-03-01,0,0,0,1,0,0,1
