codigo_municipio,municipio,grupo,variable,mes,cantidad,mujeres total
50802,ATOCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
60202,BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
10701,CAMARGO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,2,2
40201,CHALLAPATA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,2,2
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,7,7
21306,COLQUENCHA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
21004,COLQUIRI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
70102,COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,2,2
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,7,7
80202,GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
20101,LA PAZ,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,2,2
50203,LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
71003,MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
10501,MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
71001,MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,2,2
40101,ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,16,16
10401,PADILLA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
21104,PALOS BLANCOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,2,2
10103,POROMA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
50101,POTOSI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,5,5
80201,RIBERALTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,3,3
80302,SAN BORJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
70402,SAN CARLOS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,3,3
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,28,28
80303,SANTA ROSA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
10101,SUCRE,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,5,5
60101,TARIJA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,3,3
20803,TIAWANACU,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,2,2
30903,TIQUIPAYA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
80101,TRINIDAD,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,11,11
50201,UNCIA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
60303,VILLA MONTES,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
10801,VILLA SERRANO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
51501,VILLAZON,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-01-01,1,1
60202,BERMEJO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,4,4
10701,CAMARGO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
70702,CHARAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,4,4
30101,COCHABAMBA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,15,15
70102,COTOCA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
20105,EL ALTO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,12,12
21105,LA ASUNTA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
50203,LLALLAGUA,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,6,6
11003,MACHARETI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
71003,MINEROS,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
10501,MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,1,1
71001,MONTERO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
50404,OCURI,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,2,2
40101,ORURO,salud sexual y reproductiva,preeclampsia severa/eclampsia,2005-02-01,14,14
