codigo_municipio,municipio,grupo,variable,mes,totales_total-m,totales-1_total-f,totales-2_total
70706,CAMIRI,salud sexual y reproductiva,eclampsia,2015-01-01,5,0,5
21101,CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,eclampsia,2015-01-01,2,0,2
41101,EUCALIPTUS,salud sexual y reproductiva,eclampsia,2015-01-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,eclampsia,2015-01-01,4,0,4
71001,MONTERO,salud sexual y reproductiva,eclampsia,2015-01-01,2,0,2
50404,OCURI,salud sexual y reproductiva,eclampsia,2015-01-01,0,1,1
40101,ORURO,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
90301,PUERTO GONZALO MORENO,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
80401,SANTA ANA,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-01-01,9,5,14
10101,SUCRE,salud sexual y reproductiva,eclampsia,2015-01-01,3,0,3
50303,TACOBAMBA,salud sexual y reproductiva,eclampsia,2015-01-01,0,1,1
60101,TARIJA,salud sexual y reproductiva,eclampsia,2015-01-01,0,2,2
80101,TRINIDAD,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
70201,WARNES,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
70706,CAMIRI,salud sexual y reproductiva,eclampsia,2015-02-01,1,0,1
60302,CARAPARI,salud sexual y reproductiva,eclampsia,2015-02-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-02-01,3,0,3
20101,LA PAZ,salud sexual y reproductiva,eclampsia,2015-02-01,2,0,2
40101,ORURO,salud sexual y reproductiva,eclampsia,2015-02-01,1,0,1
31205,PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2015-02-01,2,0,2
80201,RIBERALTA,salud sexual y reproductiva,eclampsia,2015-02-01,2,0,2
31403,SAN BENITO,salud sexual y reproductiva,eclampsia,2015-02-01,1,0,1
70402,SAN CARLOS,salud sexual y reproductiva,eclampsia,2015-02-01,1,1,2
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-02-01,6,3,9
10101,SUCRE,salud sexual y reproductiva,eclampsia,2015-02-01,4,0,4
30101,COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
21401,COROICO,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,eclampsia,2015-03-01,3,1,4
20101,LA PAZ,salud sexual y reproductiva,eclampsia,2015-03-01,3,0,3
71001,MONTERO,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
40101,ORURO,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
80201,RIBERALTA,salud sexual y reproductiva,eclampsia,2015-03-01,5,0,5
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2015-03-01,1,1,2
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-03-01,14,3,17
30902,SIPE SIPE,salud sexual y reproductiva,eclampsia,2015-03-01,0,1,1
10101,SUCRE,salud sexual y reproductiva,eclampsia,2015-03-01,2,0,2
80101,TRINIDAD,salud sexual y reproductiva,eclampsia,2015-03-01,2,0,2
31003,VILLA TUNARI,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-04-01,3,0,3
20105,EL ALTO,salud sexual y reproductiva,eclampsia,2015-04-01,1,0,1
90301,PUERTO GONZALO MORENO,salud sexual y reproductiva,eclampsia,2015-04-01,1,0,1
80301,REYES,salud sexual y reproductiva,eclampsia,2015-04-01,1,0,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2015-04-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-04-01,9,5,14
31602,SHINAOTA,salud sexual y reproductiva,eclampsia,2015-04-01,0,1,1
