codigo_municipio,municipio,grupo,variable,mes,Cantidad,TOTAL-M
51302,ACACIO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
20201,ACHACACHI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
30201,AIQUILE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,11,11
31303,ALALAY,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,5,5
20701,APOLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,9,9
30601,ARQUE,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,35,35
50802,ATOCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,16,16
21203,BATALLAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,23,23
60202,BERMEJO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,56,56
50301,BETANZOS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,18,18
70401,BUENA VISTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,4,4
70703,CABEZAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
20905,CAIROMA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
21003,CAJUATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
21304,CALAMARCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
10701,CAMARGO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,7,7
70706,CAMIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,23,23
30701,CAPINOTA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,12,12
40102,CARACOLLO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,11,11
22001,CARANAVI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,27,27
71403,CARMEN RIVERO TORREZ,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
40201,CHALLAPATA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,37,37
50302,CHAQUI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
70702,CHARAGUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,11,11
21101,CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
30801,CLIZA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,13,13
90101,COBIJA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,11,11
30101,COCHABAMBA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,347,347
30905,COLCAPIRHUA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,9,9
21307,COLLANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,5,5
31002,COLOMI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,61,61
70603,COLPA BELGICA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,8,8
50401,COLQUECHACA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,6,6
21306,COLQUENCHA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
21004,COLQUIRI,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
71301,COMARAPA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
71101,CONCEPCION,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,1,1
21701,COPACABANA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,5,5
50601,COTAGAITA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,2,2
70102,COTOCA,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,27,27
40401,CURAHUARA DE CARANGAS,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
20105,EL ALTO,salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,573,573
60502,EL PUENTE(TJA),salud sexual y reproductiva,embarazo en adolecente (menor de 20 anos),2006-01-01,3,3
