codigo_municipio,municipio,grupo,variable,mes,dentro de establecimientos total,fuera de establecimientos total,total
71501,ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,1,0,1
40102,CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,2,0,2
40201,CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,1,0,1
50601,COTAGAITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,2,0,2
80304,RURRENABAQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,2,0,2
10101,SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,3,0,3
60101,TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-01-01,2,0,2
20201,ACHACACHI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,0,1,1
40102,CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,1,0,1
22001,CARANAVI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,2,0,2
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,2,0,2
31001,SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-02-01,2,0,2
71101,CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
10304,ICLA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,2,0,2
40101,ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
70502,PAILON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
31401,PUNATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,2,0,2
31001,SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,0,1,1
80401,SANTA ANA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-03-01,0,1,1
60202,BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
21902,CATACORA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
20105,EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
21002,QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,0,1,1
80602,SAN ANDRES,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
51501,VILLAZON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-04-01,1,0,1
40201,CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,0,1,1
21101,CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
30905,COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
21002,QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,0,1,1
10601,TARABUCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
70403,YAPACANI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-05-01,1,0,1
40102,CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,1,0,1
80202,GUAYARAMERIN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,3,0,3
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,3,0,3
21201,PUCARANI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,0,1,1
21002,QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,0,1,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,3,0,3
50801,TUPIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-06-01,2,0,2
90101,COBIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,1,0,1
21004,COLQUIRI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,1,0,1
71301,COMARAPA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,0,1,1
60601,ENTRE RIOS TRJ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,0,2,2
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,5,0,5
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,1,0,1
21002,QUIME,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,0,1,1
80201,RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,4,0,4
60101,TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-07-01,0,1,1
30801,CLIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,1,0,1
70102,COTOCA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,5,0,5
40101,ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,1,0,1
40602,PAZÑA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,1,0,1
30901,QUILLACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-08-01,2,0,2
60202,BERMEJO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
31204,CHIMORE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
50601,COTAGAITA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,0,1,1
70102,COTOCA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,12,1,13
10501,MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
71001,MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
51101,PUNA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,0,1,1
80201,RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
30703,SICAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
30902,SIPE SIPE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
10101,SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,1,2
50502,TORO TORO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
20801,VIACHA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-09-01,1,0,1
40102,CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,2,0,2
30905,COLCAPIRHUA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,0,1
31206,ENTRE RIOS CBBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,0,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,17,0,17
40101,ORURO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,10,0,10
50101,POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,6,0,6
31205,PUERTO VILLARROEL,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,0,1
70301,SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,38,0,38
60101,TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-10-01,1,2,3
20201,ACHACACHI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
30301,AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,1,0,1
30101,COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,11,0,11
71104,SAN JULIAN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,2,0,2
71005,SAN PEDRO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
20902,SAPAHAQUI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
41301,TOTORA(ORR),salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,0,1,1
51501,VILLAZON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-11-01,1,0,1
40102,CARACOLLO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-12-01,2,0,2
30101,COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-12-01,0,1,1
20101,LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-12-01,10,0,10
80401,SANTA ANA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-12-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-12-01,15,0,15
10101,SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-12-01,2,2,4
60303,VILLA MONTES,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-12-01,1,0,1
60301,YACUIBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2020-12-01,0,1,1
