codigo_municipio,municipio,grupo,variable,mes,hombres de 6 meses,mujeres,hombres de 6 meses a 1 año,mujeres de 6 meses a 1 año,hombres de 1 a 4 años,mujeres de 1 a 4 años,hombres de 5 a 9 años,mujeres de 5 a 9 años,hombres de 10 a 14 años,mujeres de 10 a 14 años,hombres de 15 a 19 años,mujeres de 15 a 19 años,hombres de 20 a 39 años,mujeres de 20 a 39 años,hombres de 40 a 49 años,mujeres de 40 a 49 años,hombres de 50 a 59 años,mujeres de 50 a 59 años,hombres de 60 y más años,mujeres de 60 y más años,hombres total,mujeres total,total
60202,BERMEJO,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
10701,CAMARGO,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70706,CAMIRI,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
51103,CKOCHAS,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90101,COBIJA,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4
30101,COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,5,3,18,7,3,5,0,0,0,1,0,0,1,0,0,0,27,16,43
30905,COLCAPIRHUA,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
71101,CONCEPCION,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10902,CULPINA,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20105,EL ALTO,inmunoprevenibles,hepatitis viral a*,2017-01-01,0,0,0,0,0,0,8,4,5,2,0,1,2,0,1,0,0,0,1,1,17,8,25
