codigo_municipio,municipio,grupo,variable,mes,a-de-6-meses_masculino,a-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_dentro,totales-1_fuera,totales-2_total
71501,ASCENCION DE GUARAYOS,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,1,1,0,1,0,0,1,0,0,1,4,2,1,4,0,1,0,10,7,17
60202,BERMEJO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
10701,CAMARGO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70706,CAMIRI,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
60302,CARAPARI,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5
70702,CHARAGUA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
31204,CHIMORE,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90101,COBIJA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,3
30101,COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2018-01-01,1,0,0,1,11,5,10,16,5,4,1,2,2,2,2,0,1,2,2,1,35,33,68
