codigo_municipio,municipio,grupo,variable,mes,total
50301,BETANZOS,eventos - notificacion inmediata parte ii,otros de excepcion,2019-01-01,1.0
41601,HUAYLLAMARCA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-01-01,1.0
20503,AUCAPATA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-02-01,1.0
10101,SUCRE,eventos - notificacion inmediata parte ii,otros de excepcion,2019-02-01,45.0
10301,ZUDAÑEZ,eventos - notificacion inmediata parte ii,otros de excepcion,2019-02-01,145.0
70706,CAMIRI,eventos - notificacion inmediata parte ii,otros de excepcion,2019-03-01,6.0
60302,CARAPARI,eventos - notificacion inmediata parte ii,otros de excepcion,2019-03-01,2.0
70105,EL TORNO,eventos - notificacion inmediata parte ii,otros de excepcion,2019-03-01,1.0
10903,LAS CARRERAS,eventos - notificacion inmediata parte ii,otros de excepcion,2019-03-01,1.0
10402,TOMINA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-03-01,3.0
70706,CAMIRI,eventos - notificacion inmediata parte ii,otros de excepcion,2019-04-01,7.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte ii,otros de excepcion,2019-04-01,11.0
50701,SACACA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-05-01,3.0
20303,CALACOTO,eventos - notificacion inmediata parte ii,otros de excepcion,2019-07-01,26.0
21902,CATACORA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-07-01,184.0
20301,CORO CORO,eventos - notificacion inmediata parte ii,otros de excepcion,2019-07-01,1.0
20805,SAN ANDRES DE MACHACA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-07-01,121.0
21702,SAN PEDRO DE TIQUINA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-07-01,1.0
21201,PUCARANI,eventos - notificacion inmediata parte ii,otros de excepcion,2019-09-01,2.0
71501,ASCENCION DE GUARAYOS,eventos - notificacion inmediata parte ii,otros de excepcion,2019-10-01,8.0
70706,CAMIRI,eventos - notificacion inmediata parte ii,otros de excepcion,2019-10-01,6.0
40301,CORQUE,eventos - notificacion inmediata parte ii,otros de excepcion,2019-10-01,1.0
20102,PALCA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-10-01,1.0
31001,SACABA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-10-01,10.0
10101,SUCRE,eventos - notificacion inmediata parte ii,otros de excepcion,2019-10-01,52.0
20301,CORO CORO,eventos - notificacion inmediata parte ii,otros de excepcion,2019-11-01,2.0
40301,CORQUE,eventos - notificacion inmediata parte ii,otros de excepcion,2019-11-01,1.0
20105,EL ALTO,eventos - notificacion inmediata parte ii,otros de excepcion,2019-11-01,81.0
20103,MECAPACA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-11-01,1.0
20102,PALCA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-11-01,1.0
31001,SACABA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-11-01,166.0
31001,SACABA,eventos - notificacion inmediata parte ii,otros de excepcion,2019-12-01,2.0
