codigo_municipio,municipio,grupo,variable,mes,hombres menores a 2 años,mujeres menores a 2 años,hombres de 2 a 4 años,mujeres de 2 a 4 años,hombres total,mujeres total,total
31403,SAN BENITO,desnutricion cronica,talla normal (n),2005-01-01,6,4,4,0,10,4,14
60401,URIONDO (A. CONCEPCION),desnutricion cronica,talla normal (n),2005-01-01,0,0,0,1,0,1,1
70703,CABEZAS,desnutricion cronica,talla normal (n),2005-02-01,1,1,1,1,2,2,4
31403,SAN BENITO,desnutricion cronica,talla normal (n),2005-02-01,3,6,2,2,5,8,13
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion cronica,talla normal (n),2005-03-01,16,16,8,11,24,27,51
31403,SAN BENITO,desnutricion cronica,talla normal (n),2005-03-01,5,5,3,1,8,6,14
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion cronica,talla normal (n),2005-04-01,29,30,17,23,46,53,99
90104,BELLA FLOR,desnutricion cronica,talla normal (n),2005-04-01,1,0,0,0,1,0,1
30801,CLIZA,desnutricion cronica,talla normal (n),2005-04-01,2,1,3,4,5,5,10
90101,COBIJA,desnutricion cronica,talla normal (n),2005-04-01,4,0,0,0,4,0,4
60502,EL PUENTE(TJA),desnutricion cronica,talla normal (n),2005-04-01,0,0,0,2,0,2,2
31401,PUNATA,desnutricion cronica,talla normal (n),2005-04-01,10,6,2,7,12,13,25
30404,SACABAMBA,desnutricion cronica,talla normal (n),2005-04-01,5,8,12,17,17,25,42
60101,TARIJA,desnutricion cronica,talla normal (n),2005-04-01,1,0,1,2,2,2,4
30802,TOCO,desnutricion cronica,talla normal (n),2005-04-01,1,2,0,0,1,2,3
60402,YUNCHARA,desnutricion cronica,talla normal (n),2005-04-01,6,3,10,6,16,9,25
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion cronica,talla normal (n),2005-05-01,420,115,89,77,509,192,701
41202,BELEN DE ANDAMARCA,desnutricion cronica,talla normal (n),2005-05-01,3,5,3,0,6,5,11
60202,BERMEJO,desnutricion cronica,talla normal (n),2005-05-01,4,10,6,3,10,13,23
30701,CAPINOTA,desnutricion cronica,talla normal (n),2005-05-01,1,1,0,0,1,1,2
60302,CARAPARI,desnutricion cronica,talla normal (n),2005-05-01,3,1,4,7,7,8,15
40103,EL CHORO,desnutricion cronica,talla normal (n),2005-05-01,2,4,6,6,8,10,18
60502,EL PUENTE(TJA),desnutricion cronica,talla normal (n),2005-05-01,7,6,7,7,14,13,27
71002,GENERAL SAAVEDRA,desnutricion cronica,talla normal (n),2005-05-01,8,0,0,8,8,8,16
80601,LORETO,desnutricion cronica,talla normal (n),2005-05-01,0,1,0,0,0,1,1
40101,ORURO,desnutricion cronica,talla normal (n),2005-05-01,17,22,20,21,37,43,80
90102,PORVENIR,desnutricion cronica,talla normal (n),2005-05-01,39,24,36,50,75,74,149
31401,PUNATA,desnutricion cronica,talla normal (n),2005-05-01,0,0,0,2,0,2,2
80201,RIBERALTA,desnutricion cronica,talla normal (n),2005-05-01,31,26,3,8,34,34,68
30404,SACABAMBA,desnutricion cronica,talla normal (n),2005-05-01,11,8,14,19,25,27,52
80602,SAN ANDRES,desnutricion cronica,talla normal (n),2005-05-01,4,13,8,13,12,26,38
80102,SAN JAVIER(BNI),desnutricion cronica,talla normal (n),2005-05-01,11,4,5,2,16,6,22
90202,SAN PEDRO(PND),desnutricion cronica,talla normal (n),2005-05-01,4,3,8,1,12,4,16
60101,TARIJA,desnutricion cronica,talla normal (n),2005-05-01,60,44,46,39,106,83,189
