codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,imc_mujer-embarazada,imc-1_,totales_total-m,totales-1_total-f,totales-2_total
51302,ACACIO,estado nutricional,desnutricion leve (l),2011-01-01,0,0,1,3,2,2,0,0,3,5,8
20201,ACHACACHI,estado nutricional,desnutricion leve (l),2011-01-01,10,9,4,6,4,13,0,0,18,28,46
20104,ACHOCALLA,estado nutricional,desnutricion leve (l),2011-01-01,0,0,0,2,1,5,0,0,1,7,8
30201,AIQUILE,estado nutricional,desnutricion leve (l),2011-01-01,11,4,13,8,10,4,0,0,34,16,50
31303,ALALAY,estado nutricional,desnutricion leve (l),2011-01-01,0,0,1,2,1,0,0,0,2,2,4
10404,ALCALA,estado nutricional,desnutricion leve (l),2011-01-01,0,0,0,0,3,0,0,0,3,0,3
22002,ALTO BENI,estado nutricional,desnutricion leve (l),2011-01-01,2,3,1,4,0,5,0,0,3,12,15
20202,ANCORAIMES,estado nutricional,desnutricion leve (l),2011-01-01,1,1,0,2,6,5,0,0,7,8,15
41201,ANDAMARCA,estado nutricional,desnutricion leve (l),2011-01-01,0,1,0,1,0,0,0,0,0,2,2
40603,ANTEQUERA,estado nutricional,desnutricion leve (l),2011-01-01,0,0,0,1,0,0,0,0,0,1,1
30402,ANZALDO,estado nutricional,desnutricion leve (l),2011-01-01,6,4,6,9,6,6,0,0,18,19,37
20701,APOLO,estado nutricional,desnutricion leve (l),2011-01-01,2,2,3,3,3,3,0,0,8,8,16
51301,ARAMPAMPA,estado nutricional,desnutricion leve (l),2011-01-01,1,1,0,3,3,2,0,0,4,6,10
30501,ARANI,estado nutricional,desnutricion leve (l),2011-01-01,0,2,4,3,3,2,0,0,7,7,14
30403,ARBIETO,estado nutricional,desnutricion leve (l),2011-01-01,2,3,8,8,2,6,0,0,12,17,29
30601,ARQUE,estado nutricional,desnutricion leve (l),2011-01-01,18,16,26,32,10,16,0,0,54,64,118
71501,ASCENCION DE GUARAYOS,estado nutricional,desnutricion leve (l),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
50802,ATOCHA,estado nutricional,desnutricion leve (l),2011-01-01,10,15,7,8,7,10,0,0,24,33,57
20503,AUCAPATA,estado nutricional,desnutricion leve (l),2011-01-01,0,0,0,2,1,1,0,0,1,3,4
20502,AYATA,estado nutricional,desnutricion leve (l),2011-01-01,2,1,2,2,2,2,0,0,6,5,11
21303,AYO AYO,estado nutricional,desnutricion leve (l),2011-01-01,2,1,7,2,0,0,0,0,9,3,12
30301,AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,desnutricion leve (l),2011-01-01,7,8,13,8,12,4,0,0,32,20,52
10201,AZURDUY,estado nutricional,desnutricion leve (l),2011-01-01,1,1,2,0,1,2,0,0,4,3,7
21203,BATALLAS,estado nutricional,desnutricion leve (l),2011-01-01,0,1,1,0,0,0,0,0,1,1,2
80802,BAURES,estado nutricional,desnutricion leve (l),2011-01-01,2,0,2,0,2,0,0,0,6,0,6
50104,BELEN DE URMIRI,estado nutricional,desnutricion leve (l),2011-01-01,0,0,3,0,1,0,0,0,4,0,4
90104,BELLA FLOR,estado nutricional,desnutricion leve (l),2011-01-01,0,0,0,1,0,1,0,0,0,2,2
