codigo_municipio,municipio,grupo,variable,mes,número de eventos,número de afectados,número de fallecidos,total
10201,AZURDUY,registro de eventos de notificacion inmediata,otros de excepcion,2014-02-01,0.0,93.0,0.0,93.0
31204,CHIMORE,registro de eventos de notificacion inmediata,otros de excepcion,2014-02-01,1.0,80.0,0.0,81.0
10304,ICLA,registro de eventos de notificacion inmediata,otros de excepcion,2014-02-01,1.0,80.0,0.0,81.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,otros de excepcion,2014-02-01,2.0,1334.0,0.0,1336.0
70403,YAPACANI,registro de eventos de notificacion inmediata,otros de excepcion,2014-02-01,118.0,475.0,0.0,593.0
31206,ENTRE RIOS CBBA,registro de eventos de notificacion inmediata,otros de excepcion,2014-03-01,0.0,0.0,1.0,1.0
50701,SACACA,registro de eventos de notificacion inmediata,otros de excepcion,2014-03-01,1.0,1.0,1.0,3.0
50102,TINGUIPAYA,registro de eventos de notificacion inmediata,otros de excepcion,2014-03-01,3.0,44.0,1.0,48.0
50101,POTOSI,registro de eventos de notificacion inmediata,otros de excepcion,2014-04-01,0.0,1.0,0.0,1.0
80304,RURRENABAQUE,registro de eventos de notificacion inmediata,otros de excepcion,2014-04-01,1.0,6.0,5.0,12.0
51001,SAN PABLO DE LIPEZ,registro de eventos de notificacion inmediata,otros de excepcion,2014-05-01,1.0,3.0,0.0,4.0
50902,SAN PEDRO DE QUEMES,registro de eventos de notificacion inmediata,otros de excepcion,2014-05-01,5.0,14.0,0.0,19.0
10201,AZURDUY,registro de eventos de notificacion inmediata,otros de excepcion,2014-06-01,1.0,40.0,0.0,41.0
10401,PADILLA,registro de eventos de notificacion inmediata,otros de excepcion,2014-09-01,1.0,18.0,0.0,19.0
22002,ALTO BENI,registro de eventos de notificacion inmediata,otros de excepcion,2014-10-01,0.0,3.0,0.0,3.0
20607,MAPIRI,registro de eventos de notificacion inmediata,otros de excepcion,2014-11-01,0.0,0.0,36.0,36.0
20606,TIPUANI,registro de eventos de notificacion inmediata,otros de excepcion,2014-11-01,3.0,0.0,0.0,3.0
