codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-m-a-menor-de-1-ano_masculino,b-6-m-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
40102,CARACOLLO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
22001,CARANAVI,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
60302,CARAPARI,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
90101,COBIJA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
30101,COCHABAMBA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,0,0,0,0,0,12,1,13
31002,COLOMI,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
50601,COTAGAITA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
70102,COTOCA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10902,CULPINA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
20105,EL ALTO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,0,4,4,8
71503,EL PUENTE(STC),infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
60502,EL PUENTE(TJA),infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
71004,FERNANDEZ ALONSO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
20206,HUATAJATA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21102,IRUPANA (VILLA DE LANZA),infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21105,LA ASUNTA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
20101,LA PAZ,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,1,1,0,7,3,10
21202,LAJA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
50203,LLALLAGUA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
70903,MAIRANA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,3,2,5
10501,MONTEAGUDO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
71001,MONTERO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,5,0,5
40101,ORURO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
10401,PADILLA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21305,PATACAMAYA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20702,PELECHUCO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10103,POROMA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
50101,POTOSI,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,3,0,7,10,1,3,1,2,5,18,17,33,50
10302,PRESTO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
90201,PUERTO RICO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
51101,PUNA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
80304,RURRENABAQUE,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
31001,SACABA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,4,2,6
31403,SAN BENITO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
70301,SAN IGNACIO DE VELASCO,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
71104,SAN JULIAN,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
10702,SAN LUCAS,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
80401,SANTA ANA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70101,SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,4,7,4,0,0,0,0,0,9,7,16
20902,SAPAHAQUI,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
31602,SHINAOTA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20601,SORATA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10101,SUCRE,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,0,0,6,3,9
30602,TACOPAYA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
60101,TARIJA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,2,3,5
20608,TEOPONTE,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
30903,TIQUIPAYA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
70801,VALLEGRANDE,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
60303,VILLA MONTES,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
60301,YACUIBA,infecc. de transmision sexual,gonorrea,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3
22002,ALTO BENI,infecc. de transmision sexual,gonorrea,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
30402,ANZALDO,infecc. de transmision sexual,gonorrea,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
60202,BERMEJO,infecc. de transmision sexual,gonorrea,2017-02-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
50301,BETANZOS,infecc. de transmision sexual,gonorrea,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
21003,CAJUATA,infecc. de transmision sexual,gonorrea,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
70706,CAMIRI,infecc. de transmision sexual,gonorrea,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
40102,CARACOLLO,infecc. de transmision sexual,gonorrea,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
