codigo_municipio,municipio,grupo,variable,mes,a-menor-de-6-meses_masculino,a-menor-de-6-meses-1_femenino,b-6-meses-a-menor-de-1-ano_masculino,b-6-meses-a-menor-de-1-ano-1_femenino,c-1-4-anos_masculino,c-1-4-anos-1_femenino,d-5-9-anos_masculino,d-5-9-anos-1_femenino,e-10-14-anos_masculino,e-10-14-anos-1_femenino,f-15-19-anos_masculino,f-15-19-anos-1_femenino,g-20-39-anos_masculino,g-20-39-anos-1_femenino,h-40-49-anos_masculino,h-40-49-anos-1_femenino,i-50-59-anos_masculino,i-50-59-anos-1_femenino,j-60-anos-y-mas_masculino,j-60-anos-y-mas-1_femenino,totales_dentro,totales-1_fuera,totales-2_total
60202,BERMEJO,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,1,0,1,1,0,3,1,0,5,5,1,2,0,0,0,0,9,11,20
31204,CHIMORE,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
30101,COCHABAMBA,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
21401,COROICO,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
31206,ENTRE RIOS CBBA,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,1,1,1,0,2,0,5,3,0,3,0,1,1,1,10,9,19
80402,EXALTACION,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,3
20602,GUANAY,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,3
21105,LA ASUNTA,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,1,0,1,0,1,2,0,2,3,0,1,1,0,1,1,6,8,14
11003,MACHARETI,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
90301,PUERTO GONZALO MORENO,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1,0,2,2,1,1,8,5,13
31205,PUERTO VILLARROEL,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3
80201,RIBERALTA,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,4
70101,SANTA CRUZ DE LA SIERRA,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
31602,SHINAOTA,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
20601,SORATA,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60303,VILLA MONTES,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,0,5
31003,VILLA TUNARI,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
60301,YACUIBA,enfermedades transmitidas por vectores (etv),dengue,2019-01-01,0,0,0,0,0,2,0,4,1,0,0,2,3,3,0,0,0,0,1,2,5,13,18
22002,ALTO BENI,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,2,3,5
60202,BERMEJO,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,1,0,0,0,6,6,7,10,2,12,9,10,24,41,8,16,5,8,1,10,63,113,176
60302,CARAPARI,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31204,CHIMORE,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,1,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,5,2,7
30101,COCHABAMBA,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
31206,ENTRE RIOS CBBA,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,1,1,0,0,7,2,1,0,0,0,1,0,10,3,13
80402,EXALTACION,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
21102,IRUPANA (VILLA DE LANZA),enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21105,LA ASUNTA,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,3,0,1,0,0,2,5,2,11,7,2,0,1,1,2,3,25,15,40
11003,MACHARETI,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
21104,PALOS BLANCOS,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
90301,PUERTO GONZALO MORENO,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,3,4
31205,PUERTO VILLARROEL,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,4,3,7
71005,SAN PEDRO,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
31602,SHINAOTA,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
20601,SORATA,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20608,TEOPONTE,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
20606,TIPUANI,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
60401,URIONDO (A. CONCEPCION),enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
60303,VILLA MONTES,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,3,2,5
31003,VILLA TUNARI,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,3,5
60301,YACUIBA,enfermedades transmitidas por vectores (etv),dengue,2019-02-01,0,1,1,0,1,0,2,2,0,0,0,2,3,6,1,1,0,1,0,1,8,14,22
22002,ALTO BENI,enfermedades transmitidas por vectores (etv),dengue,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
60202,BERMEJO,enfermedades transmitidas por vectores (etv),dengue,2019-03-01,0,0,0,0,2,4,2,7,10,7,4,4,14,10,3,8,4,2,3,4,42,46,88
60302,CARAPARI,enfermedades transmitidas por vectores (etv),dengue,2019-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
31204,CHIMORE,enfermedades transmitidas por vectores (etv),dengue,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
30101,COCHABAMBA,enfermedades transmitidas por vectores (etv),dengue,2019-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4,0,4
