codigo_municipio,municipio,grupo,variable,mes,totales_dentro,totales-1_fuera,totales-2_total
20105,EL ALTO,mortalidad materna,muerte materna notificada,2020-01-01,3,0,3
50203,LLALLAGUA,mortalidad materna,muerte materna notificada,2020-01-01,0,1,1
30302,MOROCHATA,mortalidad materna,muerte materna notificada,2020-01-01,0,1,1
40101,ORURO,mortalidad materna,muerte materna notificada,2020-01-01,1,0,1
30901,QUILLACOLLO,mortalidad materna,muerte materna notificada,2020-01-01,0,1,1
70901,SAMAIPATA,mortalidad materna,muerte materna notificada,2020-01-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-01-01,3,0,3
60301,YACUIBA,mortalidad materna,muerte materna notificada,2020-01-01,1,0,1
50202,CHAYANTA,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2020-02-01,1,0,1
20105,EL ALTO,mortalidad materna,muerte materna notificada,2020-02-01,1,0,1
10103,POROMA,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
80201,RIBERALTA,mortalidad materna,muerte materna notificada,2020-02-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-02-01,4,0,4
20902,SAPAHAQUI,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
10101,SUCRE,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
10704,VILLA CHARCAS,mortalidad materna,muerte materna notificada,2020-02-01,0,1,1
51103,CKOCHAS,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
21701,COPACABANA,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
20105,EL ALTO,mortalidad materna,muerte materna notificada,2020-03-01,3,0,3
50403,POCOATA,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
70301,SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
50501,SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-03-01,3,0,3
31003,VILLA TUNARI,mortalidad materna,muerte materna notificada,2020-03-01,0,1,1
31501,BOLIVAR,mortalidad materna,muerte materna notificada,2020-04-01,0,1,1
20105,EL ALTO,mortalidad materna,muerte materna notificada,2020-04-01,2,0,2
80202,GUAYARAMERIN,mortalidad materna,muerte materna notificada,2020-04-01,1,0,1
20101,LA PAZ,mortalidad materna,muerte materna notificada,2020-04-01,1,0,1
40101,ORURO,mortalidad materna,muerte materna notificada,2020-04-01,1,0,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-04-01,3,0,3
70602,SANTA ROSA DEL SARA,mortalidad materna,muerte materna notificada,2020-04-01,0,1,1
31302,VILA VILA,mortalidad materna,muerte materna notificada,2020-04-01,0,1,1
20701,APOLO,mortalidad materna,muerte materna notificada,2020-05-01,0,1,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2020-05-01,2,0,2
20105,EL ALTO,mortalidad materna,muerte materna notificada,2020-05-01,0,1,1
40701,HUANUNI,mortalidad materna,muerte materna notificada,2020-05-01,1,0,1
50101,POTOSI,mortalidad materna,muerte materna notificada,2020-05-01,1,0,1
70301,SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2020-05-01,0,1,1
50501,SAN PEDRO DE BUENA VISTA,mortalidad materna,muerte materna notificada,2020-05-01,0,1,1
80101,TRINIDAD,mortalidad materna,muerte materna notificada,2020-05-01,1,0,1
90101,COBIJA,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
10501,MONTEAGUDO,mortalidad materna,muerte materna notificada,2020-06-01,0,1,1
80101,TRINIDAD,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
50801,TUPIZA,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
31003,VILLA TUNARI,mortalidad materna,muerte materna notificada,2020-06-01,1,0,1
90101,COBIJA,mortalidad materna,muerte materna notificada,2020-07-01,2,0,2
30905,COLCAPIRHUA,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
20105,EL ALTO,mortalidad materna,muerte materna notificada,2020-07-01,1,1,2
20101,LA PAZ,mortalidad materna,muerte materna notificada,2020-07-01,3,0,3
40101,ORURO,mortalidad materna,muerte materna notificada,2020-07-01,1,1,2
31304,RAQAYPAMPA(ETA),mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
70503,ROBORE,mortalidad materna,muerte materna notificada,2020-07-01,1,0,1
70301,SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
10702,SAN LUCAS,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
90202,SAN PEDRO(PND),mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
70101,SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2020-07-01,2,0,2
30902,SIPE SIPE,mortalidad materna,muerte materna notificada,2020-07-01,1,0,1
10101,SUCRE,mortalidad materna,muerte materna notificada,2020-07-01,1,1,2
51402,TAHUA,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
10402,TOMINA,mortalidad materna,muerte materna notificada,2020-07-01,0,1,1
21401,COROICO,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
20105,EL ALTO,mortalidad materna,muerte materna notificada,2020-08-01,4,1,5
20101,LA PAZ,mortalidad materna,muerte materna notificada,2020-08-01,2,0,2
40101,ORURO,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
20702,PELECHUCO,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
31203,POCONA,mortalidad materna,muerte materna notificada,2020-08-01,0,1,1
50101,POTOSI,mortalidad materna,muerte materna notificada,2020-08-01,2,0,2
31001,SACABA,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
51001,SAN PABLO DE LIPEZ,mortalidad materna,muerte materna notificada,2020-08-01,0,1,1
60101,TARIJA,mortalidad materna,muerte materna notificada,2020-08-01,1,1,2
31003,VILLA TUNARI,mortalidad materna,muerte materna notificada,2020-08-01,1,0,1
30101,COCHABAMBA,mortalidad materna,muerte materna notificada,2020-09-01,1,0,1
20105,EL ALTO,mortalidad materna,muerte materna notificada,2020-09-01,2,0,2
20404,HUMANATA,mortalidad materna,muerte materna notificada,2020-09-01,0,1,1
20101,LA PAZ,mortalidad materna,muerte materna notificada,2020-09-01,1,0,1
50203,LLALLAGUA,mortalidad materna,muerte materna notificada,2020-09-01,0,1,1
40101,ORURO,mortalidad materna,muerte materna notificada,2020-09-01,1,1,2
21305,PATACAMAYA,mortalidad materna,muerte materna notificada,2020-09-01,0,1,1
80201,RIBERALTA,mortalidad materna,muerte materna notificada,2020-09-01,0,1,1
